,Unnamed: 0,orphan,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,mother's_occupation,father's_occupation,mother's_qualification,father's_qualification,family_annual_income,debt,mental_issues,results_in_previous_year_type,status_in_previous_year,dropout_student,age_group,district,gender,lable (y),prince_o,gender_data,district_data,age,social_catagory,school_wise_data
41690,41690,0,3,5,1,1,0,1,0,3,3,0,1,0,2,1,0,3,9,0,8,0.907,female,,,,
41691,41691,1,3,3,0,0,0,1,0,2,2,1,0,1,1,1,1,5,32,1,5,0.855,male,,,,
41692,41692,0,2,6,0,0,0,1,0,0,3,1,0,1,4,3,1,4,11,1,5,0.335,male,,,,
41693,41693,0,2,2,1,0,1,1,0,3,3,0,0,0,4,4,1,5,8,1,7,0.661,male,,,,
41694,41694,0,3,6,0,0,0,1,0,2,2,2,0,0,3,2,1,5,24,1,4,0.185,male,,,,
41695,41695,0,1,6,0,0,0,1,0,5,0,0,1,1,4,4,1,2,8,1,8,0.995,male,,,,
41696,41696,0,4,2,0,0,0,1,0,4,4,1,0,1,4,1,1,3,30,1,3,0.815,male,,,,
41697,41697,0,3,3,0,0,0,1,0,0,2,1,0,1,3,4,1,4,30,1,7,0.496,male,,,,
41698,41698,0,1,2,0,0,1,0,0,5,4,2,0,1,4,1,1,4,8,0,4,0.938,female,,,,
41699,41699,0,1,5,0,1,0,1,0,4,1,0,1,1,3,1,1,5,24,1,9,0.292,male,,,,
41700,41700,1,4,3,0,0,0,0,0,3,5,0,0,1,1,1,1,3,25,0,4,0.703,female,,,,
41701,41701,0,1,2,0,0,0,0,0,2,2,1,0,0,4,3,1,3,27,1,2,0.512,male,,,,
41702,41702,0,1,4,0,0,0,1,0,2,4,2,1,1,3,2,1,3,2,1,6,0.602,male,,,,
41703,41703,0,4,4,0,0,1,0,1,2,0,0,0,1,3,1,1,3,13,1,7,0.729,male,,,,
41704,41704,0,3,2,0,0,0,0,1,2,0,1,1,1,2,2,1,4,15,0,7,0.774,female,,,,
41705,41705,1,4,7,0,0,0,1,0,4,4,0,0,0,3,2,1,2,15,0,5,0.595,female,,,,
41706,41706,0,3,2,1,0,1,1,1,2,3,2,1,1,2,4,1,2,28,1,10,0.762,male,,,,
41707,41707,0,4,3,0,0,0,0,1,3,2,1,1,1,4,2,1,2,7,0,4,0.211,female,,,,
41708,41708,0,4,3,0,1,0,1,1,5,1,2,0,1,3,1,1,1,27,0,6,0.761,female,,,,
41709,41709,1,2,6,1,0,0,1,0,0,4,2,0,1,3,2,1,2,10,0,8,0.23,female,,,,
41710,41710,0,1,7,0,0,1,1,0,4,3,2,1,1,3,2,1,4,9,0,7,0.392,female,,,,
41711,41711,0,1,2,0,0,1,1,0,0,2,1,1,1,4,3,1,5,1,0,7,0.567,female,,,,
41712,41712,0,3,7,0,0,0,1,0,4,2,0,0,1,3,2,1,3,22,1,6,0.815,male,,,,
41713,41713,0,1,4,0,0,1,1,0,3,5,1,0,1,2,1,1,1,8,0,6,0.27,female,,,,
41714,41714,0,3,6,1,0,0,1,0,4,0,2,1,1,4,3,1,4,26,1,7,0.938,male,,,,
41715,41715,0,2,5,0,0,0,1,0,1,3,2,1,1,4,4,1,2,27,1,7,0.452,male,,,,
41716,41716,0,1,2,0,0,1,0,1,0,3,0,0,0,4,1,1,3,29,0,6,0.249,female,,,,
41717,41717,0,4,1,0,0,1,1,0,2,5,0,0,1,2,1,0,4,30,0,6,0.542,female,,,,
41718,41718,1,4,3,1,0,0,1,1,2,2,2,1,1,3,2,1,1,2,0,8,0.741,female,,,,
41719,41719,0,3,3,1,0,0,1,0,0,3,1,1,1,3,2,1,2,10,0,8,0.476,female,,,,
41720,41720,0,2,2,0,0,0,0,0,0,4,1,1,1,3,4,1,5,23,1,7,0.674,male,,,,
41721,41721,1,2,2,0,0,0,1,0,2,5,2,1,1,2,1,1,1,8,1,7,0.961,male,,,,
41722,41722,0,3,1,0,0,0,1,0,3,3,1,1,1,1,4,1,3,12,0,7,0.743,female,,,,
41723,41723,1,4,5,0,0,0,0,0,2,0,2,1,1,3,3,1,2,22,1,7,0.894,male,,,,
41724,41724,0,4,4,0,0,0,1,0,3,5,0,0,1,1,3,1,1,12,1,4,0.94,male,,,,
41725,41725,0,2,7,0,0,0,0,0,4,4,2,0,1,3,3,1,3,29,0,4,0.232,female,,,,
41726,41726,0,4,2,0,0,0,1,0,3,5,2,1,0,4,1,1,1,25,0,3,0.682,female,,,,
41727,41727,0,3,4,0,0,0,0,0,5,3,0,0,1,1,3,1,1,4,0,4,0.94,female,,,,
41728,41728,0,1,3,0,1,0,1,0,2,0,0,0,1,1,3,1,4,7,0,7,0.524,female,,,,
41729,41729,0,3,2,0,0,0,1,0,3,5,1,0,1,3,2,1,3,19,0,5,0.124,female,,,,
41730,41730,0,4,1,0,0,0,1,0,4,3,2,0,1,2,1,1,4,8,0,5,0.222,female,,,,
41731,41731,0,3,3,0,0,0,1,0,5,3,1,1,1,1,3,1,4,24,1,5,0.139,male,,,,
41732,41732,1,3,5,0,0,0,1,0,1,4,0,1,0,4,3,1,2,8,1,7,0.543,male,,,,
41733,41733,1,4,7,1,1,0,1,1,5,3,0,0,0,3,2,1,1,16,1,8,0.885,male,,,,
41734,41734,0,4,7,0,0,0,1,0,3,2,1,0,1,1,3,1,5,19,1,3,0.486,male,,,,
41735,41735,0,1,4,0,0,1,1,1,2,4,2,1,1,4,4,1,5,32,0,8,0.61,female,,,,
41736,41736,0,2,5,0,0,0,0,0,2,5,0,0,1,3,3,1,3,6,1,6,0.943,male,,,,
41737,41737,0,2,6,0,0,0,1,0,5,1,2,1,1,4,1,1,4,25,1,5,0.172,male,,,,
41738,41738,0,3,6,0,0,0,1,1,3,1,2,0,1,1,2,1,1,29,1,5,0.411,male,,,,
41739,41739,0,4,7,0,1,1,1,0,2,0,1,0,1,1,3,1,1,24,1,6,0.241,male,,,,
41740,41740,0,4,4,0,0,0,0,0,1,2,2,0,1,1,1,1,4,17,0,2,0.13,female,,,,
41741,41741,0,3,1,0,0,0,1,0,1,4,2,0,0,2,2,1,2,7,1,5,0.173,male,,,,
41742,41742,0,4,7,0,1,0,0,0,1,0,2,0,0,2,3,1,2,18,1,4,0.261,male,,,,
41743,41743,0,1,3,0,1,1,0,0,4,4,0,1,0,3,1,0,5,26,1,6,0.903,male,,,,
41744,41744,0,3,4,0,0,0,0,0,1,2,0,0,1,2,1,1,3,18,1,5,0.792,male,,,,
41745,41745,0,4,4,0,0,0,1,0,0,3,1,1,0,4,1,1,3,6,1,4,0.97,male,,,,
41746,41746,0,2,4,0,0,0,0,0,4,0,2,1,1,3,3,1,4,6,0,6,0.672,female,,,,
41747,41747,0,3,5,0,0,0,1,0,0,5,0,1,1,4,3,1,5,25,0,8,0.708,female,,,,
41748,41748,0,1,3,0,0,0,1,1,1,2,2,0,1,1,2,1,4,24,0,5,0.29,female,,,,
41749,41749,0,1,5,0,0,1,1,0,1,3,2,1,1,4,3,0,5,28,1,6,0.645,male,,,,
41750,41750,0,1,3,0,0,0,0,0,5,1,2,0,0,3,3,0,3,5,1,2,0.289,male,,,,
41751,41751,0,4,4,0,0,0,1,0,5,5,1,0,0,2,1,1,5,18,0,3,0.862,female,,,,
41752,41752,0,2,1,0,1,0,1,0,0,1,2,0,1,2,2,0,5,15,0,7,0.37,female,,,,
41753,41753,0,3,6,0,0,0,1,0,3,3,2,0,1,1,4,0,2,4,0,4,0.456,female,,,,
41754,41754,0,2,2,0,0,0,0,0,2,4,0,0,1,3,2,1,2,18,1,5,0.611,male,,,,
41755,41755,0,3,3,0,1,0,0,0,0,3,1,1,1,1,3,0,2,23,0,5,0.957,female,,,,
41756,41756,0,3,4,0,0,0,1,0,3,3,0,1,1,1,2,1,4,25,0,6,0.971,female,,,,
41757,41757,1,3,5,0,0,0,1,0,2,3,0,0,0,1,1,1,4,4,1,6,0.78,male,,,,
41758,41758,0,1,6,0,1,1,1,0,4,4,1,0,1,2,3,1,2,28,1,7,0.937,male,,,,
41759,41759,0,4,5,0,0,0,0,0,4,1,0,1,0,4,3,1,2,16,0,4,0.516,female,,,,
41760,41760,0,1,4,1,0,0,1,0,3,0,1,1,1,3,1,1,2,8,0,8,0.76,female,,,,
41761,41761,0,1,7,0,0,1,1,0,4,5,0,0,1,2,2,0,1,10,1,6,0.237,male,,,,
41762,41762,0,4,6,0,0,0,1,0,2,1,2,1,1,4,4,1,2,18,1,5,0.654,male,,,,
41763,41763,1,1,7,1,0,0,1,0,2,5,2,0,1,3,1,1,5,23,0,7,0.741,female,,,,
41764,41764,0,1,1,0,0,0,1,0,4,4,2,1,1,1,2,1,5,17,1,6,0.45,male,,,,
41765,41765,0,3,2,0,0,0,1,0,5,2,1,1,1,1,3,1,5,33,0,5,0.84,female,,,,
41766,41766,0,4,6,0,0,0,1,0,3,5,0,0,1,2,2,1,3,27,1,5,0.37,male,,,,
41767,41767,0,1,1,0,0,0,0,0,1,4,2,0,1,1,2,0,4,9,0,3,0.677,female,,,,
41768,41768,0,1,4,1,1,0,1,1,5,3,2,0,1,1,2,1,2,31,0,7,0.406,female,,,,
41769,41769,0,1,1,0,1,0,1,0,5,4,0,0,1,4,2,0,5,15,0,6,0.959,female,,,,
41770,41770,1,2,3,1,0,0,1,0,2,1,2,0,0,1,1,1,2,25,0,5,0.37,female,,,,
41771,41771,0,4,7,0,0,1,0,0,0,2,2,0,1,3,4,0,1,19,1,5,0.723,male,,,,
41772,41772,0,1,4,0,0,0,1,0,3,5,1,1,1,1,3,1,1,31,1,5,0.207,male,,,,
41773,41773,0,2,2,1,0,1,1,1,3,5,0,1,1,2,4,0,2,24,0,10,0.91,female,,,,
41774,41774,0,4,5,0,0,0,0,0,0,5,2,1,0,1,2,0,2,23,1,3,0.529,male,,,,
41775,41775,0,2,3,0,0,1,0,1,3,0,0,0,0,3,1,1,5,10,0,7,0.312,female,,,,
41776,41776,1,2,1,0,0,0,1,0,1,2,0,0,0,4,3,1,1,15,1,6,0.513,male,,,,
41777,41777,1,2,5,0,0,0,0,0,5,2,1,0,1,3,4,1,3,2,1,7,0.201,male,,,,
41778,41778,1,4,5,1,0,0,0,0,1,4,2,0,0,2,3,1,2,1,0,5,0.756,female,,,,
41779,41779,0,1,5,1,1,0,1,0,0,2,0,0,1,2,1,0,2,11,1,9,0.227,male,,,,
41780,41780,0,4,6,1,1,0,0,0,0,2,2,1,1,2,3,0,3,22,1,6,0.835,male,,,,
41781,41781,0,2,2,1,0,0,1,0,5,5,0,1,1,3,1,1,1,13,0,8,0.703,female,,,,
41782,41782,0,3,7,0,0,0,1,0,0,0,0,0,1,3,2,1,2,19,0,8,0.468,female,,,,
41783,41783,0,2,7,0,0,0,1,0,1,0,1,0,0,1,3,1,4,13,0,4,0.662,female,,,,
41784,41784,0,1,6,1,0,0,0,0,5,3,1,1,1,2,1,1,2,29,1,6,0.989,male,,,,
41785,41785,0,1,7,1,0,0,1,0,2,4,2,1,1,3,1,0,2,6,0,6,0.575,female,,,,
41786,41786,0,4,1,0,0,0,1,0,5,5,0,0,1,4,3,1,2,5,1,5,0.837,male,,,,
41787,41787,1,2,2,0,0,0,1,0,3,1,0,1,1,1,1,1,4,1,1,7,0.436,male,,,,
41788,41788,0,2,4,0,0,0,1,1,4,5,1,1,1,2,4,1,3,27,0,8,0.378,female,,,,
41789,41789,0,3,4,0,1,0,0,0,0,3,0,0,0,1,2,1,2,29,1,5,0.765,male,,,,
41790,41790,0,4,5,0,0,0,1,0,3,3,0,1,1,1,4,1,2,30,0,7,0.95,female,,,,
41791,41791,0,2,7,0,0,0,1,0,5,3,1,0,1,3,3,1,4,18,0,5,0.564,female,,,,
41792,41792,1,4,5,0,1,0,1,0,0,0,2,1,0,3,4,1,4,18,0,10,0.684,female,,,,
41793,41793,0,1,3,1,0,1,1,0,5,0,2,1,0,3,3,1,4,29,0,8,0.331,female,,,,
41794,41794,0,3,2,0,1,0,0,1,4,0,2,1,1,2,4,1,3,1,0,9,0.986,female,,,,
41795,41795,0,4,6,1,0,1,1,0,0,5,1,1,0,3,4,1,1,21,1,8,0.857,male,,,,
41796,41796,1,1,6,0,0,0,1,0,3,1,1,0,1,1,1,1,3,15,0,5,0.918,female,,,,
41797,41797,0,3,3,0,0,0,1,0,3,1,1,1,0,2,4,0,5,28,0,5,0.16,female,,,,
41798,41798,0,3,2,1,0,0,1,1,2,5,1,1,1,2,4,1,1,14,1,9,0.33,male,,,,
41799,41799,1,2,1,0,0,0,1,0,4,2,0,1,1,2,4,0,2,15,1,9,0.574,male,,,,
41800,41800,1,2,4,0,0,0,0,0,4,1,2,0,0,4,2,1,3,5,1,3,0.79,male,,,,
41801,41801,1,2,3,1,0,1,1,0,4,3,0,0,1,4,2,0,3,21,1,7,0.82,male,,,,
41802,41802,0,3,2,1,0,0,0,0,2,2,2,1,0,4,2,1,2,13,1,4,0.773,male,,,,
41803,41803,0,3,3,0,0,1,0,0,0,3,1,0,1,1,2,1,2,1,0,5,0.745,female,,,,
41804,41804,0,1,1,0,0,0,1,0,2,4,2,1,1,1,1,1,3,17,0,6,0.66,female,,,,
41805,41805,0,1,3,0,0,0,0,0,1,5,0,0,1,3,3,1,1,17,1,5,0.765,male,,,,
41806,41806,1,2,5,1,0,0,1,0,5,4,0,0,1,2,3,1,4,8,1,9,0.346,male,,,,
41807,41807,0,3,4,0,0,0,1,0,4,4,1,0,1,3,3,1,1,10,0,5,0.529,female,,,,
41808,41808,0,1,2,0,0,0,1,0,2,2,2,0,1,1,1,1,4,25,0,4,0.214,female,,,,
41809,41809,1,4,6,0,0,0,1,0,5,3,1,0,1,4,2,1,1,27,0,4,0.779,female,,,,
41810,41810,1,4,4,0,0,0,1,1,0,4,0,0,0,4,3,1,2,28,1,6,0.847,male,,,,
41811,41811,0,1,5,0,0,0,1,0,1,3,1,1,0,3,2,0,1,10,1,5,0.941,male,,,,
41812,41812,0,2,5,0,0,0,1,0,1,5,2,1,1,2,2,1,5,15,1,7,0.121,male,,,,
41813,41813,0,3,4,0,0,0,1,0,0,4,1,1,1,4,3,0,2,14,0,5,0.6,female,,,,
41814,41814,0,4,3,0,0,0,1,1,3,1,0,0,1,1,1,1,2,24,1,5,0.61,male,,,,
41815,41815,0,4,3,0,1,0,1,0,4,1,1,0,1,1,4,1,3,10,1,5,0.26,male,,,,
41816,41816,0,4,7,0,1,0,0,0,0,3,2,1,0,2,4,1,1,11,1,6,0.85,male,,,,
41817,41817,0,4,2,0,0,0,1,0,2,4,0,0,1,1,3,1,2,6,0,4,0.687,female,,,,
41818,41818,0,4,3,0,0,0,0,1,2,5,1,0,1,4,1,0,4,17,0,2,0.735,female,,,,
41819,41819,0,2,2,0,1,0,1,0,0,5,2,0,1,2,4,0,5,20,0,7,0.57,female,,,,
41820,41820,0,4,2,0,0,0,1,1,5,5,2,1,1,1,2,0,1,16,0,4,0.597,female,,,,
41821,41821,0,1,2,0,0,0,1,0,4,0,1,0,1,1,2,0,2,32,1,4,0.42,male,,,,
41822,41822,0,1,5,0,0,0,0,0,2,5,2,0,0,2,1,1,4,16,1,4,0.929,male,,,,
41823,41823,0,2,3,0,1,1,1,1,5,3,1,0,1,1,3,1,4,31,0,7,0.795,female,,,,
41824,41824,1,1,7,0,0,0,0,0,1,2,0,0,1,2,1,1,2,8,1,6,0.309,male,,,,
41825,41825,0,1,2,1,0,0,0,0,4,3,1,0,1,4,3,0,2,33,0,3,0.775,female,,,,
41826,41826,0,2,2,0,0,0,1,0,1,3,0,1,0,2,2,1,5,14,1,6,0.491,male,,,,
41827,41827,0,4,4,1,0,0,0,0,3,3,2,1,1,3,1,1,5,27,1,5,0.976,male,,,,
41828,41828,0,1,6,0,0,0,0,0,3,4,0,0,1,3,2,1,5,3,0,5,0.348,female,,,,
41829,41829,1,3,4,0,0,0,1,0,2,4,2,1,1,3,4,0,3,23,0,7,0.82,female,,,,
41830,41830,0,3,7,0,0,0,1,0,1,5,0,0,1,1,2,1,4,4,0,5,0.422,female,,,,
41831,41831,0,2,3,0,0,0,1,0,4,2,1,0,0,2,4,1,4,16,1,5,0.789,male,,,,
41832,41832,0,2,5,1,0,0,0,0,5,3,0,1,1,3,1,1,5,12,1,8,0.303,male,,,,
41833,41833,1,1,4,1,0,0,1,0,1,2,0,0,0,4,1,1,3,26,0,6,0.338,female,,,,
41834,41834,0,2,5,0,0,0,0,1,5,5,0,0,1,2,1,1,1,25,1,7,0.88,male,,,,
41835,41835,0,4,7,0,0,0,0,0,3,2,2,1,1,3,2,1,3,20,0,4,0.906,female,,,,
41836,41836,0,4,4,0,1,0,1,0,4,1,2,0,1,2,3,0,5,14,1,4,0.66,male,,,,
41837,41837,0,4,7,0,0,1,1,0,3,5,2,0,1,3,3,1,1,30,1,5,0.692,male,,,,
41838,41838,0,3,2,0,1,0,1,0,3,5,0,1,0,2,4,1,4,28,1,8,0.49,male,,,,
41839,41839,0,4,4,0,1,0,1,0,1,1,1,0,1,2,3,1,2,24,0,5,0.241,female,,,,
41840,41840,0,2,4,0,0,0,1,0,1,4,1,1,1,4,2,1,5,31,1,5,0.163,male,,,,
41841,41841,0,4,5,0,0,0,0,0,4,3,1,1,0,3,1,1,1,25,0,4,0.948,female,,,,
41842,41842,1,4,1,0,1,0,1,0,2,5,1,0,1,4,3,1,2,21,1,6,0.762,male,,,,
41843,41843,0,2,1,0,0,0,1,0,3,0,0,1,1,3,3,0,4,24,0,8,0.332,female,,,,
41844,41844,0,3,5,0,0,0,0,0,3,4,2,0,1,4,4,0,1,31,0,4,0.459,female,,,,
41845,41845,1,3,5,0,1,0,1,1,0,4,0,0,0,1,3,1,5,24,0,9,0.564,female,,,,
41846,41846,1,4,2,0,0,1,0,0,2,2,0,1,1,3,2,1,2,8,1,7,0.655,male,,,,
41847,41847,0,3,5,0,1,0,1,1,4,3,2,0,1,2,4,1,5,6,0,9,0.185,female,,,,
41848,41848,1,1,6,0,0,1,0,0,1,4,1,1,1,4,4,1,2,18,0,7,0.448,female,,,,
41849,41849,1,3,7,0,1,0,0,0,2,2,0,1,1,2,2,0,1,23,0,7,0.87,female,,,,
41850,41850,0,3,5,0,0,0,1,0,2,2,2,1,1,2,2,1,3,26,0,7,0.814,female,,,,
41851,41851,0,2,4,0,0,0,0,1,3,5,1,0,0,1,4,1,5,18,0,4,0.252,female,,,,
41852,41852,0,1,4,0,1,0,0,1,1,0,0,0,1,1,1,1,4,3,1,7,0.256,male,,,,
41853,41853,1,2,7,0,0,1,1,0,5,2,1,1,1,1,2,1,4,20,0,7,0.604,female,,,,
41854,41854,1,3,5,1,1,0,1,0,5,3,1,1,1,3,2,1,3,13,1,10,0.584,male,,,,
41855,41855,1,2,2,0,0,0,0,0,1,0,2,0,1,1,3,1,5,20,1,5,0.589,male,,,,
41856,41856,0,2,6,0,0,0,0,0,5,1,1,1,1,1,2,1,2,11,0,4,0.51,female,,,,
41857,41857,0,3,3,0,0,1,1,0,3,3,2,0,1,4,3,1,4,7,1,5,0.255,male,,,,
41858,41858,1,2,6,0,0,0,1,0,2,4,2,0,1,2,4,1,4,9,1,7,0.66,male,,,,
41859,41859,0,2,2,0,0,0,1,1,4,3,2,1,1,1,2,1,5,29,1,6,0.733,male,,,,
41860,41860,0,4,2,0,0,0,1,0,5,1,1,0,1,2,4,0,1,10,0,4,0.25,female,,,,
41861,41861,0,1,1,1,1,0,1,0,1,2,0,1,1,2,1,1,5,5,1,10,0.224,male,,,,
41862,41862,0,2,3,0,0,0,0,0,1,2,0,1,1,4,3,1,3,20,0,5,0.702,female,,,,
41863,41863,0,3,3,0,0,0,1,0,2,1,0,1,1,3,4,1,2,23,0,8,0.467,female,,,,
41864,41864,0,2,1,0,0,0,1,0,1,2,0,1,1,2,1,0,1,6,0,7,0.24,female,,,,
41865,41865,0,2,1,0,0,1,0,1,2,1,2,0,0,3,3,1,4,21,1,6,0.233,male,,,,
41866,41866,0,3,7,1,0,0,0,0,0,2,0,1,1,3,1,1,2,13,0,8,0.463,female,,,,
41867,41867,0,4,2,0,0,0,0,0,1,5,2,0,0,2,4,1,1,24,0,3,0.524,female,,,,
41868,41868,0,2,7,0,0,0,1,0,2,5,1,1,0,4,2,1,5,26,1,4,0.281,male,,,,
41869,41869,0,2,4,1,0,0,1,0,5,2,2,0,1,2,4,1,1,33,0,7,0.57,female,,,,
41870,41870,0,1,5,0,0,1,1,0,0,1,2,0,1,1,3,1,5,15,1,7,0.5,male,,,,
41871,41871,0,1,3,0,0,0,1,0,3,4,0,0,0,4,1,1,2,19,0,4,0.994,female,,,,
41872,41872,0,1,5,0,1,0,1,0,2,2,1,1,0,3,4,1,4,1,1,8,0.2,male,,,,
41873,41873,0,4,6,1,0,0,1,1,4,1,1,0,1,1,2,1,3,27,1,5,0.842,male,,,,
41874,41874,0,2,2,0,0,0,1,0,3,3,0,0,1,4,1,1,3,19,1,5,0.539,male,,,,
41875,41875,0,1,6,0,0,0,0,0,4,3,0,0,1,3,4,1,3,24,1,6,0.872,male,,,,
41876,41876,0,3,2,0,0,0,1,0,3,5,0,1,1,3,3,1,3,20,0,7,0.337,female,,,,
41877,41877,0,4,6,0,0,0,1,0,3,4,0,1,0,4,3,0,1,22,1,3,0.538,male,,,,
41878,41878,0,3,3,1,1,1,0,0,1,3,0,1,1,4,3,0,4,20,0,7,0.111,female,,,,
41879,41879,0,4,7,0,1,0,1,0,4,0,0,1,1,3,1,0,5,10,0,7,0.107,female,,,,
41880,41880,0,1,6,1,1,0,1,0,3,3,0,1,1,1,1,0,5,24,0,7,0.66,female,,,,
41881,41881,1,1,2,0,0,0,0,0,1,0,0,1,1,4,2,0,3,22,1,6,0.233,male,,,,
41882,41882,0,4,2,0,0,1,1,0,3,2,0,1,1,2,2,1,5,5,1,7,0.206,male,,,,
41883,41883,1,2,3,0,1,0,0,1,0,1,1,1,1,3,4,1,5,30,0,10,0.193,female,,,,
41884,41884,0,3,4,0,1,0,1,0,1,5,1,1,1,3,4,1,1,4,0,8,0.59,female,,,,
41885,41885,0,3,7,0,1,0,1,0,1,1,2,1,1,4,3,1,2,29,0,6,0.51,female,,,,
41886,41886,0,3,1,0,0,1,0,0,3,0,2,0,1,2,4,1,1,9,0,8,0.729,female,,,,
41887,41887,0,1,5,1,1,0,0,1,2,0,2,0,0,4,1,1,4,11,0,7,0.339,female,,,,
41888,41888,0,1,7,0,0,0,1,0,2,2,2,0,0,2,1,1,4,25,1,4,0.411,male,,,,
41889,41889,0,2,2,0,0,0,1,0,1,4,0,1,1,4,1,1,2,12,0,6,0.903,female,,,,
41890,41890,0,4,4,0,0,0,1,0,4,5,2,0,1,4,4,1,1,17,0,4,0.973,female,,,,
41891,41891,0,1,3,0,1,1,1,0,5,0,0,0,0,2,4,1,3,16,1,9,0.408,male,,,,
41892,41892,0,3,2,0,0,0,1,0,3,4,1,1,1,3,3,1,3,17,1,6,0.288,male,,,,
41893,41893,0,3,4,0,1,0,1,0,3,0,2,1,0,4,3,1,1,11,0,6,0.165,female,,,,
41894,41894,0,1,6,0,0,0,1,0,2,3,0,0,1,2,3,0,3,25,1,5,0.17,male,,,,
41895,41895,0,3,7,0,0,0,1,0,4,3,2,0,1,4,2,1,4,3,1,4,0.244,male,,,,
41896,41896,0,1,2,0,0,0,1,0,2,1,2,0,1,1,4,1,3,27,0,5,0.177,female,,,,
41897,41897,0,4,7,0,0,0,1,0,1,3,0,0,1,1,3,1,5,4,1,4,0.365,male,,,,
41898,41898,0,2,3,0,0,0,0,0,1,3,2,1,1,2,4,1,1,12,0,6,0.45,female,,,,
41899,41899,0,3,6,0,0,0,1,0,4,0,2,1,0,2,3,1,3,30,1,6,0.867,male,,,,
41900,41900,0,2,1,0,1,0,1,0,0,0,1,0,1,3,2,1,1,4,0,9,0.911,female,,,,
41901,41901,0,4,1,1,0,0,0,0,5,5,0,1,0,4,4,1,5,8,0,6,0.736,female,,,,
41902,41902,0,3,2,0,1,0,0,1,3,3,1,1,0,1,3,1,3,18,0,5,0.33,female,,,,
41903,41903,0,2,7,0,0,1,1,0,2,0,2,0,1,2,4,0,1,3,1,7,0.491,male,,,,
41904,41904,0,2,3,0,0,0,1,0,2,2,1,1,0,2,3,1,1,5,0,5,0.691,female,,,,
41905,41905,0,3,4,0,1,0,1,0,2,0,1,1,1,1,4,0,2,6,0,7,0.759,female,,,,
41906,41906,0,1,7,0,0,0,1,0,5,2,1,0,1,2,1,1,4,31,0,5,0.489,female,,,,
41907,41907,1,1,1,0,0,0,1,0,5,5,0,1,1,3,4,0,4,24,0,9,0.574,female,,,,
41908,41908,0,3,2,0,0,0,0,0,3,5,1,0,1,1,2,1,1,2,0,3,0.369,female,,,,
41909,41909,1,4,7,0,0,0,1,0,1,5,2,1,1,3,3,1,4,24,1,6,0.611,male,,,,
41910,41910,0,3,5,0,0,1,1,0,1,5,1,0,1,2,3,0,4,18,0,6,0.614,female,,,,
41911,41911,0,4,5,0,0,0,1,0,4,5,1,1,1,3,3,0,2,13,0,5,0.774,female,,,,
41912,41912,0,1,4,0,1,0,1,0,3,2,0,1,1,2,4,0,2,27,0,8,0.457,female,,,,
41913,41913,0,1,3,0,0,0,1,0,1,1,1,1,1,1,2,1,1,26,0,5,0.205,female,,,,
41914,41914,0,1,6,0,0,0,1,1,4,0,2,0,1,3,4,1,5,1,1,8,0.923,male,,,,
41915,41915,0,4,5,1,0,1,0,0,0,1,1,0,1,2,2,1,2,12,1,7,0.97,male,,,,
41916,41916,0,4,1,0,1,0,0,0,3,1,1,1,1,2,4,0,5,18,0,6,0.102,female,,,,
41917,41917,1,4,1,0,0,0,1,0,0,5,2,1,1,4,2,1,4,8,0,7,0.56,female,,,,
41918,41918,0,3,5,1,0,0,1,0,5,1,1,0,1,3,3,1,1,26,0,7,0.717,female,,,,
41919,41919,1,4,2,1,0,0,0,0,2,0,1,1,1,1,4,1,2,22,0,7,0.895,female,,,,
41920,41920,0,4,3,0,0,0,0,0,2,1,1,1,1,3,1,0,1,22,0,3,0.682,female,,,,
41921,41921,0,4,1,0,0,0,1,0,0,3,0,1,1,3,3,0,5,15,0,7,0.887,female,,,,
41922,41922,0,1,2,0,0,0,1,1,0,2,0,1,0,1,3,1,3,13,0,7,0.373,female,,,,
41923,41923,1,4,7,1,0,0,1,0,5,0,2,0,0,3,4,1,4,5,0,7,0.889,female,,,,
41924,41924,0,4,6,0,1,0,1,0,5,1,2,0,1,4,3,1,2,7,1,4,0.949,male,,,,
41925,41925,0,1,5,1,0,0,1,0,2,0,2,1,0,3,3,1,5,29,1,8,0.276,male,,,,
41926,41926,0,2,5,0,0,0,0,0,0,3,2,1,1,1,1,1,1,30,0,6,0.325,female,,,,
41927,41927,0,2,6,0,0,0,1,1,3,2,2,1,1,4,2,1,5,18,0,6,0.31,female,,,,
41928,41928,1,3,2,1,0,0,1,0,1,4,1,1,0,3,4,1,2,17,0,8,0.905,female,,,,
41929,41929,0,3,7,0,0,0,1,0,1,5,0,1,1,4,3,1,3,33,1,6,0.693,male,,,,
41930,41930,0,3,6,0,0,0,1,0,0,3,1,0,0,3,1,1,1,22,1,5,0.07,male,,,,
41931,41931,0,3,1,0,0,0,1,0,0,3,0,0,1,1,4,1,3,18,0,8,0.594,female,,,,
41932,41932,0,4,1,0,0,0,1,0,3,5,0,1,0,3,1,1,5,22,0,6,0.368,female,,,,
41933,41933,0,4,7,0,0,0,1,0,2,2,2,1,1,4,3,1,5,30,0,4,0.484,female,,,,
41934,41934,1,3,3,0,0,0,0,0,0,5,2,1,1,2,1,1,4,23,0,7,0.411,female,,,,
41935,41935,1,1,1,0,0,0,1,0,3,1,2,0,1,1,4,1,3,29,1,7,0.206,male,,,,
41936,41936,0,1,6,0,1,0,0,0,3,4,2,1,1,2,3,1,5,6,0,6,0.897,female,,,,
