,orphan,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,mother's_occupation,father's_occupation,mother's_qualification,father's_qualification,family_annual_income,debt,mental_issues,results_in_previous_year_type,status_in_previous_year,dropout_student,age_group,district,gender,lable (y),prince_o,gender_data,district_data,age,social_catagory,school_wise_data
36057,1,3,7,1,0,0,1,1,3,3,1,1,1,2,4,0,3,21,1,9,0.14,male,,8-11 year,,
36058,0,3,7,0,0,0,0,1,1,1,1,1,0,3,2,1,5,7,0,5,0.588,female,,14-18 year,,
36059,0,1,5,0,0,0,1,0,4,5,2,1,1,2,1,1,3,29,0,7,0.152,female,,8-11 year,,
36060,0,1,5,0,0,0,1,0,1,2,1,0,1,2,2,1,5,19,0,6,0.375,female,,14-18 year,,
36061,1,2,3,0,0,0,0,0,0,0,2,1,1,1,1,1,4,18,1,7,0.378,male,,11-14 year,,
36062,0,1,2,0,0,0,1,0,2,0,0,0,1,2,4,1,1,1,1,8,0.213,male,,3-6 year,,
36063,0,4,4,0,0,0,1,1,0,2,2,0,1,1,2,1,4,33,0,5,0.45,female,,11-14 year,,
36064,1,3,1,1,0,0,0,0,2,3,2,1,1,2,2,0,3,26,0,7,0.715,female,,8-11 year,,
36065,0,3,5,0,0,1,1,0,1,1,2,0,0,2,1,1,2,5,0,6,0.692,female,,6-8 year,,
36066,0,2,2,1,0,0,1,0,3,4,0,1,1,1,3,1,2,16,1,7,0.197,male,,6-8 year,,
36067,0,2,6,0,1,0,1,0,2,2,0,0,1,2,4,1,4,24,1,8,0.108,male,,11-14 year,,
36068,1,4,3,0,0,0,0,0,0,0,2,1,1,1,3,1,1,15,0,6,0.149,female,,3-6 year,,
36069,0,4,3,0,0,0,1,0,1,1,0,0,1,1,3,1,5,11,1,4,0.273,male,,14-18 year,,
36070,0,3,4,0,1,0,1,0,1,1,2,1,0,2,1,1,4,29,0,6,0.809,female,,11-14 year,,
36071,0,2,7,1,0,0,1,0,2,3,0,1,1,3,2,1,4,26,0,8,0.279,female,,11-14 year,,
36072,0,1,7,0,0,1,1,1,4,4,1,0,1,2,3,1,2,29,0,7,0.408,female,,6-8 year,,
36073,0,4,7,0,0,0,1,0,2,3,0,1,1,4,2,1,4,28,0,5,0.237,female,,11-14 year,,
36074,0,4,6,0,0,0,1,0,0,5,1,1,1,4,2,1,3,12,0,5,0.257,female,,8-11 year,,
36075,1,1,1,0,0,0,0,0,4,5,2,0,1,3,1,0,2,23,1,5,0.671,male,,6-8 year,,
36076,0,4,6,0,0,0,1,0,4,1,1,0,0,2,2,0,2,23,1,2,0.882,male,,6-8 year,,
36077,0,4,6,1,1,0,1,0,4,1,0,0,1,4,1,1,5,5,0,6,0.04,female,,14-18 year,,
36078,0,1,2,0,1,0,1,1,3,2,2,1,0,3,4,1,3,17,1,8,0.3,male,,8-11 year,,
36079,0,4,2,0,0,0,1,0,5,2,2,1,1,4,2,1,1,17,1,4,0.91,male,,3-6 year,,
36080,0,4,3,0,0,0,1,0,4,5,0,0,0,2,2,1,2,16,1,4,0.934,male,,6-8 year,,
36081,1,3,1,0,1,0,1,0,2,5,0,0,0,4,4,1,5,27,1,8,0.412,male,,14-18 year,,
36082,0,3,3,0,1,0,1,0,1,1,2,1,0,2,4,1,4,4,1,7,0.811,male,,11-14 year,,
36083,0,1,4,0,1,0,0,0,0,1,2,0,1,2,4,1,2,32,1,7,0.285,male,,6-8 year,,
36084,0,3,5,0,1,0,0,0,3,3,0,1,1,1,2,1,1,7,0,7,0.849,female,,3-6 year,,
36085,0,4,7,0,1,0,1,0,2,4,2,0,1,3,3,1,5,10,1,5,0.668,male,,14-18 year,,
36086,1,3,1,0,1,1,0,0,2,4,2,1,1,1,1,1,2,15,1,8,0.131,male,,6-8 year,,
36087,0,3,1,0,0,0,1,0,2,5,1,0,0,2,3,1,1,26,0,5,0.473,female,,3-6 year,,
36088,1,1,7,0,0,0,1,0,2,0,1,1,0,4,4,1,3,31,1,7,0.408,male,,8-11 year,,
36089,0,2,4,0,1,0,1,0,3,3,2,0,1,4,2,0,4,2,1,4,0.719,male,,11-14 year,,
36090,0,1,1,0,0,0,1,1,4,1,0,0,1,2,4,1,1,9,1,9,0.4,male,,3-6 year,,
36091,0,3,7,0,0,0,1,0,3,3,2,0,1,2,3,1,5,8,1,5,0.327,male,,14-18 year,,
36092,0,2,7,0,0,1,1,0,2,5,2,1,1,3,1,1,1,30,0,7,0.761,female,,3-6 year,,
36093,0,4,3,0,0,1,1,0,2,0,1,1,0,3,3,1,5,26,1,6,0.49,male,,14-18 year,,
36094,1,1,2,0,0,0,0,1,2,5,2,0,1,2,1,1,2,19,1,6,0.823,male,,6-8 year,,
36095,0,1,5,0,0,0,1,0,5,5,1,0,0,1,1,1,3,10,1,4,0.907,male,,8-11 year,,
36096,0,4,7,1,1,1,0,0,1,2,0,0,1,4,3,1,2,30,1,6,0.32,male,,6-8 year,,
36097,1,3,1,0,0,0,0,0,2,2,1,1,1,3,3,0,3,1,1,6,0.565,male,,8-11 year,,
36098,1,1,3,0,1,1,0,0,5,1,0,0,1,4,4,1,4,5,1,8,0.479,male,,11-14 year,,
36099,1,2,7,0,0,0,1,0,0,0,0,0,1,1,4,0,5,23,0,8,0.504,female,,14-18 year,,
36100,1,1,5,1,1,0,1,0,0,5,1,0,0,1,2,1,5,7,1,8,0.914,male,,14-18 year,,
36101,0,1,7,0,0,0,1,0,4,5,2,0,1,4,3,1,4,22,0,4,0.543,female,,11-14 year,,
36102,0,2,3,0,0,0,1,0,0,4,2,1,1,4,4,1,4,26,1,7,0.72,male,,11-14 year,,
36103,0,2,5,0,0,0,0,0,0,0,2,0,1,2,2,0,4,23,1,6,0.43,male,,11-14 year,,
36104,1,2,5,1,0,0,0,0,2,5,1,1,0,3,2,1,3,10,0,7,0.735,female,,8-11 year,,
36105,1,4,6,1,0,0,1,0,2,0,2,1,1,2,1,1,1,30,0,8,0.593,female,,3-6 year,,
36106,0,1,4,1,0,0,1,0,0,0,1,0,1,2,1,1,3,33,0,8,0.281,female,,8-11 year,,
36107,1,3,2,0,0,0,1,0,3,2,1,0,1,2,1,1,1,26,1,6,0.802,male,,3-6 year,,
36108,0,3,1,0,1,0,1,0,5,0,0,0,1,3,3,1,5,7,1,9,0.716,male,,14-18 year,,
36109,1,4,4,0,0,0,0,0,1,4,1,0,1,1,4,1,3,19,0,4,0.552,female,,8-11 year,,
36110,0,4,4,0,0,0,1,0,0,2,1,0,1,2,1,0,2,4,1,4,0.19,male,,6-8 year,,
36111,0,4,5,0,0,0,1,0,0,3,0,0,1,3,3,1,1,15,1,7,0.886,male,,3-6 year,,
36112,0,2,5,0,0,1,0,0,2,0,0,0,1,2,3,1,5,9,1,8,0.752,male,,14-18 year,,
36113,0,1,3,0,1,0,1,0,3,3,2,1,1,1,4,0,1,4,0,6,0.391,female,,3-6 year,,
36114,0,4,6,0,0,0,0,0,2,5,0,1,1,3,2,1,5,14,0,5,0.35,female,,14-18 year,,
36115,0,1,2,1,0,0,1,1,0,0,0,0,1,3,4,1,5,12,1,11,0.956,male,,14-18 year,,
36116,0,1,4,0,1,0,0,0,1,0,2,0,1,1,1,1,5,5,1,5,0.316,male,,14-18 year,,
36117,0,3,7,0,0,0,1,0,5,4,0,0,1,2,1,1,2,7,0,6,0.473,female,,6-8 year,,
36118,0,1,3,0,0,0,1,0,0,4,0,1,1,1,4,1,1,15,0,8,0.771,female,,3-6 year,,
36119,0,2,4,1,0,0,1,1,4,0,0,1,1,1,4,1,2,33,0,10,0.672,female,,6-8 year,,
36120,0,2,7,1,1,1,0,0,0,2,2,1,1,4,2,0,4,1,0,7,0.573,female,,11-14 year,,
36121,0,2,4,0,1,1,1,1,4,0,1,0,1,3,2,1,2,32,1,9,0.407,male,,6-8 year,,
36122,1,4,2,0,0,1,1,1,2,1,1,1,1,1,4,1,2,16,1,8,0.898,male,,6-8 year,,
36123,0,4,5,0,0,0,0,0,3,2,1,0,1,3,1,1,1,29,0,4,0.765,female,,3-6 year,,
36124,0,3,4,0,0,0,1,1,1,0,0,1,1,4,1,0,5,21,0,7,0.901,female,,14-18 year,,
36125,0,2,1,0,0,0,1,0,2,1,0,1,1,3,1,1,3,13,0,8,0.956,female,,8-11 year,,
36126,1,3,2,0,0,0,1,0,1,0,0,0,1,3,1,1,2,2,1,8,0.304,male,,6-8 year,,
36127,0,1,7,0,0,0,1,0,4,5,2,0,1,3,1,1,5,33,0,5,0.995,female,,14-18 year,,
36128,0,2,6,0,0,0,1,0,4,0,2,1,1,3,1,1,5,8,1,7,0.44,male,,14-18 year,,
36129,0,3,7,0,0,0,0,0,3,4,0,0,1,2,4,1,2,26,1,6,0.517,male,,6-8 year,,
36130,0,1,3,0,0,1,1,1,5,2,0,0,1,3,2,1,2,26,0,8,0.87,female,,6-8 year,,
36131,0,2,5,0,0,0,1,0,5,0,1,0,1,2,1,1,5,9,1,7,0.587,male,,14-18 year,,
36132,0,3,3,0,0,1,1,0,5,5,1,1,1,4,1,1,2,27,0,6,0.513,female,,6-8 year,,
36133,0,4,1,1,1,0,1,0,3,1,1,1,1,2,1,1,4,16,0,8,0.21,female,,11-14 year,,
36134,0,3,3,0,0,0,1,0,0,2,2,1,1,2,1,1,3,32,0,7,0.773,female,,8-11 year,,
36135,1,1,3,1,1,0,1,0,2,1,1,0,1,1,3,0,2,14,0,6,0.47,female,,6-8 year,,
36136,0,2,5,0,1,0,1,0,1,2,0,0,0,1,4,1,4,9,1,7,0.386,male,,11-14 year,,
36137,0,3,7,0,1,1,1,0,3,1,2,1,1,2,2,1,5,32,1,8,0.72,male,,14-18 year,,
36138,0,4,2,1,1,0,0,0,5,2,1,1,1,1,4,1,4,12,1,6,0.52,male,,11-14 year,,
36139,0,1,5,0,0,0,1,0,3,1,1,1,1,2,2,0,5,9,0,6,0.499,female,,14-18 year,,
36140,0,2,1,0,0,0,1,0,4,2,2,0,0,2,3,0,4,2,1,4,0.845,male,,11-14 year,,
36141,0,1,3,0,0,0,0,0,5,1,1,1,1,4,1,1,4,5,1,4,0.455,male,,11-14 year,,
36142,1,4,5,0,0,0,1,0,3,4,2,1,0,3,3,1,4,24,0,6,0.625,female,,11-14 year,,
36143,1,3,3,1,0,0,1,0,4,2,0,1,1,3,3,0,2,19,0,8,0.966,female,,6-8 year,,
36144,0,2,6,0,1,0,0,0,0,1,2,0,1,3,3,1,1,21,1,6,0.857,male,,3-6 year,,
36145,0,4,5,0,0,0,1,0,5,4,2,0,0,2,2,1,1,19,0,4,0.661,female,,3-6 year,,
36146,0,2,6,0,0,0,1,0,4,2,0,1,0,4,4,1,5,21,0,6,0.457,female,,14-18 year,,
36147,0,2,4,0,1,0,0,1,3,1,0,1,1,3,1,1,3,7,0,8,0.239,female,,8-11 year,,
36148,0,3,4,0,1,1,0,0,1,0,0,1,1,3,2,1,4,22,1,9,0.505,male,,11-14 year,,
36149,0,1,6,0,0,0,1,1,1,0,1,1,0,1,2,1,1,8,0,6,0.777,female,,3-6 year,,
36150,0,1,4,1,0,0,1,0,2,4,0,1,1,3,2,1,2,20,1,8,0.584,male,,6-8 year,,
36151,0,3,2,0,0,0,1,0,0,1,0,0,1,2,4,1,4,16,1,8,0.717,male,,11-14 year,,
36152,0,1,1,0,0,0,1,0,5,4,1,1,0,4,4,1,4,18,1,6,0.891,male,,11-14 year,,
36153,0,3,5,0,0,1,0,0,4,2,2,0,1,1,4,1,4,9,0,6,0.34,female,,11-14 year,,
36154,0,3,4,0,0,0,0,0,1,0,0,0,0,3,4,0,1,16,0,5,0.428,female,,3-6 year,,
36155,0,1,7,0,0,0,0,0,1,2,1,0,1,1,2,1,4,7,0,3,0.332,female,,11-14 year,,
36156,0,2,6,0,0,0,1,0,3,1,0,1,1,1,3,0,5,16,0,5,0.401,female,,14-18 year,,
36157,0,2,4,0,0,0,1,0,5,2,0,0,1,1,4,1,1,6,1,6,0.506,male,,3-6 year,,
36158,0,2,5,0,0,0,0,1,3,2,2,0,1,4,1,1,3,26,0,5,0.567,female,,8-11 year,,
36159,1,3,6,0,0,0,0,0,5,4,1,0,1,3,4,1,1,7,0,6,0.683,female,,3-6 year,,
36160,1,3,4,0,0,0,0,1,2,4,1,0,1,1,2,1,2,6,0,5,0.342,female,,6-8 year,,
36161,0,2,6,1,0,0,1,0,1,2,2,1,1,1,1,1,1,14,0,6,0.914,female,,3-6 year,,
36162,0,3,6,0,0,1,0,0,2,3,0,0,1,2,2,1,5,14,0,6,0.546,female,,14-18 year,,
36163,0,3,1,0,0,0,1,0,1,0,2,0,1,1,2,0,4,27,1,5,0.59,male,,11-14 year,,
36164,0,1,1,0,0,0,1,0,5,3,2,0,0,2,3,1,4,26,1,5,0.549,male,,11-14 year,,
36165,0,4,5,0,0,1,1,0,5,1,0,1,0,2,4,1,1,9,0,8,0.81,female,,3-6 year,,
36166,0,3,5,0,1,0,0,0,3,1,2,1,1,1,1,0,2,5,1,5,0.776,male,,6-8 year,,
36167,0,4,1,0,0,0,1,0,5,1,1,1,1,1,1,1,1,15,0,5,0.871,female,,3-6 year,,
36168,0,3,2,0,0,0,1,0,1,3,1,1,1,4,1,1,4,29,1,5,0.777,male,,11-14 year,,
36169,0,2,4,0,1,0,1,0,4,3,2,0,0,3,1,1,2,26,1,5,0.422,male,,6-8 year,,
36170,0,4,2,0,0,0,1,1,1,5,1,0,1,4,4,1,5,18,0,5,0.683,female,,14-18 year,,
36171,0,4,4,1,0,1,1,0,0,0,2,1,1,2,2,1,2,23,0,9,0.31,female,,6-8 year,,
36172,0,1,6,0,1,0,0,0,0,5,1,1,1,1,1,1,4,21,1,6,0.433,male,,11-14 year,,
36173,0,4,2,0,0,1,1,0,5,1,1,1,1,2,4,1,5,4,1,7,0.153,male,,14-18 year,,
36174,1,2,1,0,0,0,1,0,3,1,2,0,0,2,3,1,2,19,0,6,0.611,female,,6-8 year,,
36175,1,3,1,1,1,1,1,0,5,1,0,0,1,1,4,0,4,19,0,10,0.711,female,,11-14 year,,
36176,0,2,5,0,0,1,1,1,5,0,1,1,1,4,2,1,4,23,0,9,0.593,female,,11-14 year,,
36177,0,3,2,0,0,0,1,0,1,5,0,0,1,3,2,0,2,21,0,5,0.958,female,,6-8 year,,
36178,0,3,4,0,1,0,1,0,4,3,2,0,1,1,1,1,5,30,0,5,0.157,female,,14-18 year,,
36179,0,1,4,0,0,0,1,0,2,0,1,0,1,3,1,1,4,29,0,6,0.3,female,,11-14 year,,
36180,0,1,4,0,0,0,1,0,1,2,1,1,1,2,2,0,5,15,1,5,0.435,male,,14-18 year,,
36181,0,4,4,1,0,0,0,0,3,2,0,0,1,2,4,0,4,13,1,5,0.245,male,,11-14 year,,
36182,0,4,6,1,0,0,0,0,4,4,1,0,0,2,4,0,1,1,1,3,0.442,male,,3-6 year,,
36183,0,1,3,1,1,0,1,0,0,0,0,1,1,4,2,1,1,18,0,10,0.3,female,,3-6 year,,
36184,0,4,2,1,0,1,1,0,5,4,1,0,1,4,3,1,4,24,0,5,0.917,female,,11-14 year,,
36185,0,2,1,1,0,0,1,0,2,3,2,0,1,1,4,1,5,32,0,7,0.396,female,,14-18 year,,
36186,0,1,5,0,1,0,0,0,1,5,1,1,1,1,3,1,1,7,1,6,0.02,male,,3-6 year,,
36187,1,2,5,1,0,0,1,0,4,3,0,1,1,3,4,0,1,21,0,10,0.382,female,,3-6 year,,
36188,0,2,3,0,0,0,1,0,2,3,0,1,1,4,3,0,5,8,1,5,0.872,male,,14-18 year,,
36189,0,3,4,1,1,0,1,0,2,5,1,1,0,1,4,0,1,8,1,6,0.377,male,,3-6 year,,
36190,0,1,7,0,0,1,1,0,4,0,1,1,1,2,3,1,3,29,1,8,0.852,male,,8-11 year,,
36191,0,2,2,0,0,0,0,0,4,5,2,0,1,4,3,1,3,20,0,3,0.513,female,,8-11 year,,
36192,1,2,7,1,0,0,1,0,2,4,2,1,1,4,2,1,3,14,1,7,0.137,male,,8-11 year,,
36193,0,2,4,0,0,0,1,0,0,1,0,0,1,2,1,1,2,13,0,7,0.405,female,,6-8 year,,
36194,0,1,5,1,0,0,1,0,2,3,2,0,1,1,1,1,4,28,1,6,0.293,male,,11-14 year,,
36195,1,1,2,1,0,1,1,0,1,2,1,0,1,4,4,1,3,7,0,8,0.251,female,,8-11 year,,
36196,0,3,7,1,1,0,1,0,0,1,1,1,1,3,2,1,5,33,1,9,0.59,male,,14-18 year,,
36197,0,1,3,0,1,0,1,1,1,4,1,1,1,1,2,1,2,25,0,7,0.789,female,,6-8 year,,
36198,1,4,3,0,0,0,1,1,4,0,0,0,0,4,3,1,1,23,0,6,0.547,female,,3-6 year,,
36199,0,4,7,0,1,0,1,0,4,5,2,0,1,1,1,1,3,14,1,4,0.905,male,,8-11 year,,
36200,0,1,2,0,0,0,1,0,4,0,2,1,1,1,4,0,4,22,0,6,0.47,female,,11-14 year,,
36201,0,4,2,0,0,0,0,0,3,4,1,0,0,3,2,1,3,17,0,2,0.32,female,,8-11 year,,
36202,0,1,1,1,0,0,1,0,5,1,2,0,1,2,1,1,3,26,1,7,0.224,male,,8-11 year,,
36203,0,1,4,1,0,1,0,0,0,3,2,1,0,4,3,1,4,8,0,6,0.642,female,,11-14 year,,
36204,0,2,2,0,0,0,1,0,2,3,0,0,1,3,4,1,2,15,0,7,0.77,female,,6-8 year,,
36205,0,2,3,0,0,0,0,0,5,2,1,0,1,3,4,1,3,23,0,5,0.238,female,,8-11 year,,
36206,1,3,4,1,0,0,0,1,4,4,0,1,0,4,2,0,4,17,1,6,0.75,male,,11-14 year,,
36207,0,1,4,0,0,0,1,0,3,5,2,1,1,1,3,1,2,7,0,5,0.214,female,,6-8 year,,
36208,0,1,2,1,0,0,1,0,1,5,1,0,1,2,3,1,3,30,1,6,0.37,male,,8-11 year,,
36209,0,2,7,0,0,0,1,0,0,4,0,1,1,3,3,1,2,15,0,8,0.912,female,,6-8 year,,
36210,0,3,6,0,0,0,1,1,4,3,1,1,1,2,3,1,4,26,0,7,0.955,female,,11-14 year,,
36211,0,1,1,0,1,0,0,0,2,4,0,0,0,2,1,1,3,16,0,6,0.72,female,,8-11 year,,
36212,0,3,3,0,0,0,0,0,4,5,2,1,1,2,4,1,2,23,0,6,0.681,female,,6-8 year,,
36213,0,4,6,0,1,0,1,0,4,5,0,0,1,3,1,1,3,23,0,6,0.162,female,,8-11 year,,
36214,0,2,2,0,1,1,1,1,3,5,1,0,1,2,2,0,1,13,1,7,0.9,male,,3-6 year,,
36215,0,3,2,0,0,0,1,0,0,2,2,0,1,1,1,1,2,27,1,5,0.598,male,,6-8 year,,
36216,0,3,1,0,0,0,0,0,4,2,1,0,0,1,2,1,2,22,1,3,0.86,male,,6-8 year,,
36217,0,3,2,1,0,0,1,0,3,3,0,0,1,4,1,1,1,6,1,6,0.859,male,,3-6 year,,
36218,0,2,7,0,1,0,1,0,3,1,1,1,1,1,1,1,2,20,1,6,0.515,male,,6-8 year,,
36219,0,1,3,1,0,0,1,0,5,1,0,1,1,1,4,0,4,12,1,7,0.384,male,,11-14 year,,
36220,0,2,5,1,1,0,1,0,5,3,1,1,1,3,1,1,4,4,1,9,0.244,male,,11-14 year,,
36221,1,4,4,0,0,0,1,0,0,5,1,1,0,3,2,1,3,1,1,6,0.338,male,,8-11 year,,
36222,0,3,7,0,0,0,1,0,4,5,2,1,1,1,1,0,1,1,1,4,0.632,male,,3-6 year,,
36223,0,2,7,0,0,1,1,0,3,3,1,1,0,2,4,0,5,2,1,6,0.764,male,,14-18 year,,
36224,0,3,2,0,1,0,0,0,3,0,0,0,1,3,1,1,3,17,1,7,0.468,male,,8-11 year,,
36225,0,1,3,0,0,0,1,0,1,1,1,1,1,2,1,1,1,5,1,6,0.237,male,,3-6 year,,
36226,0,2,4,0,0,0,0,0,3,2,0,1,0,4,3,1,2,9,1,4,0.849,male,,6-8 year,,
36227,1,3,7,0,0,0,1,0,5,1,2,1,1,4,4,1,4,6,0,7,0.12,female,,11-14 year,,
36228,1,4,2,0,0,0,1,1,0,3,1,1,1,1,2,1,4,24,0,7,0.961,female,,11-14 year,,
36229,0,2,4,0,0,1,1,0,0,0,1,0,1,4,1,0,5,5,1,6,0.553,male,,14-18 year,,
36230,0,4,3,1,1,1,0,0,0,2,0,1,1,3,4,1,2,25,1,10,0.691,male,,6-8 year,,
36231,0,1,5,0,0,0,0,0,2,1,0,0,1,1,2,0,2,33,0,4,0.217,female,,6-8 year,,
36232,0,4,3,1,0,0,1,0,3,5,1,0,1,4,1,0,5,28,1,3,0.896,male,,14-18 year,,
36233,0,3,6,0,0,0,1,0,2,0,0,1,1,3,4,1,1,25,0,9,0.32,female,,3-6 year,,
36234,0,3,6,0,0,0,0,0,1,3,2,0,0,3,1,1,4,18,0,3,0.7,female,,11-14 year,,
36235,1,4,7,0,0,0,1,0,2,2,1,0,0,3,3,1,2,18,1,4,0.998,male,,6-8 year,,
36236,0,3,2,0,1,0,0,0,5,0,2,1,1,2,3,1,1,16,0,7,0.999,female,,3-6 year,,
36237,0,2,3,0,0,1,1,0,3,0,1,1,1,4,1,1,4,6,0,7,0.621,female,,11-14 year,,
36238,0,2,4,0,0,1,1,1,5,2,2,0,1,3,4,1,5,20,1,8,0.36,male,,14-18 year,,
36239,0,4,6,1,0,0,1,0,4,2,1,0,1,4,1,0,1,8,0,3,0.901,female,,3-6 year,,
36240,1,2,3,0,1,0,1,0,2,2,0,1,0,2,2,1,5,4,0,8,0.606,female,,14-18 year,,
36241,0,3,1,0,1,0,1,0,3,2,1,0,1,4,1,1,4,18,0,6,0.826,female,,11-14 year,,
36242,0,3,1,1,0,0,1,0,5,4,0,0,1,4,3,1,5,28,0,7,0.659,female,,14-18 year,,
36243,0,3,2,0,0,0,1,0,3,2,0,0,0,3,1,1,1,21,1,5,0.465,male,,3-6 year,,
36244,0,1,4,0,1,0,1,0,1,5,0,0,0,1,4,1,5,23,1,6,0.964,male,,14-18 year,,
36245,0,4,6,0,0,0,1,0,1,5,2,1,1,4,2,1,5,29,0,4,0.356,female,,14-18 year,,
36246,0,2,4,0,0,1,0,0,1,3,0,1,1,3,4,1,1,14,0,8,0.137,female,,3-6 year,,
36247,0,2,5,0,1,0,0,0,0,0,2,0,1,1,2,1,3,9,0,7,0.332,female,,8-11 year,,
36248,0,3,5,0,0,0,0,0,2,4,1,1,1,2,2,1,2,13,1,6,0.346,male,,6-8 year,,
36249,0,3,2,0,0,0,1,0,1,3,2,0,1,2,2,1,4,31,1,5,0.774,male,,11-14 year,,
36250,0,3,1,0,0,0,0,0,2,2,2,0,0,2,4,1,5,15,0,5,0.776,female,,14-18 year,,
36251,0,1,4,0,0,0,1,0,5,0,1,1,1,3,4,0,4,12,1,7,0.131,male,,11-14 year,,
36252,0,2,1,0,1,0,1,0,4,3,1,0,1,2,1,1,1,29,0,7,0.568,female,,3-6 year,,
36253,1,4,1,0,0,0,1,0,1,0,2,0,1,2,1,1,3,26,1,7,0.834,male,,8-11 year,,
36254,0,4,5,0,1,1,1,0,5,1,0,1,0,4,3,1,1,6,1,7,0.333,male,,3-6 year,,
36255,0,1,4,0,1,0,1,0,1,1,0,0,0,4,3,1,3,22,1,5,0.556,male,,8-11 year,,
36256,0,3,7,0,0,0,0,0,4,5,1,1,1,2,4,1,3,12,0,6,0.744,female,,8-11 year,,
36257,0,2,4,0,0,1,0,0,4,2,1,1,1,4,3,1,1,10,1,5,0.01,male,,3-6 year,,
36258,0,2,1,0,0,0,0,0,5,5,2,1,1,1,1,1,5,10,0,5,0.26,female,,14-18 year,,
36259,0,3,7,0,0,0,0,1,1,3,2,0,0,1,4,1,1,19,0,4,0.774,female,,3-6 year,,
36260,0,1,6,0,0,1,0,0,1,5,1,1,1,1,3,1,2,17,1,5,0.62,male,,6-8 year,,
36261,0,2,6,0,0,0,0,0,1,1,0,0,0,2,4,0,2,27,0,4,0.978,female,,6-8 year,,
36262,1,4,6,0,0,0,1,0,4,0,0,1,0,2,4,1,4,19,1,8,0.933,male,,11-14 year,,
36263,0,4,7,0,0,1,0,0,4,4,0,1,1,1,3,1,2,1,1,5,0.8,male,,6-8 year,,
36264,1,1,5,0,1,0,1,0,0,2,2,0,1,1,1,1,2,33,1,8,0.165,male,,6-8 year,,
36265,0,3,7,0,0,0,1,0,0,1,2,0,1,3,2,1,2,5,0,6,0.469,female,,6-8 year,,
36266,1,2,2,0,0,0,1,0,5,0,2,1,1,4,3,1,4,23,1,7,0.75,male,,11-14 year,,
36267,0,4,2,0,0,1,1,0,4,4,2,1,1,1,3,1,1,21,0,5,0.939,female,,3-6 year,,
36268,0,3,3,0,0,0,1,0,5,4,1,1,1,3,3,1,2,26,0,6,0.338,female,,6-8 year,,
36269,0,3,2,0,0,0,1,0,5,2,2,1,1,1,1,0,3,30,0,4,0.743,female,,8-11 year,,
36270,0,1,5,1,0,0,1,0,1,0,1,1,0,4,1,0,5,1,1,6,0.353,male,,14-18 year,,
36271,0,2,4,0,0,0,1,0,5,1,2,0,1,1,2,1,4,9,1,4,0.554,male,,11-14 year,,
36272,1,4,4,0,0,0,1,0,5,4,0,1,1,3,3,1,2,14,0,7,0.607,female,,6-8 year,,
36273,0,1,3,0,1,0,1,0,3,5,2,1,1,3,2,1,4,20,1,7,0.767,male,,11-14 year,,
36274,0,4,5,0,0,0,1,0,1,3,0,0,0,3,1,1,5,13,0,5,0.768,female,,14-18 year,,
36275,0,2,2,0,0,0,1,0,5,4,0,0,1,4,1,1,4,5,1,5,0.81,male,,11-14 year,,
36276,0,4,2,0,1,0,0,0,0,5,2,0,1,1,4,1,1,10,0,5,0.462,female,,3-6 year,,
36277,0,3,7,0,0,0,0,0,5,5,0,1,1,2,1,1,5,14,1,6,0.64,male,,14-18 year,,
36278,0,2,6,1,0,1,1,1,3,5,1,0,1,4,4,1,3,30,1,8,0.805,male,,8-11 year,,
36279,0,3,2,1,0,0,0,0,0,2,2,0,1,2,4,1,3,11,1,7,0.703,male,,8-11 year,,
36280,0,1,6,1,0,0,1,0,2,0,0,0,1,2,2,1,5,13,0,8,0.1,female,,14-18 year,,
36281,1,2,5,0,0,0,1,0,4,4,1,0,1,3,4,1,4,6,0,8,0.97,female,,11-14 year,,
36282,0,2,1,0,0,1,1,0,0,0,0,0,1,4,3,1,3,14,1,9,0.515,male,,8-11 year,,
36283,0,4,5,1,0,0,1,0,5,0,2,1,1,4,4,0,3,15,1,7,0.138,male,,8-11 year,,
36284,1,3,5,1,0,1,1,0,2,2,1,0,1,4,2,0,1,15,0,7,0.82,female,,3-6 year,,
36285,0,1,4,1,1,0,1,0,0,1,2,0,1,3,4,1,1,14,0,9,0.945,female,,3-6 year,,
36286,0,1,5,1,0,0,0,0,0,1,0,0,1,1,3,1,1,31,0,7,0.375,female,,3-6 year,,
36287,1,2,6,0,1,0,1,0,2,4,0,0,1,3,4,1,2,30,1,9,0.27,male,,6-8 year,,
36288,1,4,3,0,0,1,0,0,5,2,1,1,1,1,1,1,3,21,1,5,0.83,male,,8-11 year,,
36289,0,3,1,1,0,1,1,0,3,5,2,1,1,4,4,1,2,17,1,9,0.397,male,,6-8 year,,
36290,1,3,2,0,0,0,0,0,3,3,2,0,1,1,4,0,1,25,1,4,0.785,male,,3-6 year,,
36291,0,4,6,0,0,0,1,0,5,4,2,0,1,2,1,1,1,22,1,4,0.242,male,,3-6 year,,
36292,0,2,1,1,0,1,0,0,3,2,0,1,0,1,1,1,2,30,0,7,0.331,female,,6-8 year,,
36293,1,4,3,1,0,0,1,0,5,1,1,1,0,2,2,0,5,8,1,5,0.251,male,,14-18 year,,
36294,1,1,3,0,0,0,1,0,4,4,1,0,0,4,1,1,1,29,1,4,0.145,male,,3-6 year,,
