,orphan,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,mother's_occupation,father's_occupation,mother's_qualification,father's_qualification,family_annual_income,debt,mental_issues,results_in_previous_year_type,status_in_previous_year,dropout_student,age_group,district,gender,label,dropout
41786,0,4,1,0,0,0,1,0,5,5,0,0,1,4,3,1,,,,,
41787,1,2,2,0,0,0,1,0,3,1,0,1,1,1,1,1,,,,,
41788,0,2,4,0,0,0,1,1,4,5,1,1,1,2,4,1,,,,,
41789,0,3,4,0,1,0,0,0,0,3,0,0,0,1,2,1,,,,,
41790,0,4,5,0,0,0,1,0,3,3,0,1,1,1,4,1,,,,,
41791,0,2,7,0,0,0,1,0,5,3,1,0,1,3,3,1,,,,,
41792,1,4,5,0,1,0,1,0,0,0,2,1,0,3,4,1,,,,,
41793,0,1,3,1,0,1,1,0,5,0,2,1,0,3,3,1,,,,,
41794,0,3,2,0,1,0,0,1,4,0,2,1,1,2,4,1,,,,,
41795,0,4,6,1,0,1,1,0,0,5,1,1,0,3,4,1,,,,,
41796,1,1,6,0,0,0,1,0,3,1,1,0,1,1,1,1,,,,,
41797,0,3,3,0,0,0,1,0,3,1,1,1,0,2,4,0,,,,,
41798,0,3,2,1,0,0,1,1,2,5,1,1,1,2,4,1,,,,,
41799,1,2,1,0,0,0,1,0,4,2,0,1,1,2,4,0,,,,,
41800,1,2,4,0,0,0,0,0,4,1,2,0,0,4,2,1,,,,,
41801,1,2,3,1,0,1,1,0,4,3,0,0,1,4,2,0,,,,,
41802,0,3,2,1,0,0,0,0,2,2,2,1,0,4,2,1,,,,,
41803,0,3,3,0,0,1,0,0,0,3,1,0,1,1,2,1,,,,,
41804,0,1,1,0,0,0,1,0,2,4,2,1,1,1,1,1,,,,,
41805,0,1,3,0,0,0,0,0,1,5,0,0,1,3,3,1,,,,,
41806,1,2,5,1,0,0,1,0,5,4,0,0,1,2,3,1,,,,,
41807,0,3,4,0,0,0,1,0,4,4,1,0,1,3,3,1,,,,,
41808,0,1,2,0,0,0,1,0,2,2,2,0,1,1,1,1,,,,,
41809,1,4,6,0,0,0,1,0,5,3,1,0,1,4,2,1,,,,,
41810,1,4,4,0,0,0,1,1,0,4,0,0,0,4,3,1,,,,,
41811,0,1,5,0,0,0,1,0,1,3,1,1,0,3,2,0,,,,,
41812,0,2,5,0,0,0,1,0,1,5,2,1,1,2,2,1,,,,,
41813,0,3,4,0,0,0,1,0,0,4,1,1,1,4,3,0,,,,,
41814,0,4,3,0,0,0,1,1,3,1,0,0,1,1,1,1,,,,,
41815,0,4,3,0,1,0,1,0,4,1,1,0,1,1,4,1,,,,,
41816,0,4,7,0,1,0,0,0,0,3,2,1,0,2,4,1,,,,,
41817,0,4,2,0,0,0,1,0,2,4,0,0,1,1,3,1,,,,,
41818,0,4,3,0,0,0,0,1,2,5,1,0,1,4,1,0,,,,,
41819,0,2,2,0,1,0,1,0,0,5,2,0,1,2,4,0,,,,,
41820,0,4,2,0,0,0,1,1,5,5,2,1,1,1,2,0,,,,,
41821,0,1,2,0,0,0,1,0,4,0,1,0,1,1,2,0,,,,,
41822,0,1,5,0,0,0,0,0,2,5,2,0,0,2,1,1,,,,,
41823,0,2,3,0,1,1,1,1,5,3,1,0,1,1,3,1,,,,,
41824,1,1,7,0,0,0,0,0,1,2,0,0,1,2,1,1,,,,,
41825,0,1,2,1,0,0,0,0,4,3,1,0,1,4,3,0,,,,,
41826,0,2,2,0,0,0,1,0,1,3,0,1,0,2,2,1,,,,,
41827,0,4,4,1,0,0,0,0,3,3,2,1,1,3,1,1,,,,,
41828,0,1,6,0,0,0,0,0,3,4,0,0,1,3,2,1,,,,,
41829,1,3,4,0,0,0,1,0,2,4,2,1,1,3,4,0,,,,,
41830,0,3,7,0,0,0,1,0,1,5,0,0,1,1,2,1,,,,,
41831,0,2,3,0,0,0,1,0,4,2,1,0,0,2,4,1,,,,,
41832,0,2,5,1,0,0,0,0,5,3,0,1,1,3,1,1,,,,,
41833,1,1,4,1,0,0,1,0,1,2,0,0,0,4,1,1,,,,,
41834,0,2,5,0,0,0,0,1,5,5,0,0,1,2,1,1,,,,,
41835,0,4,7,0,0,0,0,0,3,2,2,1,1,3,2,1,,,,,
41836,0,4,4,0,1,0,1,0,4,1,2,0,1,2,3,0,,,,,
41837,0,4,7,0,0,1,1,0,3,5,2,0,1,3,3,1,,,,,
41838,0,3,2,0,1,0,1,0,3,5,0,1,0,2,4,1,,,,,
41839,0,4,4,0,1,0,1,0,1,1,1,0,1,2,3,1,,,,,
41840,0,2,4,0,0,0,1,0,1,4,1,1,1,4,2,1,,,,,
41841,0,4,5,0,0,0,0,0,4,3,1,1,0,3,1,1,,,,,
41842,1,4,1,0,1,0,1,0,2,5,1,0,1,4,3,1,,,,,
41843,0,2,1,0,0,0,1,0,3,0,0,1,1,3,3,0,,,,,
41844,0,3,5,0,0,0,0,0,3,4,2,0,1,4,4,0,,,,,
41845,1,3,5,0,1,0,1,1,0,4,0,0,0,1,3,1,,,,,
41846,1,4,2,0,0,1,0,0,2,2,0,1,1,3,2,1,,,,,
41847,0,3,5,0,1,0,1,1,4,3,2,0,1,2,4,1,,,,,
41848,1,1,6,0,0,1,0,0,1,4,1,1,1,4,4,1,,,,,
41849,1,3,7,0,1,0,0,0,2,2,0,1,1,2,2,0,,,,,
41850,0,3,5,0,0,0,1,0,2,2,2,1,1,2,2,1,,,,,
41851,0,2,4,0,0,0,0,1,3,5,1,0,0,1,4,1,,,,,
41852,0,1,4,0,1,0,0,1,1,0,0,0,1,1,1,1,,,,,
41853,1,2,7,0,0,1,1,0,5,2,1,1,1,1,2,1,,,,,
41854,1,3,5,1,1,0,1,0,5,3,1,1,1,3,2,1,,,,,
41855,1,2,2,0,0,0,0,0,1,0,2,0,1,1,3,1,,,,,
41856,0,2,6,0,0,0,0,0,5,1,1,1,1,1,2,1,,,,,
41857,0,3,3,0,0,1,1,0,3,3,2,0,1,4,3,1,,,,,
41858,1,2,6,0,0,0,1,0,2,4,2,0,1,2,4,1,,,,,
41859,0,2,2,0,0,0,1,1,4,3,2,1,1,1,2,1,,,,,
41860,0,4,2,0,0,0,1,0,5,1,1,0,1,2,4,0,,,,,
41861,0,1,1,1,1,0,1,0,1,2,0,1,1,2,1,1,,,,,
41862,0,2,3,0,0,0,0,0,1,2,0,1,1,4,3,1,,,,,
41863,0,3,3,0,0,0,1,0,2,1,0,1,1,3,4,1,,,,,
41864,0,2,1,0,0,0,1,0,1,2,0,1,1,2,1,0,,,,,
41865,0,2,1,0,0,1,0,1,2,1,2,0,0,3,3,1,,,,,
41866,0,3,7,1,0,0,0,0,0,2,0,1,1,3,1,1,,,,,
41867,0,4,2,0,0,0,0,0,1,5,2,0,0,2,4,1,,,,,
41868,0,2,7,0,0,0,1,0,2,5,1,1,0,4,2,1,,,,,
41869,0,2,4,1,0,0,1,0,5,2,2,0,1,2,4,1,,,,,
41870,0,1,5,0,0,1,1,0,0,1,2,0,1,1,3,1,,,,,
41871,0,1,3,0,0,0,1,0,3,4,0,0,0,4,1,1,,,,,
41872,0,1,5,0,1,0,1,0,2,2,1,1,0,3,4,1,,,,,
41873,0,4,6,1,0,0,1,1,4,1,1,0,1,1,2,1,,,,,
41874,0,2,2,0,0,0,1,0,3,3,0,0,1,4,1,1,,,,,
41875,0,1,6,0,0,0,0,0,4,3,0,0,1,3,4,1,,,,,
41876,0,3,2,0,0,0,1,0,3,5,0,1,1,3,3,1,,,,,
41877,0,4,6,0,0,0,1,0,3,4,0,1,0,4,3,0,,,,,
41878,0,3,3,1,1,1,0,0,1,3,0,1,1,4,3,0,,,,,
41879,0,4,7,0,1,0,1,0,4,0,0,1,1,3,1,0,,,,,
41880,0,1,6,1,1,0,1,0,3,3,0,1,1,1,1,0,,,,,
41881,1,1,2,0,0,0,0,0,1,0,0,1,1,4,2,0,,,,,
41882,0,4,2,0,0,1,1,0,3,2,0,1,1,2,2,1,,,,,
41883,1,2,3,0,1,0,0,1,0,1,1,1,1,3,4,1,,,,,
41884,0,3,4,0,1,0,1,0,1,5,1,1,1,3,4,1,,,,,
41885,0,3,7,0,1,0,1,0,1,1,2,1,1,4,3,1,,,,,
41886,0,3,1,0,0,1,0,0,3,0,2,0,1,2,4,1,,,,,
41887,0,1,5,1,1,0,0,1,2,0,2,0,0,4,1,1,,,,,
41888,0,1,7,0,0,0,1,0,2,2,2,0,0,2,1,1,,,,,
41889,0,2,2,0,0,0,1,0,1,4,0,1,1,4,1,1,,,,,
41890,0,4,4,0,0,0,1,0,4,5,2,0,1,4,4,1,,,,,
41891,0,1,3,0,1,1,1,0,5,0,0,0,0,2,4,1,,,,,
41892,0,3,2,0,0,0,1,0,3,4,1,1,1,3,3,1,,,,,
41893,0,3,4,0,1,0,1,0,3,0,2,1,0,4,3,1,,,,,
41894,0,1,6,0,0,0,1,0,2,3,0,0,1,2,3,0,,,,,
41895,0,3,7,0,0,0,1,0,4,3,2,0,1,4,2,1,,,,,
41896,0,1,2,0,0,0,1,0,2,1,2,0,1,1,4,1,,,,,
41897,0,4,7,0,0,0,1,0,1,3,0,0,1,1,3,1,,,,,
41898,0,2,3,0,0,0,0,0,1,3,2,1,1,2,4,1,,,,,
41899,0,3,6,0,0,0,1,0,4,0,2,1,0,2,3,1,,,,,
41900,0,2,1,0,1,0,1,0,0,0,1,0,1,3,2,1,,,,,
41901,0,4,1,1,0,0,0,0,5,5,0,1,0,4,4,1,,,,,
41902,0,3,2,0,1,0,0,1,3,3,1,1,0,1,3,1,,,,,
41903,0,2,7,0,0,1,1,0,2,0,2,0,1,2,4,0,,,,,
41904,0,2,3,0,0,0,1,0,2,2,1,1,0,2,3,1,,,,,
41905,0,3,4,0,1,0,1,0,2,0,1,1,1,1,4,0,,,,,
41906,0,1,7,0,0,0,1,0,5,2,1,0,1,2,1,1,,,,,
41907,1,1,1,0,0,0,1,0,5,5,0,1,1,3,4,0,,,,,
41908,0,3,2,0,0,0,0,0,3,5,1,0,1,1,2,1,,,,,
41909,1,4,7,0,0,0,1,0,1,5,2,1,1,3,3,1,,,,,
41910,0,3,5,0,0,1,1,0,1,5,1,0,1,2,3,0,,,,,
41911,0,4,5,0,0,0,1,0,4,5,1,1,1,3,3,0,,,,,
41912,0,1,4,0,1,0,1,0,3,2,0,1,1,2,4,0,,,,,
41913,0,1,3,0,0,0,1,0,1,1,1,1,1,1,2,1,,,,,
41914,0,1,6,0,0,0,1,1,4,0,2,0,1,3,4,1,,,,,
41915,0,4,5,1,0,1,0,0,0,1,1,0,1,2,2,1,,,,,
41916,0,4,1,0,1,0,0,0,3,1,1,1,1,2,4,0,,,,,
41917,1,4,1,0,0,0,1,0,0,5,2,1,1,4,2,1,,,,,
41918,0,3,5,1,0,0,1,0,5,1,1,0,1,3,3,1,,,,,
41919,1,4,2,1,0,0,0,0,2,0,1,1,1,1,4,1,,,,,
41920,0,4,3,0,0,0,0,0,2,1,1,1,1,3,1,0,,,,,
41921,0,4,1,0,0,0,1,0,0,3,0,1,1,3,3,0,,,,,
41922,0,1,2,0,0,0,1,1,0,2,0,1,0,1,3,1,,,,,
41923,1,4,7,1,0,0,1,0,5,0,2,0,0,3,4,1,,,,,
41924,0,4,6,0,1,0,1,0,5,1,2,0,1,4,3,1,,,,,
41925,0,1,5,1,0,0,1,0,2,0,2,1,0,3,3,1,,,,,
41926,0,2,5,0,0,0,0,0,0,3,2,1,1,1,1,1,,,,,
41927,0,2,6,0,0,0,1,1,3,2,2,1,1,4,2,1,,,,,
41928,1,3,2,1,0,0,1,0,1,4,1,1,0,3,4,1,,,,,
41929,0,3,7,0,0,0,1,0,1,5,0,1,1,4,3,1,,,,,
41930,0,3,6,0,0,0,1,0,0,3,1,0,0,3,1,1,,,,,
41931,0,3,1,0,0,0,1,0,0,3,0,0,1,1,4,1,,,,,
41932,0,4,1,0,0,0,1,0,3,5,0,1,0,3,1,1,,,,,
41933,0,4,7,0,0,0,1,0,2,2,2,1,1,4,3,1,,,,,
41934,1,3,3,0,0,0,0,0,0,5,2,1,1,2,1,1,,,,,
41935,1,1,1,0,0,0,1,0,3,1,2,0,1,1,4,1,,,,,
41936,0,1,6,0,1,0,0,0,3,4,2,1,1,2,3,1,,,,,
41937,0,2,5,0,0,0,0,0,2,3,0,1,1,2,2,0,,,,,
41938,1,2,2,1,0,0,1,0,1,5,1,0,1,1,4,1,,,,,
41939,0,3,7,0,0,0,1,0,0,5,1,1,1,4,4,1,,,,,
41940,0,2,1,0,0,1,1,0,1,0,2,1,0,4,2,1,,,,,
41941,0,2,4,0,0,0,1,1,1,4,2,0,1,4,1,1,,,,,
41942,0,4,4,0,0,0,0,1,5,2,0,0,1,1,3,1,,,,,
41943,1,1,3,0,0,0,0,1,4,1,2,1,1,4,3,0,,,,,
41944,0,1,6,0,0,0,0,0,3,2,0,1,1,3,2,1,,,,,
41945,0,4,3,0,1,0,1,0,2,3,1,0,0,1,1,1,,,,,
41946,1,3,2,0,0,0,1,0,1,5,0,0,0,1,3,1,,,,,
41947,0,3,6,0,1,0,1,0,3,2,1,1,0,1,1,1,,,,,
41948,1,3,1,0,0,0,0,0,5,5,1,0,0,2,4,0,,,,,
41949,0,3,3,0,0,0,0,0,5,4,0,1,1,2,2,0,,,,,
41950,0,2,7,1,0,1,0,0,2,1,0,0,1,2,3,1,,,,,
41951,0,2,4,0,1,0,1,1,0,0,1,0,1,3,2,0,,,,,
41952,0,3,1,0,0,0,0,0,3,5,1,0,0,3,2,1,,,,,
41953,0,4,4,0,1,1,1,0,0,0,1,1,1,2,1,1,,,,,
41954,0,3,7,0,0,0,0,1,1,0,0,1,1,2,4,1,,,,,
41955,1,3,5,0,0,0,1,0,4,3,0,0,1,2,3,1,,,,,
41956,0,3,7,0,0,0,1,0,4,3,0,1,1,1,1,0,,,,,
41957,1,3,5,1,1,0,1,0,5,1,1,1,1,1,4,1,,,,,
41958,0,3,1,0,1,0,1,0,3,2,1,1,1,2,3,1,,,,,
41959,1,4,6,0,0,1,0,0,1,1,1,1,0,1,4,1,,,,,
41960,0,3,3,0,0,1,1,0,2,4,2,0,0,3,3,0,,,,,
41961,0,4,2,1,0,0,1,0,3,3,2,1,1,3,2,1,,,,,
41962,0,2,3,0,0,0,0,0,3,3,0,0,1,3,2,1,,,,,
41963,1,3,6,1,0,0,1,0,3,4,2,0,1,2,1,0,,,,,
41964,0,4,3,1,1,0,1,0,0,1,0,0,1,1,2,1,,,,,
41965,0,2,3,0,0,0,1,0,5,0,0,0,0,2,1,1,,,,,
41966,0,4,7,1,0,0,1,0,5,5,2,0,1,4,4,1,,,,,
41967,0,2,6,0,1,0,1,0,2,4,0,0,1,3,1,1,,,,,
41968,0,2,5,0,0,0,0,1,2,2,0,0,0,2,2,1,,,,,
41969,0,3,7,0,0,0,1,0,5,2,0,0,1,1,4,1,,,,,
41970,0,4,1,1,0,0,0,0,0,3,0,1,1,4,4,0,,,,,
41971,0,2,5,0,0,0,0,1,1,1,1,0,1,2,2,0,,,,,
41972,1,1,3,0,1,0,0,0,4,5,2,0,1,3,1,1,,,,,
41973,1,4,2,0,0,0,1,0,2,5,2,1,1,3,3,1,,,,,
41974,0,2,6,0,0,0,1,0,0,4,2,1,1,2,4,0,,,,,
41975,1,3,1,0,0,0,1,0,2,2,1,1,1,4,3,1,,,,,
41976,0,4,5,1,0,0,1,0,1,3,1,0,1,2,2,1,,,,,
41977,0,1,3,0,0,0,1,0,1,3,0,0,0,4,3,1,,,,,
41978,0,1,1,0,0,0,1,0,0,3,2,0,1,4,2,0,,,,,
41979,1,2,3,0,0,1,1,0,3,0,2,1,1,1,2,1,,,,,
41980,0,3,5,1,0,0,1,0,3,0,1,0,1,3,2,0,,,,,
41981,0,4,1,0,1,0,1,0,3,0,0,1,0,4,1,1,,,,,
41982,0,3,5,1,0,0,1,0,5,2,2,0,1,3,2,1,,,,,
41983,0,3,4,0,0,0,1,0,4,0,2,1,0,3,3,1,,,,,
41984,0,1,2,0,0,0,1,0,4,4,0,0,1,2,2,1,,,,,
41985,0,3,3,1,0,0,1,0,3,4,2,0,1,4,3,1,,,,,
41986,0,3,5,0,0,0,0,0,5,1,2,1,1,2,1,1,,,,,
41987,0,2,3,0,0,0,0,0,0,4,1,0,0,4,3,1,,,,,
41988,1,4,7,0,0,0,1,0,1,1,0,1,1,1,1,1,,,,,
41989,0,4,3,1,0,0,1,0,0,4,1,0,0,2,3,1,,,,,
41990,0,1,4,0,0,0,0,0,5,4,0,1,1,1,3,1,,,,,
41991,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,1,,,,,
41992,1,2,4,0,1,0,1,0,0,5,2,1,1,1,4,1,,,,,
41993,0,4,3,0,0,0,1,1,2,2,0,0,1,1,3,1,,,,,
41994,1,3,5,0,0,0,1,0,4,0,0,0,0,1,3,1,,,,,
41995,0,4,2,0,0,0,1,0,4,2,2,1,1,3,1,1,,,,,
41996,1,4,4,0,0,0,1,0,3,4,0,0,1,4,3,1,,,,,
41997,0,2,6,0,0,1,1,0,2,1,1,1,0,1,2,1,,,,,
41998,0,2,2,0,0,0,0,0,3,1,1,0,1,2,1,1,,,,,
41999,0,2,4,0,0,0,0,0,1,1,1,0,1,4,3,1,,,,,
42000,0,4,5,0,1,1,1,0,5,5,0,1,0,2,3,1,,,,,
42001,1,2,1,0,0,1,1,1,2,5,1,1,1,1,2,1,,,,,
42002,0,4,6,0,0,0,1,0,3,5,0,0,0,2,1,1,,,,,
42003,0,3,2,0,0,0,1,0,5,5,0,0,1,2,3,1,,,,,
42004,1,3,3,1,1,0,0,0,5,1,2,1,0,2,3,0,,,,,
42005,0,4,3,0,1,0,1,0,1,0,2,0,1,2,2,1,,,,,
42006,0,1,2,1,0,1,1,0,0,4,1,0,1,4,3,0,,,,,
42007,0,1,1,0,0,0,1,0,1,1,2,1,1,2,3,1,,,,,
42008,0,3,3,0,0,1,1,0,1,2,1,0,0,2,3,0,,,,,
42009,0,4,4,0,0,0,1,1,0,4,0,0,1,3,2,1,,,,,
42010,0,4,1,1,0,0,1,0,4,3,1,0,0,4,4,0,,,,,
42011,0,1,2,0,1,1,1,1,2,1,1,0,1,3,3,0,,,,,
42012,0,1,5,0,0,0,1,0,5,0,0,0,1,3,2,1,,,,,
42013,0,3,4,0,0,0,1,0,1,2,1,1,1,2,2,1,,,,,
42014,0,2,6,0,0,0,1,1,2,3,0,1,1,3,1,0,,,,,
42015,0,2,2,1,0,1,1,0,0,3,0,1,0,2,4,1,,,,,
42016,1,4,7,0,0,0,0,0,2,1,2,1,1,2,1,1,,,,,
42017,1,2,6,0,0,0,1,0,5,3,2,1,1,2,1,1,,,,,
42018,0,1,5,0,0,0,0,0,3,5,1,0,1,4,3,1,,,,,
42019,0,4,2,0,0,0,1,0,0,2,1,1,1,2,1,1,,,,,
42020,0,1,1,0,0,0,0,0,0,0,0,1,1,3,4,1,,,,,
42021,1,1,2,0,0,0,1,0,4,0,0,1,1,1,2,0,,,,,
42022,1,4,6,0,0,0,1,0,5,4,0,0,1,1,3,1,,,,,
42023,0,1,6,0,0,0,0,0,4,5,2,0,1,2,2,1,,,,,
42024,0,4,1,0,0,0,1,1,0,5,1,1,1,4,4,1,,,,,
42025,0,4,7,0,0,0,1,0,5,4,2,1,1,2,1,1,,,,,
42026,0,2,6,0,0,0,0,0,3,0,0,1,1,2,4,0,,,,,
42027,0,2,7,0,0,0,0,0,1,0,2,0,1,3,4,1,,,,,
42028,0,4,7,0,1,0,1,1,1,5,0,0,1,2,2,1,,,,,
42029,0,3,4,0,0,0,0,0,2,4,2,0,1,2,1,1,,,,,
42030,0,1,6,1,0,0,1,0,4,5,0,1,0,2,2,1,,,,,
42031,0,4,6,0,0,0,1,0,5,0,0,1,1,2,3,1,,,,,
42032,0,3,1,0,0,0,0,1,0,1,1,0,0,4,1,1,,,,,
42033,1,3,7,1,0,0,0,0,2,0,1,1,1,1,2,1,,,,,
42034,0,2,3,0,0,0,0,1,3,2,1,1,1,3,4,0,,,,,
42035,1,1,3,0,1,0,1,0,4,2,2,0,0,4,4,1,,,,,
42036,1,1,4,0,0,0,0,0,2,3,2,0,1,4,1,0,,,,,
42037,0,3,6,0,0,0,1,0,2,1,2,0,0,2,3,1,,,,,
42038,0,2,1,0,0,1,0,0,2,5,2,1,1,1,1,1,,,,,
42039,0,3,1,0,0,0,1,0,0,1,1,0,1,4,3,1,,,,,
42040,0,4,7,1,1,0,1,0,0,1,2,0,1,2,4,1,,,,,
42041,0,3,4,0,0,0,1,0,3,3,0,0,0,2,3,0,,,,,
42042,0,1,1,0,0,0,1,0,0,3,0,1,1,2,3,1,,,,,
42043,0,3,3,0,1,1,1,0,4,2,2,0,0,2,3,1,,,,,
42044,0,4,1,0,0,0,1,0,2,5,1,1,1,2,3,1,,,,,
42045,0,3,4,0,0,0,0,0,3,5,0,1,1,4,4,1,,,,,
42046,0,2,3,0,0,0,1,0,2,3,2,1,1,4,3,1,,,,,
42047,0,2,6,1,1,0,1,0,2,0,0,0,0,1,2,1,,,,,
42048,0,3,7,0,0,0,1,1,1,0,1,0,0,1,4,1,,,,,
42049,0,4,2,0,1,0,1,0,0,5,0,1,0,2,4,1,,,,,
42050,0,1,5,0,1,0,1,0,3,2,2,0,0,1,2,1,,,,,
42051,0,2,5,0,0,1,1,0,0,5,2,1,1,3,4,1,,,,,
42052,1,4,5,0,1,0,1,0,4,3,2,1,1,1,1,1,,,,,
42053,0,3,4,1,0,0,0,0,1,4,2,1,1,4,3,0,,,,,
42054,1,1,4,0,0,1,0,0,2,4,2,1,1,1,1,1,,,,,
42055,0,4,1,1,0,0,0,1,4,2,2,1,1,3,2,1,,,,,
42056,0,1,2,0,1,0,1,0,3,3,2,1,1,4,3,1,,,,,
42057,0,1,3,0,0,0,0,0,5,2,0,1,1,4,3,1,,,,,
42058,0,2,3,1,1,1,1,1,3,0,1,0,1,2,1,1,,,,,
42059,0,4,7,1,0,0,0,0,5,4,2,0,0,4,1,1,,,,,
42060,0,3,7,0,0,1,1,0,2,1,2,0,1,3,3,1,,,,,
42061,1,1,6,0,0,1,1,1,2,2,0,0,1,3,4,1,,,,,
42062,0,2,6,0,0,0,0,0,5,2,2,0,1,3,2,0,,,,,
42063,0,4,3,0,0,0,1,0,1,2,1,0,1,4,1,0,,,,,
42064,0,4,7,1,0,0,0,0,3,0,0,1,1,2,1,0,,,,,
42065,0,4,2,0,0,1,0,0,3,5,0,0,1,2,3,1,,,,,
42066,0,3,7,0,0,0,1,0,3,2,2,0,1,1,3,1,,,,,
42067,0,2,1,0,0,0,1,0,1,2,1,0,0,2,4,0,,,,,
42068,0,1,4,0,0,0,1,0,0,2,0,1,0,4,3,1,,,,,
42069,0,2,2,0,0,0,1,1,5,1,2,0,0,2,1,1,,,,,
42070,0,3,4,0,0,0,1,0,2,1,2,0,0,1,1,1,,,,,
42071,0,2,6,0,0,0,1,1,3,5,2,0,0,3,3,1,,,,,
42072,1,4,4,0,1,0,1,0,1,4,1,0,1,4,3,1,,,,,
42073,0,4,6,0,0,0,1,0,0,5,2,1,1,3,1,1,,,,,
42074,0,2,4,0,0,0,1,0,0,5,1,1,1,3,4,1,,,,,
42075,0,3,6,0,1,0,1,0,0,1,1,0,1,4,3,0,,,,,
42076,1,2,3,0,0,0,1,0,5,4,0,0,1,3,2,0,,,,,
42077,0,2,1,0,0,0,1,0,1,5,0,1,0,2,3,1,,,,,
42078,0,4,7,0,0,0,1,0,3,5,1,1,1,3,1,1,,,,,
42079,1,3,5,0,0,0,0,0,1,0,2,1,0,4,2,1,,,,,
42080,1,1,6,1,0,1,0,0,5,4,1,1,1,1,3,1,,,,,
42081,0,1,7,1,1,0,1,0,4,1,2,0,0,3,3,1,,,,,
42082,1,2,5,0,0,1,0,0,5,4,2,0,1,4,3,1,,,,,
42083,0,1,6,0,0,0,1,0,1,4,0,0,1,4,1,1,,,,,
42084,0,1,3,1,0,1,0,0,2,3,0,0,1,1,4,1,,,,,
42085,1,1,4,0,0,0,1,0,5,1,2,1,0,2,4,1,,,,,
42086,0,4,5,0,0,0,0,1,1,0,2,0,1,2,3,1,,,,,
42087,0,4,6,0,0,0,1,0,3,5,1,1,0,3,3,1,,,,,
42088,0,1,2,0,0,0,1,0,0,3,0,0,1,3,2,1,,,,,
42089,0,2,3,0,0,0,1,0,1,0,2,0,1,1,1,1,,,,,
42090,0,1,2,0,0,0,1,0,0,4,1,1,0,1,2,1,,,,,
42091,0,2,2,0,0,0,1,1,3,3,2,0,1,4,1,1,,,,,
42092,0,4,2,0,0,0,1,0,4,0,1,1,1,2,4,1,,,,,
42093,1,2,1,1,0,0,0,0,4,4,1,1,0,3,1,0,,,,,
42094,0,3,7,0,0,0,1,0,4,0,2,1,1,3,2,1,,,,,
42095,0,4,3,0,0,1,0,0,3,1,0,1,1,4,1,1,,,,,
42096,0,4,1,0,0,0,1,0,3,5,0,1,1,4,1,1,,,,,
42097,0,4,4,0,0,1,1,0,4,4,1,1,1,3,1,1,,,,,
42098,0,3,3,0,0,0,1,0,1,5,0,1,1,4,1,1,,,,,
42099,0,3,7,1,0,0,0,0,5,1,2,0,1,2,2,1,,,,,
42100,0,4,6,0,1,0,1,0,0,5,2,0,0,1,4,1,,,,,
42101,0,1,1,0,0,0,1,0,0,0,2,1,1,3,3,1,,,,,
42102,1,1,7,0,0,1,0,0,4,1,0,0,1,2,2,0,,,,,
42103,1,2,6,0,0,0,1,0,5,0,0,0,1,1,2,1,,,,,
42104,1,2,3,0,1,0,0,0,1,4,1,1,1,4,1,1,,,,,
42105,0,3,1,1,0,0,1,0,2,0,0,0,1,2,3,1,,,,,
42106,0,1,7,0,0,0,1,0,2,1,2,0,1,2,2,1,,,,,
42107,0,1,1,0,0,1,1,0,5,0,2,0,1,3,1,1,,,,,
42108,0,2,6,0,0,0,0,0,1,3,0,1,1,4,2,0,,,,,
42109,0,3,7,0,0,0,1,1,3,3,2,0,1,2,1,1,,,,,
42110,0,1,4,0,0,0,1,0,4,3,1,1,1,1,1,1,,,,,
42111,0,1,6,1,0,0,0,0,2,4,1,1,1,2,1,1,,,,,
42112,0,4,7,0,0,0,1,0,4,4,0,0,1,2,1,1,,,,,
42113,1,2,1,0,1,0,0,0,5,2,2,1,0,3,3,1,,,,,
42114,1,3,5,1,0,0,1,1,4,0,1,0,0,1,2,1,,,,,
42115,0,3,1,0,0,1,1,0,3,4,2,0,1,3,4,1,,,,,
42116,1,3,2,0,0,0,0,0,3,1,0,1,1,2,1,1,,,,,
42117,1,3,5,0,0,0,0,0,1,4,1,0,1,3,1,1,,,,,
42118,0,4,4,0,0,0,1,0,2,0,2,0,1,2,1,1,,,,,
42119,0,1,1,0,0,1,1,0,0,4,0,1,1,4,1,1,,,,,
42120,0,2,6,0,0,1,1,0,1,1,0,1,1,1,2,1,,,,,
42121,1,3,7,0,0,0,1,0,1,5,1,1,1,3,4,1,,,,,
42122,0,2,3,0,0,1,1,0,0,5,2,0,1,1,2,0,,,,,
42123,0,4,1,0,0,0,0,0,4,5,0,0,1,1,3,1,,,,,
42124,0,2,1,1,0,0,1,0,5,5,0,1,1,1,1,1,,,,,
42125,1,2,6,1,0,0,1,0,4,3,0,0,0,1,2,1,,,,,
42126,0,1,1,0,1,1,0,0,5,0,1,1,1,4,3,1,,,,,
42127,0,1,4,0,0,0,0,0,4,0,2,1,1,1,4,1,,,,,
42128,0,2,6,0,1,1,0,0,3,1,0,1,0,2,2,1,,,,,
42129,0,4,7,0,0,0,0,0,1,3,0,1,1,2,3,1,,,,,
42130,1,1,4,0,0,0,1,0,5,0,1,1,1,4,1,0,,,,,
42131,0,2,2,0,0,1,1,0,1,5,1,1,1,3,1,1,,,,,
