,Unnamed: 0,orphan,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,mother's_occupation,father's_occupation,mother's_qualification,father's_qualification,family_annual_income,debt,mental_issues,results_in_previous_year_type,status_in_previous_year,dropout_student,age_group,district,gender,label,dropout
38053,38053,0,1,4,0,1,0,0,0,5,4,2,1,1,4,4,1,2,30,0,6.0,0.375
38054,38054,0,3,1,0,0,0,1,0,3,3,2,0,1,3,4,0,2,19,0,6.0,0.375
38055,38055,0,4,7,1,0,0,1,0,2,3,2,0,1,2,1,1,3,32,0,5.0,0.3125
38056,38056,0,1,5,0,0,0,1,0,4,2,2,0,1,3,2,1,2,13,1,6.0,0.375
38057,38057,0,1,2,0,1,0,1,0,3,4,2,1,1,1,3,0,4,20,1,5.0,0.3125
38058,38058,1,1,1,1,1,1,1,0,3,0,1,0,0,4,4,1,5,29,1,10.0,0.625
38059,38059,0,3,4,0,0,0,0,0,1,1,0,1,1,4,2,0,4,29,0,4.0,0.25
38060,38060,0,4,2,0,0,1,1,0,2,4,2,1,1,2,3,1,2,17,1,6.0,0.375
38061,38061,0,1,4,1,0,0,1,0,1,2,1,1,1,2,2,1,5,27,1,7.0,0.4375
38062,38062,0,1,4,1,0,0,0,0,2,0,2,1,0,3,3,1,4,11,1,6.0,0.375
38063,38063,0,1,7,0,0,0,0,1,1,2,2,1,1,3,3,1,2,13,0,6.0,0.375
38064,38064,0,3,6,0,0,0,1,0,0,4,0,1,1,4,2,0,1,18,1,6.0,0.375
38065,38065,0,2,2,1,0,0,1,0,5,0,1,1,1,1,3,1,1,11,1,7.0,0.4375
38066,38066,0,1,3,0,0,0,1,0,5,3,2,0,1,4,4,1,2,13,1,5.0,0.3125
38067,38067,1,2,2,0,0,1,1,1,2,4,1,1,1,3,4,1,5,5,0,10.0,0.625
38068,38068,1,2,7,1,1,1,1,0,2,3,1,0,1,2,2,1,2,6,1,9.0,0.5625
38069,38069,0,3,4,0,0,0,0,0,3,1,2,0,1,1,2,1,3,11,0,3.0,0.1875
38070,38070,0,2,4,0,0,0,1,0,1,1,1,1,1,4,1,1,5,14,0,5.0,0.3125
38071,38071,0,3,1,0,0,0,1,1,1,1,0,0,1,4,4,1,4,22,1,8.0,0.5
38072,38072,0,4,5,0,0,0,1,0,1,4,0,0,1,2,3,1,5,15,0,6.0,0.375
38073,38073,0,3,1,0,1,1,1,0,3,5,0,1,0,2,3,1,4,16,1,9.0,0.5625
38074,38074,1,1,7,0,0,0,1,1,3,0,0,0,1,4,3,1,3,17,0,8.0,0.5
38075,38075,0,3,3,0,1,0,1,0,4,2,2,1,1,1,2,1,3,24,0,6.0,0.375
38076,38076,0,2,5,0,1,1,1,0,4,2,0,1,0,4,3,1,5,1,0,8.0,0.5
38077,38077,0,1,2,0,0,1,1,0,3,1,0,1,1,4,3,1,3,28,0,7.0,0.4375
38078,38078,0,1,7,0,1,0,0,0,5,4,1,1,1,2,4,0,5,5,1,6.0,0.375
38079,38079,0,4,1,0,0,1,0,0,5,4,0,1,0,3,1,0,4,12,0,5.0,0.3125
38080,38080,0,3,1,0,0,1,1,1,1,0,2,1,1,4,1,1,3,9,0,9.0,0.5625
38081,38081,0,1,1,1,0,1,1,1,4,5,2,0,0,3,3,1,1,10,1,8.0,0.5
38082,38082,0,3,6,0,0,1,1,0,0,0,2,0,1,2,2,0,5,2,0,7.0,0.4375
38083,38083,0,1,7,1,0,1,1,0,3,0,0,1,0,3,3,0,1,30,0,8.0,0.5
38084,38084,0,1,2,0,1,0,1,0,1,2,1,1,0,4,4,0,5,12,0,5.0,0.3125
38085,38085,0,1,3,0,1,0,1,0,4,3,0,1,0,2,3,1,1,6,1,7.0,0.4375
38086,38086,0,1,4,0,0,1,1,0,4,0,1,1,1,2,2,1,3,31,0,8.0,0.5
38087,38087,0,2,6,0,1,1,1,0,2,0,1,0,1,3,1,1,1,23,0,8.0,0.5
38088,38088,0,2,7,0,1,0,0,0,2,0,1,1,1,2,2,0,4,5,0,6.0,0.375
38089,38089,1,3,5,0,1,0,1,0,4,0,1,1,1,1,4,0,2,3,1,9.0,0.5625
38090,38090,0,2,4,0,0,0,1,0,1,4,1,1,0,2,2,1,4,26,0,5.0,0.3125
38091,38091,1,2,5,0,0,0,1,0,0,5,1,1,1,3,1,1,2,26,0,9.0,0.5625
38092,38092,1,4,7,1,0,0,1,0,1,0,1,1,1,4,3,1,2,3,0,7.0,0.4375
38093,38093,0,3,7,0,0,0,1,0,0,1,0,1,1,2,1,1,1,14,1,8.0,0.5
38094,38094,1,3,2,0,0,0,1,0,5,0,0,0,0,3,4,1,2,32,1,8.0,0.5
38095,38095,0,4,2,1,0,0,0,0,5,0,2,0,0,3,3,1,3,25,1,4.0,0.25
38096,38096,0,2,1,0,0,0,0,0,1,0,0,1,1,4,2,1,1,19,1,7.0,0.4375
38097,38097,0,4,1,0,0,1,0,0,3,1,2,1,0,1,3,1,5,18,1,4.0,0.25
38098,38098,0,1,6,0,0,0,1,0,4,4,0,0,0,1,3,1,5,4,0,4.0,0.25
38099,38099,0,1,4,0,0,0,1,0,1,1,1,0,0,2,1,0,5,31,0,3.0,0.1875
38100,38100,0,1,3,0,0,0,0,0,1,5,1,1,0,2,4,1,4,5,0,5.0,0.3125
38101,38101,1,4,6,0,0,0,1,0,5,1,2,0,1,4,4,0,3,13,1,4.0,0.25
38102,38102,0,4,6,0,0,0,1,1,0,3,0,0,1,2,1,1,4,4,1,7.0,0.4375
38103,38103,0,4,7,1,0,0,1,0,0,4,1,1,1,4,2,1,1,9,0,6.0,0.375
38104,38104,1,1,2,1,0,1,0,0,1,0,0,1,1,1,1,1,5,13,0,9.0,0.5625
38105,38105,1,4,2,1,0,0,1,0,1,5,0,0,1,3,1,1,3,13,1,7.0,0.4375
38106,38106,1,1,7,0,0,1,1,0,2,0,2,1,1,4,1,1,4,12,1,8.0,0.5
38107,38107,0,1,7,0,1,0,1,0,3,1,1,0,1,1,4,1,1,7,0,6.0,0.375
38108,38108,0,1,6,0,1,0,1,0,1,5,0,1,1,2,3,1,1,28,1,8.0,0.5
38109,38109,0,1,3,1,1,1,0,1,4,4,1,1,0,1,1,1,2,29,1,7.0,0.4375
38110,38110,0,4,3,0,0,0,1,0,1,3,1,1,1,1,3,1,3,16,1,4.0,0.25
38111,38111,0,4,1,1,0,0,1,0,3,1,2,1,0,1,4,1,5,29,1,6.0,0.375
38112,38112,0,1,6,1,0,0,1,0,1,3,1,0,1,2,3,0,1,30,0,5.0,0.3125
38113,38113,0,4,6,0,0,0,1,0,3,5,0,0,0,2,1,1,5,7,0,4.0,0.25
38114,38114,0,3,2,0,1,0,1,0,5,1,2,1,1,1,3,1,3,27,1,6.0,0.375
38115,38115,0,3,6,0,0,0,1,0,4,1,0,1,1,1,1,1,4,18,0,6.0,0.375
38116,38116,0,2,4,0,0,0,1,0,4,2,1,0,0,2,1,1,4,32,0,4.0,0.25
38117,38117,0,1,7,0,0,0,1,0,2,5,1,1,1,1,1,1,1,19,0,5.0,0.3125
38118,38118,0,1,6,0,0,0,1,0,4,4,0,0,0,1,4,1,3,16,0,5.0,0.3125
38119,38119,0,2,6,0,0,0,1,0,3,4,1,1,0,1,4,0,5,18,1,4.0,0.25
38120,38120,0,3,3,0,0,0,0,0,2,5,1,1,1,4,4,0,3,17,0,4.0,0.25
38121,38121,1,4,6,0,1,1,0,0,1,5,0,0,0,4,1,0,5,26,0,4.0,0.25
38122,38122,0,4,1,0,0,0,0,0,1,3,2,0,0,4,2,1,5,26,0,2.0,0.125
38123,38123,0,2,1,0,0,0,1,0,5,3,1,1,0,4,4,1,3,32,0,6.0,0.375
38124,38124,0,1,2,0,0,0,1,1,0,0,0,1,1,3,4,1,1,33,1,11.0,0.6875
38125,38125,1,1,5,1,0,0,1,0,4,2,0,1,1,2,1,1,4,20,1,10.0,0.625
38126,38126,0,1,1,0,0,1,1,0,4,1,1,1,1,1,4,1,4,19,1,8.0,0.5
38127,38127,0,4,1,1,0,0,1,0,1,1,0,1,0,1,2,1,2,6,0,6.0,0.375
38128,38128,1,4,1,0,0,0,1,1,0,2,2,0,1,3,4,1,5,6,1,9.0,0.5625
38129,38129,1,4,5,0,0,0,1,0,3,5,1,1,1,4,1,1,4,10,0,6.0,0.375
38130,38130,0,1,4,0,1,0,1,0,4,1,0,1,1,4,3,1,2,18,1,7.0,0.4375
38131,38131,0,1,4,0,0,0,0,0,3,0,1,1,1,3,3,1,5,13,0,6.0,0.375
38132,38132,1,2,6,0,0,1,0,0,5,0,1,1,1,3,4,0,5,30,0,8.0,0.5
38133,38133,0,3,1,0,0,0,0,0,3,0,0,0,1,3,2,1,2,21,0,7.0,0.4375
38134,38134,0,3,4,0,0,0,1,0,1,4,2,0,1,1,3,1,5,27,0,4.0,0.25
38135,38135,0,3,4,0,0,0,0,0,0,1,1,1,1,4,2,1,3,10,1,5.0,0.3125
38136,38136,1,1,6,0,0,0,0,1,3,4,2,1,0,2,2,1,2,2,0,6.0,0.375
38137,38137,0,1,3,0,0,0,1,1,0,3,1,1,1,4,2,1,3,33,1,7.0,0.4375
38138,38138,0,4,1,1,1,0,1,0,5,5,1,0,1,2,2,1,5,15,0,7.0,0.4375
38139,38139,1,1,7,0,1,0,0,0,2,5,1,1,1,2,2,1,2,30,0,7.0,0.4375
38140,38140,0,1,2,0,0,1,0,0,2,3,1,0,0,2,4,1,5,28,0,5.0,0.3125
38141,38141,0,2,5,1,0,0,1,0,1,5,2,0,1,3,4,1,3,10,0,8.0,0.5
38142,38142,0,1,5,0,1,0,1,0,2,2,2,0,1,1,2,1,5,8,1,6.0,0.375
38143,38143,0,4,7,0,1,0,1,0,5,4,1,0,1,4,3,1,1,15,0,4.0,0.25
38144,38144,0,4,3,1,0,1,1,0,4,2,0,1,0,2,4,1,1,33,0,8.0,0.5
38145,38145,0,3,1,0,0,0,1,1,5,3,1,0,1,4,4,1,2,20,1,7.0,0.4375
38146,38146,0,4,4,0,0,1,1,0,4,5,0,0,1,2,4,1,1,13,0,7.0,0.4375
38147,38147,0,2,4,0,0,0,0,0,0,0,2,0,0,2,1,1,1,12,0,5.0,0.3125
38148,38148,0,3,5,1,0,0,1,0,2,4,0,1,1,4,4,0,1,32,0,8.0,0.5
38149,38149,0,3,4,0,0,0,1,0,4,5,0,0,1,1,4,0,2,31,1,5.0,0.3125
38150,38150,0,4,2,0,0,0,1,0,4,5,2,0,1,2,4,1,3,22,1,5.0,0.3125
38151,38151,0,2,7,0,1,0,1,0,3,1,2,0,1,1,1,1,4,10,1,5.0,0.3125
38152,38152,0,1,7,0,0,0,0,1,1,2,0,0,0,3,4,0,3,12,0,5.0,0.3125
38153,38153,0,2,7,0,0,0,1,0,1,2,0,0,1,1,1,1,4,12,1,5.0,0.3125
38154,38154,0,4,6,0,0,0,1,0,2,3,0,0,0,1,3,1,5,31,1,3.0,0.1875
38155,38155,0,1,6,0,0,0,0,0,5,5,1,0,1,3,2,1,4,3,1,4.0,0.25
38156,38156,0,1,7,0,0,0,1,0,3,5,1,1,1,2,3,1,1,6,0,6.0,0.375
38157,38157,0,4,1,0,0,0,1,0,3,1,1,1,1,1,1,1,4,16,0,5.0,0.3125
38158,38158,0,2,3,0,0,0,1,0,0,4,1,1,1,3,3,1,1,17,1,7.0,0.4375
38159,38159,0,1,1,0,1,0,0,0,1,2,1,1,1,1,4,1,3,7,0,7.0,0.4375
38160,38160,1,2,6,0,0,1,1,0,4,5,0,1,1,4,2,0,5,13,0,7.0,0.4375
38161,38161,0,1,4,0,0,0,1,1,4,0,0,0,1,3,4,1,1,2,1,9.0,0.5625
38162,38162,0,3,1,1,0,0,0,0,0,4,2,1,1,4,3,1,3,29,1,7.0,0.4375
38163,38163,0,3,7,0,0,0,1,0,1,1,2,1,1,1,2,1,2,23,1,5.0,0.3125
38164,38164,0,4,3,0,0,0,0,0,3,1,2,1,1,2,3,1,4,13,1,4.0,0.25
38165,38165,0,2,1,1,1,0,1,0,5,0,1,1,1,4,1,1,4,20,0,9.0,0.5625
38166,38166,1,3,7,0,1,0,1,0,3,4,1,1,1,4,4,1,4,1,1,8.0,0.5
38167,38167,0,1,1,0,0,0,0,0,5,0,0,1,1,4,3,1,5,2,0,7.0,0.4375
38168,38168,0,4,7,0,0,0,0,0,4,1,2,0,1,3,2,1,3,3,1,3.0,0.1875
38169,38169,0,3,3,0,0,1,0,0,5,2,1,0,1,1,4,0,2,10,0,4.0,0.25
38170,38170,0,4,3,0,0,1,1,0,3,2,2,1,0,3,4,1,1,10,0,6.0,0.375
38171,38171,1,2,1,1,1,0,0,0,0,0,2,1,0,1,4,0,1,26,1,9.0,0.5625
38172,38172,0,4,5,0,0,0,1,0,1,0,0,1,0,4,3,1,1,9,1,6.0,0.375
38173,38173,0,1,4,0,0,1,1,0,3,2,2,1,0,1,2,1,1,26,0,5.0,0.3125
38174,38174,0,4,5,0,1,0,1,1,5,0,1,0,1,2,1,0,5,30,0,7.0,0.4375
38175,38175,1,4,7,0,0,0,0,0,1,5,1,1,1,3,4,1,5,13,1,6.0,0.375
38176,38176,0,1,7,0,0,0,1,0,2,3,0,1,1,3,4,1,4,5,0,8.0,0.5
38177,38177,0,4,6,0,1,1,1,0,2,1,1,0,1,3,1,1,5,9,1,6.0,0.375
38178,38178,1,4,7,0,0,0,1,0,1,4,0,0,1,2,3,1,5,5,0,6.0,0.375
38179,38179,0,2,6,0,1,0,0,0,3,4,0,0,1,3,2,1,3,2,1,6.0,0.375
38180,38180,1,3,6,0,0,0,1,1,1,3,2,1,1,4,4,1,5,17,0,8.0,0.5
38181,38181,0,4,5,0,1,0,1,0,0,3,0,1,0,3,3,1,5,25,1,8.0,0.5
38182,38182,0,3,1,0,0,0,0,0,1,3,1,0,1,3,1,1,4,10,0,5.0,0.3125
38183,38183,1,1,6,0,0,0,1,1,4,4,2,0,1,4,3,1,5,31,1,6.0,0.375
38184,38184,0,3,2,0,0,0,1,0,1,4,2,0,1,3,3,0,5,14,1,4.0,0.25
38185,38185,0,4,6,0,0,0,0,1,2,3,2,1,0,1,4,1,5,18,0,4.0,0.25
38186,38186,0,2,5,0,0,0,1,0,4,5,2,1,1,2,2,0,5,13,0,6.0,0.375
38187,38187,0,2,1,0,0,0,1,0,5,5,0,1,1,4,1,0,5,33,1,6.0,0.375
38188,38188,0,3,6,0,0,0,1,0,3,3,0,0,0,3,2,1,5,22,0,5.0,0.3125
38189,38189,0,2,7,0,0,0,1,0,0,5,0,0,1,2,2,1,4,2,1,7.0,0.4375
38190,38190,1,4,4,0,0,0,1,0,1,1,2,1,1,4,3,1,4,19,1,5.0,0.3125
38191,38191,0,4,1,1,1,1,0,0,4,5,2,0,1,2,4,1,4,4,0,8.0,0.5
38192,38192,1,3,3,0,1,0,1,0,1,5,2,0,1,1,4,1,3,19,0,7.0,0.4375
38193,38193,0,3,7,1,0,0,1,0,4,2,1,1,1,1,2,0,1,10,0,5.0,0.3125
38194,38194,0,1,3,0,0,0,1,0,1,1,2,0,0,2,1,0,5,29,0,3.0,0.1875
38195,38195,0,1,4,1,0,0,1,0,1,2,1,0,0,1,2,1,5,17,0,4.0,0.25
38196,38196,0,3,6,0,1,0,1,0,3,5,1,1,1,2,4,1,1,15,0,8.0,0.5
38197,38197,0,4,2,0,0,0,1,0,5,2,1,1,1,4,3,1,5,9,1,4.0,0.25
38198,38198,0,3,1,1,0,0,1,1,0,2,1,1,1,4,3,0,3,31,0,8.0,0.5
38199,38199,0,4,7,0,0,1,1,0,0,5,1,1,0,4,2,1,4,27,0,5.0,0.3125
38200,38200,0,4,1,0,0,0,1,1,1,2,1,0,0,4,3,1,5,23,0,4.0,0.25
38201,38201,0,4,1,0,0,0,0,1,4,5,2,0,1,2,2,0,2,28,0,4.0,0.25
38202,38202,0,4,2,1,0,0,1,0,4,3,2,0,1,1,2,1,1,20,0,4.0,0.25
38203,38203,0,1,7,0,0,1,1,0,2,5,2,0,0,2,1,1,4,8,1,5.0,0.3125
38204,38204,0,1,2,0,0,1,1,0,0,2,2,1,1,1,1,0,5,4,1,6.0,0.375
38205,38205,0,3,4,0,0,0,1,0,0,0,0,1,0,1,2,1,5,2,0,7.0,0.4375
38206,38206,0,4,5,0,1,0,0,0,3,2,0,0,0,4,3,1,2,17,1,4.0,0.25
38207,38207,0,2,3,0,0,1,0,0,2,3,0,0,1,2,4,1,2,3,1,7.0,0.4375
38208,38208,0,3,6,0,0,0,1,1,1,3,1,1,1,2,4,0,2,32,1,7.0,0.4375
38209,38209,0,1,6,0,0,1,1,0,1,3,0,1,1,4,2,1,4,25,1,7.0,0.4375
38210,38210,0,1,6,0,0,0,1,0,5,1,0,1,1,2,4,1,1,12,1,8.0,0.5
38211,38211,0,4,2,1,0,0,1,0,0,0,0,1,1,2,2,1,2,11,1,9.0,0.5625
38212,38212,1,1,1,0,0,0,0,0,4,5,0,0,1,2,1,0,4,24,0,6.0,0.375
38213,38213,0,1,6,0,0,0,0,0,1,3,1,0,1,4,4,1,3,8,0,4.0,0.25
38214,38214,0,2,6,0,0,1,1,0,3,2,0,0,0,4,2,0,5,21,0,4.0,0.25
38215,38215,0,3,5,0,0,0,0,0,4,3,0,0,1,3,1,1,5,6,0,6.0,0.375
38216,38216,0,1,6,0,0,0,1,0,4,2,2,0,1,1,2,1,3,6,1,4.0,0.25
38217,38217,0,4,6,0,0,0,1,1,1,0,2,0,0,3,1,1,4,14,0,5.0,0.3125
38218,38218,0,4,2,0,1,0,1,0,0,2,2,1,1,4,2,1,5,10,0,6.0,0.375
38219,38219,0,4,2,0,0,0,0,0,2,1,1,1,1,3,4,1,2,30,0,5.0,0.3125
38220,38220,0,4,6,0,0,0,1,0,3,4,0,0,0,3,3,1,3,14,0,4.0,0.25
38221,38221,1,4,1,0,0,0,0,0,1,0,1,0,1,1,3,1,1,18,1,5.0,0.3125
38222,38222,0,3,4,0,0,1,1,0,3,1,0,0,1,3,4,1,3,19,1,8.0,0.5
38223,38223,0,2,1,0,0,1,1,0,5,3,1,1,1,2,1,1,1,6,0,8.0,0.5
38224,38224,0,4,5,0,1,0,0,0,5,2,1,0,1,3,2,1,1,3,0,5.0,0.3125
38225,38225,1,2,1,0,0,0,1,0,5,3,2,0,0,3,4,0,2,16,1,6.0,0.375
38226,38226,0,1,1,0,0,0,1,0,1,4,0,0,1,2,4,1,1,6,1,8.0,0.5
38227,38227,0,3,6,0,0,0,0,0,2,4,0,1,1,4,4,1,3,19,1,6.0,0.375
38228,38228,0,2,1,0,0,0,0,0,5,4,1,1,1,2,1,1,4,2,0,6.0,0.375
38229,38229,0,2,6,0,0,0,1,0,3,0,0,1,0,4,3,1,2,18,1,6.0,0.375
38230,38230,0,1,2,0,0,0,1,0,3,0,0,0,1,3,3,1,2,32,0,7.0,0.4375
38231,38231,0,4,6,0,0,0,1,0,2,3,0,1,1,3,2,1,5,15,1,6.0,0.375
38232,38232,1,3,5,0,0,1,1,0,4,5,1,1,1,1,2,0,1,9,1,7.0,0.4375
38233,38233,0,2,4,0,0,1,1,0,2,1,0,0,0,3,4,0,5,16,0,6.0,0.375
38234,38234,0,2,5,0,0,0,0,1,5,0,0,1,1,3,2,1,3,2,0,9.0,0.5625
38235,38235,0,4,4,1,0,0,0,1,1,0,2,0,0,3,2,0,3,31,0,4.0,0.25
38236,38236,0,2,2,0,0,0,0,0,0,3,1,1,1,2,4,1,5,14,1,7.0,0.4375
38237,38237,1,2,3,0,0,0,1,0,1,3,0,1,1,2,3,1,1,6,0,8.0,0.5
38238,38238,1,3,6,1,0,0,1,0,2,3,0,0,1,4,2,1,2,31,0,7.0,0.4375
38239,38239,0,1,4,1,0,0,1,0,1,3,2,1,1,1,2,0,3,32,1,5.0,0.3125
38240,38240,0,1,6,1,0,1,1,0,3,4,1,0,1,1,3,0,1,29,0,5.0,0.3125
38241,38241,0,1,6,0,0,0,1,0,4,1,1,0,1,3,1,1,3,29,1,5.0,0.3125
38242,38242,0,4,3,0,0,0,1,0,5,4,0,0,1,4,2,1,3,12,1,4.0,0.25
38243,38243,0,2,2,1,0,0,0,0,1,2,2,1,1,4,4,1,1,24,0,6.0,0.375
38244,38244,0,2,6,0,0,0,1,0,5,4,2,0,1,2,4,1,3,9,0,6.0,0.375
38245,38245,0,1,5,0,0,0,1,0,3,1,1,1,1,3,1,1,1,7,1,7.0,0.4375
38246,38246,0,1,5,0,0,0,1,0,0,3,2,0,0,3,2,1,1,10,1,6.0,0.375
38247,38247,1,2,4,0,0,0,1,0,0,1,2,0,1,3,2,1,1,30,1,7.0,0.4375
38248,38248,0,4,5,1,0,0,1,0,5,0,1,1,0,3,4,1,3,31,1,8.0,0.5
38249,38249,0,3,4,1,1,0,0,0,3,2,2,0,0,1,1,1,1,16,0,4.0,0.25
38250,38250,0,4,1,0,0,0,0,0,3,4,1,1,1,1,3,1,4,1,0,4.0,0.25
38251,38251,0,3,5,0,0,0,1,0,0,1,1,1,1,2,2,0,1,33,0,7.0,0.4375
38252,38252,0,4,4,0,0,0,1,0,5,4,0,0,0,3,1,0,4,10,1,3.0,0.1875
38253,38253,0,4,6,0,0,0,1,0,2,0,2,1,0,4,1,1,4,19,1,4.0,0.25
38254,38254,0,4,2,1,1,0,0,0,5,3,1,1,1,1,3,1,4,20,0,5.0,0.3125
38255,38255,0,3,4,0,0,0,0,0,3,4,0,0,1,4,2,1,5,21,0,4.0,0.25
38256,38256,0,1,1,0,0,1,1,0,5,1,0,1,0,1,1,1,1,2,0,7.0,0.4375
38257,38257,0,1,1,1,0,0,1,0,1,0,1,1,1,2,3,1,2,22,0,9.0,0.5625
38258,38258,0,2,6,0,0,0,1,0,1,4,0,0,0,3,1,0,5,21,0,4.0,0.25
38259,38259,1,4,1,0,0,1,0,0,1,2,0,1,0,4,4,1,1,3,0,7.0,0.4375
38260,38260,1,1,1,0,1,0,1,0,4,3,1,0,1,1,2,1,5,9,0,7.0,0.4375
38261,38261,0,1,3,1,0,1,1,1,0,0,1,0,1,3,4,1,1,5,1,11.0,0.6875
38262,38262,1,4,5,0,0,0,1,0,5,1,0,1,1,3,1,1,4,30,0,8.0,0.5
38263,38263,0,3,7,0,0,0,0,0,3,4,1,1,1,2,3,1,4,18,0,5.0,0.3125
38264,38264,0,4,4,0,1,0,1,0,5,3,2,1,1,1,4,0,4,22,1,5.0,0.3125
38265,38265,1,4,2,1,0,1,0,0,2,1,1,0,1,3,4,1,1,8,0,7.0,0.4375
38266,38266,0,2,1,0,0,0,1,0,4,0,0,1,1,1,4,0,1,7,1,8.0,0.5
38267,38267,0,4,1,0,1,0,0,0,5,4,1,0,1,3,1,1,5,26,0,5.0,0.3125
38268,38268,1,2,2,0,0,0,1,0,2,1,0,1,1,3,4,1,1,9,0,9.0,0.5625
38269,38269,0,1,1,0,1,1,0,0,5,3,2,0,1,1,1,1,2,23,0,6.0,0.375
38270,38270,0,2,1,1,1,0,1,0,1,1,1,0,1,2,2,1,5,7,1,8.0,0.5
38271,38271,0,3,1,0,1,1,1,0,2,3,2,1,1,2,4,1,3,33,0,10.0,0.625
38272,38272,0,2,7,0,0,0,0,0,0,3,2,0,1,2,3,1,1,11,0,5.0,0.3125
38273,38273,0,4,3,0,0,0,0,0,1,2,1,1,0,4,3,1,3,28,0,2.0,0.125
38274,38274,0,1,3,1,1,0,1,0,1,3,1,0,1,4,3,1,5,24,1,6.0,0.375
38275,38275,0,3,3,1,1,0,0,0,2,3,1,1,1,4,3,1,5,29,0,6.0,0.375
38276,38276,0,3,6,1,0,0,0,0,4,1,0,0,1,4,3,1,2,29,0,5.0,0.3125
38277,38277,0,1,1,0,0,1,0,0,0,0,0,1,0,1,3,0,2,20,1,7.0,0.4375
38278,38278,0,4,3,0,0,0,1,1,3,5,2,0,1,3,3,1,1,16,0,5.0,0.3125
38279,38279,0,2,3,0,1,0,1,0,2,0,0,0,1,3,1,1,2,6,0,8.0,0.5
38280,38280,1,4,6,0,0,0,0,0,3,0,2,0,1,2,1,1,2,16,0,5.0,0.3125
38281,38281,0,4,1,0,0,0,1,0,5,5,1,1,0,2,4,1,2,26,1,6.0,0.375
38282,38282,0,2,2,0,0,1,1,1,0,4,1,0,1,4,1,1,2,13,1,7.0,0.4375
38283,38283,0,1,6,0,0,0,1,0,0,3,1,0,1,1,4,1,5,22,1,6.0,0.375
38284,38284,0,1,6,1,1,0,1,1,3,3,0,1,1,1,2,1,4,1,0,9.0,0.5625
38285,38285,0,1,2,0,0,0,0,0,2,0,1,0,0,1,1,1,1,32,0,3.0,0.1875
38286,38286,0,3,4,1,0,0,1,0,4,5,2,0,1,3,2,1,4,26,1,6.0,0.375
38287,38287,0,3,4,0,1,0,0,0,5,1,2,0,1,1,2,1,4,4,1,4.0,0.25
38288,38288,1,2,6,0,0,0,1,0,5,2,1,1,1,1,1,0,1,18,0,5.0,0.3125
38289,38289,0,3,6,0,0,0,1,0,5,5,2,1,0,4,4,1,5,26,1,5.0,0.3125
38290,38290,0,2,5,0,0,0,1,1,0,4,2,1,0,1,3,1,1,16,1,7.0,0.4375
38291,38291,0,3,4,0,1,0,1,1,4,2,0,0,1,3,2,0,1,21,0,7.0,0.4375
38292,38292,0,3,3,0,1,0,1,0,5,0,2,0,1,1,4,1,3,23,0,7.0,0.4375
38293,38293,0,1,7,0,0,1,0,0,2,2,2,1,1,1,4,1,2,12,1,6.0,0.375
38294,38294,0,3,6,0,1,0,1,0,2,0,0,0,0,1,2,1,4,7,0,6.0,0.375
38295,38295,1,4,3,0,0,1,0,0,2,0,1,1,1,4,2,1,3,16,0,6.0,0.375
38296,38296,0,2,5,1,0,0,0,0,4,2,1,1,1,4,2,0,3,29,0,5.0,0.3125
38297,38297,1,4,3,0,0,1,1,0,3,0,0,0,1,2,1,1,3,16,0,8.0,0.5
38298,38298,1,2,2,1,0,1,1,0,5,4,0,1,1,3,4,1,1,1,0,11.0,0.6875
38299,38299,1,3,5,0,0,0,1,0,0,3,0,0,1,3,3,1,3,27,0,9.0,0.5625
38300,38300,0,3,7,0,0,0,1,0,2,0,1,0,1,2,3,1,4,22,0,6.0,0.375
38301,38301,0,3,7,0,0,0,1,0,5,5,1,1,1,3,1,1,5,7,1,6.0,0.375
38302,38302,0,2,3,0,1,0,0,1,3,1,0,0,1,2,2,1,2,23,0,7.0,0.4375
38303,38303,0,4,7,0,0,0,1,0,3,1,1,1,1,2,1,1,2,12,1,5.0,0.3125
38304,38304,0,2,6,0,1,1,0,0,2,1,2,0,1,1,2,1,2,5,1,5.0,0.3125
38305,38305,0,3,4,0,0,0,0,1,1,3,0,0,1,3,4,1,4,4,1,7.0,0.4375
38306,38306,1,3,7,0,1,1,1,1,5,0,2,1,1,3,2,1,5,25,0,11.0,0.6875
38307,38307,0,2,3,0,0,0,1,0,3,0,1,0,1,3,4,1,5,32,0,7.0,0.4375
38308,38308,0,3,7,0,0,1,1,0,5,1,2,1,0,2,2,1,4,27,0,6.0,0.375
38309,38309,0,4,5,0,0,0,0,0,4,5,0,0,1,2,1,1,2,21,1,5.0,0.3125
38310,38310,1,2,4,1,0,0,1,0,0,4,1,1,1,3,2,1,1,14,0,9.0,0.5625
38311,38311,0,2,3,0,0,0,1,1,2,4,0,1,1,2,1,1,4,27,1,8.0,0.5
38312,38312,0,1,1,0,0,0,1,0,3,1,1,1,1,3,3,1,2,18,1,7.0,0.4375
38313,38313,1,1,6,0,1,0,1,0,2,5,2,1,1,4,4,0,2,29,1,7.0,0.4375
38314,38314,1,1,1,0,0,1,1,0,4,2,1,1,1,2,2,1,5,21,1,9.0,0.5625
38315,38315,0,1,1,0,0,0,0,0,1,4,1,0,1,1,3,1,1,27,0,4.0,0.25
38316,38316,1,3,4,1,0,0,1,0,2,5,2,1,1,3,2,1,2,4,1,8.0,0.5
