,Unnamed: 0,Gender,Age,Orphan,state,PinCode,mother_tongue,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,pwd,out_of_school_child,dropout_student,mother's_qualification,father's_qualification,mother's_occupation,father's_occupation,debt,family_annual_income,no_of_children,academic_stream,status_in_previous_year,appreared_previous_exam,results_in_previous_year_type,mental_issues,drug_addiction ,label,prediction
1880,1880,0,16,0,8,906963,0,4,7,0,0,0,1,1,0,2,5,0,0,1,2,2,3,1,1,4,0,0,1,0
1881,1881,0,20,1,29,694171,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,3,3,4,0,1,0,1,9,1
1882,1882,1,19,0,25,223925,0,1,7,0,1,1,1,1,1,3,0,1,0,0,2,3,2,4,0,4,1,1,8,1
1883,1883,0,15,1,32,428506,1,4,2,0,1,1,0,1,1,0,4,1,0,1,2,2,1,2,1,3,1,0,9,1
1884,1884,1,15,0,5,690551,1,3,7,0,0,0,1,0,0,5,3,1,1,1,1,2,3,3,1,1,1,1,5,0
1885,1885,0,19,0,23,915134,0,4,1,1,0,1,1,0,0,1,0,0,0,1,2,2,4,2,0,4,0,0,5,0
1886,1886,0,16,0,5,341840,1,3,1,1,0,1,0,1,1,5,0,1,0,1,2,3,3,1,1,3,0,1,9,1
1887,1887,0,17,0,15,991781,0,1,3,0,1,1,0,1,1,5,3,1,0,1,2,2,3,4,1,2,1,1,9,1
1888,1888,0,15,0,6,602397,0,3,2,1,1,1,0,1,1,0,4,1,0,1,1,3,4,3,1,1,0,1,8,1
1889,1889,0,15,0,20,523028,0,1,5,0,1,0,1,0,0,2,4,0,0,0,1,3,5,2,0,3,1,1,5,0
1890,1890,1,15,0,21,616540,1,1,7,0,0,1,0,1,0,0,5,0,1,0,2,2,3,4,1,2,0,1,6,0
1891,1891,1,19,0,31,667609,0,4,3,0,0,0,0,0,0,0,0,0,0,1,2,3,5,3,1,1,1,1,4,0
1892,1892,1,14,0,20,324509,0,1,5,1,1,1,1,0,1,2,1,0,0,1,2,2,4,1,1,4,1,0,8,1
1893,1893,1,17,0,29,344724,1,3,7,1,1,0,1,0,1,2,1,1,0,1,2,3,4,2,1,2,1,0,8,1
1894,1894,1,16,1,4,659396,0,3,2,1,1,1,1,1,0,4,5,0,1,0,1,2,3,4,0,4,0,1,7,0
1895,1895,0,14,0,4,627793,1,4,4,0,1,0,1,0,0,2,5,0,1,1,2,3,3,2,0,2,0,0,4,0
1896,1896,1,14,1,31,680109,0,2,7,0,1,1,1,0,1,0,5,1,0,1,0,2,3,4,0,2,1,0,12,1
1897,1897,1,16,1,25,865527,1,3,2,0,1,1,1,0,1,4,3,1,1,0,1,3,3,4,0,2,1,0,10,1
1898,1898,0,19,0,15,994936,0,1,3,1,1,0,0,0,0,5,3,0,1,1,2,3,2,4,1,1,0,1,6,0
1899,1899,1,14,0,25,446863,0,3,4,0,0,1,1,1,0,2,1,1,0,0,1,3,5,4,1,1,1,1,5,0
1900,1900,0,20,0,8,142592,1,1,3,0,0,0,0,1,0,3,5,1,1,1,1,2,5,2,1,2,1,0,6,0
1901,1901,0,21,0,9,997326,1,4,3,1,0,1,0,0,0,4,2,1,0,1,2,2,5,2,0,1,0,0,4,0
1902,1902,0,20,0,29,815803,0,4,7,0,0,0,0,1,0,5,5,1,1,1,1,2,4,2,0,4,1,0,4,0
1903,1903,0,19,0,24,142917,1,2,7,0,1,0,1,0,0,0,4,1,1,0,2,3,5,3,1,3,0,1,6,0
1904,1904,0,19,1,31,527695,0,4,6,0,1,0,1,1,0,0,2,1,1,1,0,2,1,2,0,4,0,0,7,0
1905,1905,1,16,0,1,762857,1,3,5,0,0,1,1,0,1,3,5,0,1,0,1,2,4,4,0,2,1,1,8,1
1906,1906,1,14,0,11,138503,0,4,6,0,1,1,1,1,0,5,1,1,1,1,2,3,4,2,1,1,1,1,6,0
1907,1907,0,20,0,6,514141,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,3,2,4,1,2,1,1,8,1
1908,1908,0,21,0,15,420551,1,4,6,1,0,0,1,1,0,0,4,1,0,1,2,2,2,1,0,3,0,0,5,0
1909,1909,0,15,0,25,113748,1,2,5,0,0,1,1,0,1,4,4,0,1,0,0,2,3,4,1,3,0,0,8,1
1910,1910,0,20,0,6,731485,0,2,4,1,0,1,0,1,1,3,4,1,0,1,0,3,2,2,1,3,0,0,8,1
1911,1911,1,18,0,15,187033,0,1,1,1,0,1,0,0,1,2,1,0,1,1,0,3,2,2,1,1,1,0,9,1
1912,1912,1,15,0,3,424891,1,2,1,0,1,1,1,0,1,1,0,1,0,1,1,3,4,3,0,1,1,0,9,1
1913,1913,0,20,0,21,670360,0,3,2,1,1,0,1,0,1,1,2,0,1,1,2,3,1,2,0,2,1,0,8,1
1914,1914,1,15,1,7,736578,1,1,2,1,0,1,0,0,0,3,3,0,0,0,1,3,5,1,0,1,0,1,4,0
1915,1915,0,19,0,15,598814,1,3,1,1,1,1,1,1,1,0,2,1,0,1,1,3,4,4,0,2,0,1,11,1
1916,1916,0,17,0,17,996146,1,4,1,0,1,0,0,1,0,0,5,0,1,0,2,3,1,2,1,3,1,1,6,0
1917,1917,0,15,0,12,880627,1,4,3,0,0,1,1,1,0,2,4,1,0,0,1,3,3,2,1,3,0,1,3,0
1918,1918,1,17,0,31,259879,1,2,1,0,1,0,0,0,1,0,3,1,1,0,2,2,2,3,0,3,1,1,9,1
1919,1919,0,19,1,16,970674,1,2,3,0,1,1,1,0,0,4,1,1,0,0,2,3,5,1,0,4,0,0,5,0
1920,1920,0,18,0,5,544672,1,2,3,0,1,1,1,0,1,3,4,1,1,1,2,2,5,1,0,3,1,0,9,1
1921,1921,1,21,0,8,832087,1,2,1,1,0,0,0,1,0,4,1,1,1,0,2,3,4,2,0,1,0,1,5,0
1922,1922,0,14,0,4,257613,1,3,5,1,0,0,1,0,1,0,0,1,1,0,1,2,2,4,1,1,0,0,9,1
1923,1923,1,19,0,22,857185,1,2,7,1,0,0,1,1,0,2,0,0,1,1,1,2,2,2,1,1,0,1,5,0
1924,1924,1,19,1,6,892017,1,2,1,0,1,1,0,0,1,4,5,0,0,0,0,2,1,2,1,2,1,0,9,1
1925,1925,0,17,1,1,271590,0,2,5,0,0,1,0,0,0,3,3,1,0,0,0,3,2,4,0,4,0,1,7,0
1926,1926,1,20,1,27,342006,0,3,5,0,1,1,0,1,0,3,3,1,0,0,2,3,1,1,0,2,0,1,7,0
1927,1927,1,22,0,6,969164,1,3,2,0,0,1,1,0,0,2,4,0,0,0,2,2,2,2,1,3,0,1,3,0
1928,1928,0,16,0,5,809874,0,3,7,0,1,0,1,0,1,0,4,1,1,0,0,3,2,4,1,3,1,1,10,1
1929,1929,1,15,0,21,513057,1,3,2,0,0,1,1,0,0,4,4,1,1,0,1,3,1,2,0,3,0,1,5,0
1930,1930,0,18,0,24,903902,0,2,2,0,0,0,0,0,1,4,0,1,1,1,0,2,5,4,0,4,1,0,9,1
1931,1931,1,18,1,17,551476,0,2,6,0,0,1,0,0,0,4,4,1,0,1,0,3,1,1,0,2,0,1,7,0
1932,1932,0,14,0,12,490256,0,4,6,0,1,1,1,1,0,1,5,0,1,1,2,2,3,1,1,2,1,1,6,0
1933,1933,1,19,1,14,289523,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,3,4,4,1,4,1,0,11,1
1934,1934,1,21,0,25,970548,1,2,1,0,0,0,0,0,0,0,5,1,1,0,1,2,3,3,1,4,1,1,6,0
1935,1935,1,17,0,14,542604,1,3,3,0,1,0,0,0,1,1,5,1,1,0,0,3,4,4,0,4,1,0,8,1
1936,1936,0,19,0,31,164371,1,3,6,1,0,0,1,0,0,0,3,0,0,0,1,2,1,4,1,1,1,1,5,0
1937,1937,1,21,0,22,564896,0,3,6,0,0,0,0,1,0,2,0,0,0,1,1,2,1,1,0,4,0,1,3,0
1938,1938,0,14,0,29,822006,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,3,5,4,0,4,0,1,5,0
1939,1939,0,14,0,14,493630,0,2,1,0,0,1,1,1,0,4,0,0,1,0,2,2,4,2,0,1,0,1,5,0
1940,1940,1,15,0,26,484385,0,1,4,0,0,0,1,0,0,0,0,0,0,1,1,2,2,2,1,3,1,0,6,0
1941,1941,1,17,0,12,752289,1,4,3,0,1,1,1,0,0,4,4,0,0,1,2,3,1,3,1,3,0,1,4,0
1942,1942,0,19,0,15,911375,1,1,4,1,0,0,1,1,1,3,4,1,1,1,1,2,4,4,0,1,1,0,8,1
1943,1943,1,16,0,25,225194,1,4,7,0,1,1,1,1,0,0,4,0,0,1,1,3,3,3,1,3,0,0,5,0
1944,1944,0,15,0,19,262266,0,3,1,0,1,0,1,0,0,3,4,0,1,1,0,2,3,1,1,4,0,0,6,0
1945,1945,0,15,0,21,467222,0,4,2,0,0,1,1,1,0,4,2,1,1,0,0,2,4,3,1,4,1,1,5,0
1946,1946,1,20,0,31,961229,1,4,1,1,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,4,0,0,6,0
1947,1947,0,17,1,1,896283,1,1,1,0,0,1,1,1,1,3,4,1,1,1,0,2,3,1,0,4,0,0,9,1
1948,1948,0,15,0,16,945528,1,2,4,0,0,1,0,1,0,4,1,1,1,1,1,3,1,2,1,4,0,1,5,0
1949,1949,0,19,1,4,430929,1,4,5,0,1,1,0,1,1,1,5,1,0,0,2,3,2,4,0,2,1,0,9,1
1950,1950,0,13,1,2,797073,1,1,4,1,1,0,0,0,0,0,2,1,0,0,1,2,2,3,1,4,0,1,6,0
1951,1951,1,20,0,33,548447,1,4,3,1,1,1,1,0,0,2,0,0,1,0,0,2,2,3,1,4,0,1,6,0
1952,1952,0,14,0,20,134141,1,4,4,0,0,1,1,1,0,2,1,1,1,1,2,2,1,2,0,3,1,0,6,0
1953,1953,1,21,0,28,764928,0,2,3,0,0,1,0,1,0,2,4,0,1,0,0,2,4,3,0,2,0,0,5,0
1954,1954,0,13,0,21,861412,0,3,7,0,0,0,1,0,0,4,5,1,0,0,1,3,5,4,0,2,1,0,5,0
1955,1955,0,21,1,32,717718,1,1,7,1,0,1,1,0,1,1,0,1,1,1,0,2,3,2,0,1,0,0,10,1
1956,1956,1,19,0,25,506267,1,1,3,0,0,0,1,0,0,1,3,0,1,0,0,3,2,3,0,4,1,1,4,0
1957,1957,0,21,0,33,682719,1,1,7,1,0,0,1,1,1,3,4,1,1,0,0,3,4,1,0,2,1,0,8,1
1958,1958,0,17,1,13,762635,1,4,5,1,0,1,1,0,0,5,2,1,0,0,2,2,2,1,1,4,0,0,5,0
1959,1959,1,18,0,3,707351,0,2,3,0,0,1,1,1,0,3,1,0,0,1,2,2,3,2,0,1,0,0,3,0
1960,1960,1,20,0,19,611606,0,4,6,1,1,1,0,0,0,2,5,0,0,1,0,3,3,2,0,3,0,0,6,0
1961,1961,0,17,1,10,710373,0,4,7,0,0,1,1,1,1,1,0,1,0,1,0,3,1,1,1,3,1,1,9,1
1962,1962,1,14,0,28,429051,0,4,3,0,0,0,1,1,0,3,1,0,0,1,0,3,2,2,1,1,0,1,2,0
1963,1963,0,17,1,29,365375,1,3,7,1,1,1,1,1,1,4,2,1,1,0,0,3,5,2,1,3,1,0,11,1
1964,1964,0,15,0,5,332305,0,2,4,0,1,1,0,0,1,3,1,0,1,1,1,3,1,4,1,1,1,0,8,1
1965,1965,0,16,0,7,610311,0,2,5,0,0,0,0,1,0,2,4,0,1,1,2,2,4,1,1,3,0,1,5,0
1966,1966,1,22,0,9,904555,1,3,2,0,1,0,1,1,0,1,4,1,1,0,0,2,3,1,1,1,1,1,6,0
1967,1967,1,15,0,33,711828,1,3,5,0,1,0,1,1,0,3,0,0,1,0,2,2,2,1,1,1,0,0,5,0
1968,1968,1,19,0,8,180282,0,3,1,1,0,0,1,1,1,4,0,0,0,0,2,3,4,4,1,3,1,1,8,1
1969,1969,0,19,0,19,697293,0,4,6,0,0,1,0,1,0,5,4,0,1,1,1,3,2,2,1,4,0,1,3,0
1970,1970,1,15,0,25,983012,0,1,7,1,1,1,0,0,1,3,0,0,0,0,0,2,2,4,1,4,1,1,9,1
1971,1971,1,19,0,29,955842,0,1,3,1,1,1,1,0,1,0,3,0,1,0,0,2,3,4,1,2,0,1,10,1
1972,1972,1,20,0,9,885424,0,3,5,1,1,0,0,1,1,5,0,1,1,0,0,3,5,2,0,4,0,1,9,1
1973,1973,1,20,0,14,556008,1,1,4,0,0,0,1,1,0,3,4,1,1,1,1,2,1,2,0,3,0,0,5,0
1974,1974,1,15,0,15,622351,0,3,3,1,0,0,0,0,0,2,5,1,1,0,1,3,4,3,0,2,1,1,6,0
1975,1975,1,14,0,20,332511,0,2,4,0,1,0,0,1,0,4,3,0,0,0,1,2,4,1,0,2,0,1,3,0
1976,1976,0,14,0,30,598040,1,1,7,0,1,0,1,1,1,0,0,1,1,1,2,2,3,1,1,2,0,0,9,1
1977,1977,1,19,0,12,628798,1,4,4,0,0,0,0,1,0,3,0,0,0,0,2,3,5,1,1,1,0,1,1,0
1978,1978,1,16,0,11,851071,1,3,4,1,1,0,1,1,1,4,0,1,0,1,0,2,2,2,0,2,0,0,9,1
1979,1979,1,15,0,2,662572,0,4,4,1,0,1,1,0,0,0,2,0,1,1,2,3,2,1,1,1,0,0,5,0
1980,1980,0,15,0,21,147862,0,4,2,0,1,1,1,0,0,1,2,1,1,0,2,3,1,1,1,1,0,0,4,0
1981,1981,0,15,1,25,740183,1,3,2,0,1,1,1,0,0,1,3,0,0,1,1,3,1,3,1,2,0,0,6,0
1982,1982,1,17,0,18,234892,1,2,2,0,1,1,1,0,0,3,3,1,1,0,1,3,2,2,1,1,1,1,6,0
1983,1983,1,16,1,18,816549,1,4,1,1,0,0,1,1,0,5,5,0,1,0,0,2,2,2,1,2,1,1,7,0
1984,1984,0,16,1,28,837499,1,3,7,1,0,1,1,0,0,5,4,0,0,0,0,3,3,2,1,1,1,1,6,0
1985,1985,0,20,0,15,695143,0,1,5,0,0,1,0,1,1,1,3,1,1,1,2,2,5,1,0,3,1,1,9,1
1986,1986,1,16,0,9,576327,0,4,7,1,0,1,0,0,0,3,2,0,1,0,1,2,4,1,1,3,1,0,5,0
1987,1987,0,18,1,12,460361,1,1,4,0,0,0,0,1,0,3,2,1,0,1,1,2,4,1,0,1,0,0,4,0
1988,1988,1,14,0,33,422700,0,1,5,0,1,0,0,1,0,1,1,1,1,0,0,2,1,2,0,4,0,1,6,0
1989,1989,1,15,0,15,741768,0,3,6,1,1,1,1,0,1,2,5,1,1,1,0,3,2,4,0,2,0,1,11,1
1990,1990,1,17,0,33,486089,0,1,7,1,1,0,0,0,1,0,5,1,1,1,0,2,3,2,1,4,1,0,10,1
1991,1991,0,18,0,16,460228,1,2,2,1,1,0,0,0,0,5,3,0,0,0,2,2,2,4,0,2,1,1,6,0
1992,1992,0,21,1,12,800730,0,3,2,1,0,1,0,1,0,4,3,0,0,1,0,3,2,2,0,4,1,1,7,0
1993,1993,1,14,0,27,592528,0,4,1,0,1,1,0,1,0,5,5,1,0,0,1,3,4,3,0,1,1,1,5,0
1994,1994,1,18,0,4,125831,1,4,7,0,0,1,1,1,0,4,5,0,0,1,0,3,4,1,0,3,1,1,5,0
1995,1995,1,14,0,12,686710,0,2,7,1,0,1,1,0,0,0,4,0,1,1,1,3,2,2,1,1,0,1,6,0
1996,1996,1,17,0,16,824850,0,3,1,1,1,0,0,0,1,2,2,0,1,0,1,3,5,4,0,2,1,1,9,1
1997,1997,1,15,0,26,407621,1,2,4,0,0,1,1,1,0,2,5,0,0,0,0,2,3,4,0,2,0,1,5,0
1998,1998,1,19,0,19,221222,1,1,3,0,1,1,1,1,1,0,2,1,1,0,0,3,3,3,1,1,1,0,9,1
1999,1999,0,18,0,8,236344,1,2,7,0,1,1,1,0,0,2,4,0,0,0,2,2,1,3,0,3,1,0,5,0
2000,2000,0,21,0,15,920717,0,1,6,0,0,0,1,1,0,2,0,0,1,0,1,2,2,3,0,4,1,1,4,0
2001,2001,0,20,0,33,547505,0,4,2,1,1,0,0,1,0,1,0,1,0,1,2,2,5,1,0,3,0,1,6,0
2002,2002,1,17,0,19,938248,0,2,3,1,0,0,1,0,0,3,3,1,0,1,2,3,4,2,0,1,0,0,4,0
2003,2003,1,15,0,24,284676,0,2,3,0,1,0,0,1,0,2,2,0,0,0,2,3,2,1,1,4,1,0,3,0
2004,2004,0,15,0,1,799426,1,3,4,1,1,0,0,1,0,3,5,1,0,1,1,2,4,1,0,4,0,0,5,0
2005,2005,1,14,1,4,333123,0,1,6,1,1,1,1,1,1,1,4,0,1,1,0,2,2,2,1,1,0,0,9,1
2006,2006,0,18,0,11,737365,0,4,5,1,1,0,1,1,1,3,2,1,0,0,0,3,1,1,1,2,1,0,8,1
2007,2007,1,21,1,24,340890,1,2,3,1,1,1,0,0,1,0,4,0,1,0,0,2,4,1,1,4,0,1,9,1
2008,2008,0,13,0,21,875299,1,4,4,0,1,0,1,1,0,3,1,1,0,1,0,3,2,2,0,4,1,0,5,0
2009,2009,0,14,0,19,622690,1,1,6,1,1,0,1,0,1,0,0,1,1,1,1,2,3,1,0,2,1,1,11,1
2010,2010,0,17,0,17,980692,1,1,3,0,0,0,0,0,0,1,4,0,1,0,0,3,2,4,1,2,0,0,5,0
2011,2011,0,17,1,3,147332,1,4,4,1,0,1,1,0,1,0,0,1,0,1,0,2,2,1,1,4,0,1,9,1
2012,2012,0,19,0,8,226556,0,4,1,1,1,1,1,1,1,4,5,0,0,1,0,3,1,1,1,1,1,1,8,1
2013,2013,1,21,0,32,278593,0,2,3,0,1,0,0,1,0,2,3,0,0,0,0,2,2,4,1,3,0,0,5,0
2014,2014,0,17,1,4,644714,1,2,4,0,0,1,1,0,0,4,1,1,0,0,1,3,4,2,0,1,0,0,4,0
2015,2015,1,21,0,29,745885,1,3,2,1,0,0,0,1,0,2,3,0,1,1,0,2,4,4,0,4,0,0,6,0
2016,2016,1,21,1,24,861484,1,2,7,1,1,1,0,0,1,3,2,0,1,1,2,3,5,1,0,3,1,1,10,1
2017,2017,1,20,1,27,335030,0,4,2,0,0,0,1,1,0,1,5,0,0,0,0,3,1,2,1,2,0,0,3,0
2018,2018,0,19,0,17,540418,1,3,1,0,0,1,0,1,0,3,4,0,1,1,0,2,1,3,1,1,0,1,6,0
2019,2019,0,14,0,26,650656,0,2,1,0,0,1,0,0,1,0,1,1,1,0,2,2,3,3,0,3,1,1,9,1
2020,2020,1,15,0,13,560523,1,1,7,1,0,0,0,0,1,3,1,1,1,1,0,3,4,2,1,2,0,0,8,1
2021,2021,0,20,0,22,330552,1,3,5,0,0,1,1,1,0,0,2,1,0,0,2,3,4,2,1,4,0,1,5,0
2022,2022,1,16,0,15,853405,0,3,7,1,1,0,1,0,1,0,3,1,0,1,1,3,1,3,0,2,0,1,8,1
2023,2023,0,20,1,24,400686,1,4,6,1,1,0,0,1,0,0,1,0,1,0,2,2,1,3,0,2,1,1,7,0
2024,2024,1,20,0,24,211407,1,4,6,0,1,0,0,0,1,0,4,1,1,1,0,2,4,3,1,2,0,1,8,1
2025,2025,0,17,0,30,840096,0,1,5,0,1,0,0,1,1,0,5,1,0,1,2,2,5,1,1,2,1,1,9,1
2026,2026,0,15,0,15,254853,1,2,7,0,0,0,0,1,0,2,2,1,1,0,1,3,3,3,0,1,0,0,3,0
2027,2027,1,19,0,31,572751,0,2,4,0,0,0,0,1,0,3,1,0,0,1,0,2,4,3,1,1,0,1,3,0
2028,2028,1,21,0,27,117844,1,1,5,1,0,0,1,0,0,1,1,0,1,0,2,3,1,1,1,3,0,1,5,0
2029,2029,1,21,0,20,950193,1,3,3,1,1,0,1,1,0,0,5,0,1,0,1,3,4,1,1,4,1,0,6,0
2030,2030,0,19,0,29,411511,0,1,2,1,1,1,1,0,1,2,2,0,0,0,0,2,2,4,0,4,1,1,8,1
2031,2031,0,13,1,10,613044,1,4,7,0,1,1,0,1,0,4,4,1,0,0,2,2,4,3,0,2,0,1,5,0
2032,2032,0,16,0,17,797835,1,3,7,1,1,1,1,0,1,2,5,1,1,1,2,3,2,4,0,1,1,1,10,1
2033,2033,0,20,0,15,602544,0,2,6,0,0,1,0,1,0,1,5,0,1,0,1,2,2,3,1,1,1,0,4,0
2034,2034,1,16,0,18,661211,0,2,5,0,0,1,0,1,0,0,3,0,0,1,0,3,4,1,0,4,0,1,6,0
2035,2035,0,16,1,11,375103,0,2,4,1,1,1,1,0,1,0,2,1,1,0,0,2,3,4,1,3,1,0,13,1
2036,2036,1,17,0,23,851071,0,2,1,0,0,0,0,1,1,5,2,1,1,0,0,3,3,1,0,2,1,0,8,1
2037,2037,0,18,0,15,940305,1,4,7,0,1,0,0,1,0,1,0,0,1,0,0,2,5,4,1,2,0,1,6,0
2038,2038,1,21,0,13,586592,0,3,7,1,1,0,0,1,1,3,0,0,1,1,1,3,5,4,0,4,1,1,9,1
2039,2039,0,21,1,12,585601,1,4,6,1,1,0,1,1,0,5,4,1,0,1,2,3,4,1,0,3,0,0,6,0
2040,2040,0,15,1,24,677137,0,4,4,0,1,0,0,1,0,4,3,1,0,1,1,3,2,3,0,4,0,0,4,0
2041,2041,1,16,0,9,583982,0,4,4,0,0,0,1,1,0,1,1,0,1,1,1,3,3,3,1,2,1,0,4,0
2042,2042,1,15,0,14,324722,1,3,3,0,1,1,1,0,1,2,1,1,1,1,2,2,2,1,1,3,0,1,8,1
2043,2043,1,19,0,12,599349,0,4,4,1,0,1,0,1,0,3,3,1,1,0,1,2,1,4,1,1,1,1,6,0
2044,2044,1,18,0,17,611801,0,2,3,0,0,0,0,0,1,0,4,0,1,0,0,3,2,4,1,3,1,1,8,1
2045,2045,1,15,0,33,584134,1,4,6,1,1,0,1,0,0,5,1,0,0,0,0,3,2,2,0,1,1,1,4,0
2046,2046,0,20,0,16,138691,0,4,2,1,0,0,0,0,0,3,0,0,0,1,2,2,3,2,0,1,0,0,3,0
2047,2047,1,16,0,22,861288,0,2,4,0,0,1,1,0,1,4,2,1,1,0,0,2,2,2,0,2,1,0,8,1
2048,2048,1,22,0,24,973197,1,3,7,1,0,1,1,1,0,2,1,0,1,0,1,3,3,3,1,1,1,0,5,0
2049,2049,0,20,0,15,535075,0,3,7,0,0,1,1,0,0,2,3,0,0,0,2,2,1,3,1,1,0,1,2,0
2050,2050,0,20,0,8,493391,0,2,4,0,0,1,1,1,1,5,2,1,1,1,0,2,5,2,0,4,1,1,8,1
2051,2051,0,14,0,9,577457,0,4,1,0,0,1,1,0,1,5,4,1,1,1,2,2,1,1,0,2,1,1,8,1
2052,2052,1,16,0,10,239690,0,2,4,1,1,0,0,1,1,4,2,0,1,1,0,3,5,1,0,4,1,0,8,1
2053,2053,1,20,0,1,542967,1,1,7,0,0,0,0,0,0,0,5,0,1,0,2,3,3,4,1,1,0,1,4,0
2054,2054,1,14,0,25,510502,0,1,7,1,1,0,1,0,1,2,0,1,0,1,1,2,3,2,1,2,1,0,9,1
2055,2055,1,21,0,22,431108,1,1,7,1,1,1,1,0,1,1,0,1,0,0,0,3,3,3,1,4,0,0,8,1
2056,2056,0,18,0,8,339072,1,4,5,1,0,1,0,0,1,3,5,1,1,1,0,3,2,2,0,1,1,1,9,1
2057,2057,1,15,0,4,200877,1,3,4,0,0,0,1,1,0,0,4,1,1,0,1,3,3,4,1,3,0,0,6,0
2058,2058,1,14,0,17,449427,1,2,5,0,1,1,0,1,1,4,4,1,0,1,0,2,5,4,1,2,0,0,10,1
2059,2059,0,15,1,23,208808,0,2,7,0,0,1,1,0,0,2,4,0,0,0,1,2,1,4,1,4,0,1,4,0
2060,2060,0,16,0,20,814291,0,1,4,1,0,0,0,0,0,1,0,0,0,0,1,2,1,4,1,4,1,0,5,0
2061,2061,0,16,0,28,654823,1,4,1,1,0,1,0,0,0,3,3,1,1,0,1,3,4,3,0,3,0,1,6,0
2062,2062,0,14,0,21,771483,0,1,6,0,1,0,0,1,1,2,3,1,1,1,0,2,2,2,0,2,1,1,9,1
2063,2063,1,14,0,26,146659,1,2,1,1,0,0,0,1,0,2,2,0,1,1,2,3,3,2,0,1,1,0,6,0
2064,2064,0,14,0,18,444311,0,3,4,1,1,1,0,1,1,1,4,1,0,0,0,2,3,1,1,2,0,0,8,1
2065,2065,1,15,0,27,804016,1,2,1,1,1,1,1,1,1,5,5,0,0,0,0,3,1,1,0,2,1,1,9,1
2066,2066,1,15,0,11,838589,1,3,5,0,1,0,0,1,1,4,1,1,0,1,0,2,1,4,0,3,1,1,10,1
2067,2067,1,22,1,1,668756,1,2,2,0,0,0,0,0,0,5,5,1,1,1,0,3,1,2,0,1,1,1,7,0
2068,2068,0,18,0,23,406498,1,4,1,1,1,1,0,1,1,3,5,0,1,0,0,3,1,2,1,4,1,0,8,1
2069,2069,1,17,0,30,332154,1,4,2,0,0,0,0,1,0,1,0,0,0,0,0,2,2,3,0,2,0,1,3,0
2070,2070,0,15,0,29,597189,1,3,6,1,1,1,1,0,1,4,0,1,0,0,2,3,1,4,0,2,1,1,10,1
2071,2071,1,14,0,5,413098,1,2,4,0,1,1,0,0,1,4,3,1,0,1,0,3,3,4,1,4,0,1,8,1
2072,2072,1,14,1,2,824740,1,2,1,1,0,0,1,0,1,1,0,1,1,1,2,2,1,1,0,1,1,1,10,1
2073,2073,1,14,0,29,614725,1,3,5,0,1,0,1,0,0,3,3,1,0,0,2,2,5,3,0,1,1,1,5,0
2074,2074,1,20,1,12,480920,0,2,4,0,1,1,1,0,1,2,5,1,1,0,0,2,4,3,1,1,1,0,9,1
2075,2075,1,17,0,26,135467,0,2,4,0,1,1,1,0,1,4,0,1,0,0,1,2,4,3,0,3,1,0,8,1
2076,2076,1,17,0,17,777544,1,3,6,0,0,0,1,0,0,1,5,0,1,1,0,2,4,1,0,4,0,0,4,0
2077,2077,1,16,0,6,700909,0,1,1,0,1,0,0,0,1,3,2,0,0,1,0,3,4,4,0,4,1,1,8,1
2078,2078,1,15,0,14,453952,0,1,4,0,1,0,1,1,0,5,4,0,1,0,0,2,5,1,0,4,1,0,5,0
2079,2079,1,19,0,9,916004,1,3,4,0,1,0,0,0,1,5,0,1,1,1,2,2,2,2,0,4,1,1,8,1
2080,2080,0,18,0,25,764855,1,4,2,0,0,1,1,1,0,1,0,1,0,0,1,2,4,4,0,1,0,1,4,0
2081,2081,0,17,0,28,861208,0,3,3,0,1,0,0,1,1,3,4,1,0,1,2,2,5,4,1,3,1,1,8,1
2082,2082,0,17,0,19,833022,0,3,7,0,1,1,1,0,0,2,1,0,1,1,1,2,1,3,0,3,0,0,6,0
2083,2083,0,16,0,23,399627,1,2,7,1,0,0,0,0,0,1,3,0,0,0,0,2,5,3,1,3,1,1,5,0
2084,2084,1,20,0,11,917881,1,2,3,1,0,1,1,1,0,5,4,1,0,0,2,3,3,3,0,3,0,0,5,0
2085,2085,1,20,0,28,845576,0,4,3,1,0,0,1,1,0,1,0,0,1,0,1,2,1,4,1,1,0,1,4,0
2086,2086,1,16,0,1,825715,0,4,3,0,1,0,0,1,0,5,0,0,0,1,1,3,1,1,1,3,0,1,4,0
2087,2087,1,15,1,18,580077,1,1,4,1,0,0,1,1,0,2,3,0,1,1,0,3,2,2,0,1,0,1,6,0
2088,2088,1,20,0,18,327409,0,4,2,1,0,1,1,1,0,2,2,1,0,0,1,2,1,1,0,3,1,1,5,0
2089,2089,0,16,1,2,233816,1,3,6,1,0,0,0,1,0,4,0,0,0,1,2,2,1,1,1,1,1,1,6,0
2090,2090,1,14,0,13,494205,1,2,4,1,0,1,0,0,1,4,4,0,1,1,0,3,5,1,1,3,0,0,8,1
2091,2091,0,21,0,25,443824,1,2,7,0,0,1,0,0,0,2,3,1,1,0,2,3,5,3,0,4,1,0,5,0
