orphan,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,mother's_occupation,father's_occupation,mother's_qualification,father's_qualification,family_annual_income,debt,mental_issues,results_in_previous_year_type,status_in_previous_year,dropout_student,age_group,district,gender,lable (y),prince_o,gender_data,district_data,age,social_catagory
0,4,6,0,0,0,1,1,0,3,0,1,1,2,1,1,2,32,1,8,0.5,male,Chhota_Udepur,6-8 year,ews
0,4,1,0,1,1,1,0,1,0,2,1,1,1,1,1,5,2,1,8,0.5,male,Mehsana,14-18 year,ews
0,2,4,0,0,0,0,0,3,3,0,0,1,3,2,1,4,24,1,5,0.3125,male,Patan,11-14 year,st
0,4,2,0,0,0,1,0,1,0,1,1,0,2,1,1,3,1,0,5,0.3125,female,Ahmedabad,8-11 year,ews
0,2,5,0,0,0,1,0,4,0,2,1,0,3,4,1,2,30,1,8,0.5,male,Veraval,6-8 year,st
0,2,2,1,0,0,1,0,1,1,2,0,1,1,4,1,1,13,0,6,0.375,female,Surendranagar,3-6 year,st
0,3,2,1,0,0,1,0,3,2,1,0,1,2,4,1,4,1,1,7,0.4375,male,Ahmedabad,11-14 year,general
0,4,4,0,0,0,0,0,5,4,1,0,1,4,2,0,1,4,0,1,0.0625,female,Bhavnagar,3-6 year,ews
0,4,4,0,0,0,1,1,4,4,0,1,1,4,4,1,3,21,0,7,0.4375,female,Navsari,8-11 year,ews
0,1,5,0,0,1,0,0,2,1,1,0,1,4,3,1,1,33,0,5,0.3125,female,Lunavada,3-6 year,sc
0,4,2,1,0,0,1,0,0,3,1,0,1,4,1,0,1,31,0,4,0.25,female,Botad,3-6 year,ews
0,2,6,0,1,1,1,0,3,3,2,0,1,2,1,1,2,32,0,7,0.4375,female,Chhota_Udepur,6-8 year,st
0,1,2,0,0,0,1,0,2,5,1,1,0,1,1,1,2,20,1,4,0.25,male,Dahod,6-8 year,sc
0,2,5,0,0,0,1,0,3,0,2,1,1,1,2,0,2,33,0,6,0.375,female,Lunavada,6-8 year,st
1,4,3,0,0,0,1,0,5,4,0,0,1,2,2,1,4,12,0,6,0.375,female,Kutch,11-14 year,ews
0,2,7,0,0,0,1,0,5,4,2,1,1,4,4,1,5,32,0,6,0.375,female,Chhota_Udepur,14-18 year,st
0,1,7,0,0,0,1,0,5,4,2,0,1,2,4,1,5,13,1,6,0.375,male,Surendranagar,14-18 year,sc
0,1,7,0,1,0,1,0,5,5,2,0,1,4,3,1,5,24,1,5,0.3125,male,Patan,14-18 year,sc
0,4,3,0,1,0,1,0,4,1,1,0,1,2,4,1,3,1,0,6,0.375,female,Ahmedabad,8-11 year,ews
0,2,4,0,1,1,0,1,1,0,0,1,1,3,2,1,4,14,0,10,0.625,female,Amreli,11-14 year,st
0,4,3,0,1,0,1,0,0,2,1,1,1,3,1,1,2,25,1,7,0.4375,male,Porbander,6-8 year,ews
0,4,3,0,0,1,1,0,4,3,1,0,1,2,4,1,3,6,1,6,0.375,male,Vadodara,8-11 year,ews
0,3,6,0,1,0,1,0,4,0,0,0,1,2,2,1,4,16,0,8,0.5,female,Bharuch,11-14 year,general
0,3,5,0,0,0,1,0,0,0,2,0,1,4,3,1,1,32,0,7,0.4375,female,Chhota_Udepur,3-6 year,general
1,2,4,1,0,0,1,0,0,0,1,1,1,3,1,0,3,23,0,9,0.5625,female,Anand,8-11 year,st
0,3,2,0,0,0,0,0,1,3,1,1,0,2,3,1,5,17,1,4,0.25,male,Panchmahal,14-18 year,general
0,3,4,0,0,0,1,0,4,3,0,1,1,3,1,0,5,24,1,6,0.375,male,Patan,14-18 year,general
0,4,1,0,0,0,0,0,4,3,2,0,1,4,2,1,5,32,1,3,0.1875,male,Chhota_Udepur,14-18 year,ews
0,3,5,0,1,0,0,0,3,0,2,0,1,2,3,1,5,15,1,7,0.4375,male,Valsad,14-18 year,general
0,3,6,0,0,0,0,1,4,3,0,1,0,1,3,1,2,13,0,5,0.3125,female,Surendranagar,6-8 year,general
0,2,5,0,0,0,1,0,5,1,1,1,1,2,3,1,2,29,1,7,0.4375,male,Modasa,6-8 year,st
0,4,6,0,0,1,0,0,1,2,0,0,1,4,2,0,4,26,0,3,0.1875,female,Vyara,11-14 year,ews
0,4,6,0,0,0,1,0,0,0,0,1,1,4,1,1,1,33,0,7,0.4375,female,Lunavada,3-6 year,ews
0,1,6,0,0,0,1,0,4,5,2,1,0,4,1,1,1,11,1,4,0.25,male,Junagadh,3-6 year,sc
0,2,1,0,1,0,0,0,2,3,2,1,1,4,4,1,2,14,0,7,0.4375,female,Amreli,6-8 year,st
0,3,7,1,1,0,1,1,2,0,1,1,0,2,3,1,1,20,0,9,0.5625,female,Dahod,3-6 year,general
0,3,5,0,1,0,0,0,3,0,0,0,1,2,3,1,3,31,1,8,0.5,male,Botad,8-11 year,general
0,4,5,0,0,0,0,0,2,0,2,0,0,3,4,1,2,20,1,5,0.3125,male,Dahod,6-8 year,ews
0,3,4,1,0,0,1,0,4,0,1,1,1,3,4,1,3,2,1,9,0.5625,male,Mehsana,8-11 year,general
0,2,3,0,0,0,0,0,4,4,1,0,0,4,2,1,5,3,0,2,0.125,female,Rajkot,14-18 year,st
0,4,3,1,0,0,0,0,4,4,0,0,0,2,2,1,3,19,1,4,0.25,male,Bardoli,8-11 year,ews
0,2,3,0,0,0,1,0,5,5,1,1,1,2,2,1,1,13,1,6,0.375,male,Surendranagar,3-6 year,st
0,1,1,0,0,0,0,0,3,3,1,1,1,3,1,1,5,23,0,6,0.375,female,Anand,14-18 year,sc
0,1,6,0,0,0,0,0,2,2,2,1,1,4,3,1,4,23,0,4,0.25,female,Anand,11-14 year,sc
0,4,7,0,0,1,1,0,5,5,1,1,1,3,4,1,5,24,1,7,0.4375,male,Patan,14-18 year,ews
0,2,5,0,1,0,1,0,5,0,2,1,1,4,2,1,4,24,0,8,0.5,female,Patan,11-14 year,st
0,3,7,0,0,0,1,0,5,2,1,1,1,4,1,0,2,21,0,4,0.25,female,Navsari,6-8 year,general
1,3,5,1,0,1,1,0,5,4,2,0,1,2,4,1,5,24,0,10,0.625,female,Patan,14-18 year,general
0,2,4,0,0,1,1,1,2,2,0,0,1,2,3,1,2,1,1,8,0.5,male,Ahmedabad,6-8 year,st
0,1,6,0,0,0,1,0,5,5,0,0,1,3,1,0,2,24,1,5,0.3125,male,Patan,6-8 year,sc
0,1,7,0,0,0,0,1,5,0,2,0,1,4,3,1,2,20,1,5,0.3125,male,Dahod,6-8 year,sc
1,2,7,0,0,0,1,0,3,4,1,0,1,2,4,0,3,6,0,6,0.375,female,Vadodara,8-11 year,st
1,4,5,0,1,0,1,1,2,5,1,0,1,3,1,1,5,7,1,8,0.5,male,Kheda,14-18 year,ews
1,4,4,0,1,0,1,0,5,4,1,0,1,4,4,0,5,22,0,5,0.3125,female,Narmada,14-18 year,ews
0,3,4,1,0,0,0,0,2,0,2,1,1,4,2,1,4,32,0,6,0.375,female,Chhota_Udepur,11-14 year,general
0,3,4,0,0,0,1,0,3,5,2,0,0,1,3,1,2,27,0,3,0.1875,female,Ahmedabad_East,6-8 year,general
0,1,4,0,0,0,0,0,5,0,1,0,1,1,1,1,4,8,0,4,0.25,female,Banaskantha,11-14 year,sc
0,4,5,0,0,0,1,1,2,4,2,0,0,1,2,0,1,4,0,3,0.1875,female,Bhavnagar,3-6 year,ews
0,4,7,0,0,0,1,0,2,5,1,0,1,2,1,1,4,30,0,4,0.25,female,Veraval,11-14 year,ews
1,4,7,0,0,0,1,0,5,1,1,1,0,3,3,1,5,22,1,5,0.3125,male,Narmada,14-18 year,ews
0,2,6,0,0,0,1,1,0,4,2,0,1,4,1,1,2,15,1,6,0.375,male,Valsad,6-8 year,st
0,3,3,1,0,1,1,0,1,0,0,1,1,3,2,1,1,9,0,10,0.625,female,Sabarkantha,3-6 year,general
0,1,6,0,0,0,1,0,4,0,2,1,1,1,4,1,5,24,1,7,0.4375,male,Patan,14-18 year,sc
1,1,6,0,0,0,0,0,5,4,2,1,1,1,1,1,1,32,0,5,0.3125,female,Chhota_Udepur,3-6 year,sc
0,3,4,0,0,0,0,0,3,5,2,1,1,4,2,1,4,7,1,4,0.25,male,Kheda,11-14 year,general
1,4,3,0,0,1,1,0,0,4,1,1,1,2,2,1,3,29,1,8,0.5,male,Modasa,8-11 year,ews
0,2,3,0,1,0,1,0,3,5,0,1,1,1,3,1,1,22,1,7,0.4375,male,Narmada,3-6 year,st
1,1,3,0,0,0,1,0,1,2,2,1,1,4,4,1,2,9,1,7,0.4375,male,Sabarkantha,6-8 year,sc
1,4,5,0,0,1,1,0,3,0,2,0,1,2,1,1,5,29,0,8,0.5,female,Modasa,14-18 year,ews
0,3,7,0,0,0,1,0,5,4,1,1,0,4,3,0,5,2,0,3,0.1875,female,Mehsana,14-18 year,general
0,4,1,0,0,0,1,0,4,2,1,0,1,1,4,1,4,21,1,5,0.3125,male,Navsari,11-14 year,ews
0,4,2,0,1,0,0,0,5,5,0,1,1,4,3,1,1,11,0,5,0.3125,female,Junagadh,3-6 year,ews
0,3,7,0,0,0,0,0,2,5,1,1,1,1,1,1,5,33,1,4,0.25,male,Lunavada,14-18 year,general
0,3,2,0,0,1,0,0,2,1,2,0,0,4,3,1,5,3,1,3,0.1875,male,Rajkot,14-18 year,general
0,3,3,0,0,0,1,0,4,5,1,0,0,4,4,1,2,22,1,4,0.25,male,Narmada,6-8 year,general
0,2,1,1,0,0,0,0,1,2,0,1,0,3,4,1,1,22,1,8,0.5,male,Narmada,3-6 year,st
0,2,5,0,1,0,0,1,0,0,0,1,1,4,4,1,1,9,1,11,0.6875,male,Sabarkantha,3-6 year,st
0,3,1,0,0,1,0,0,0,1,0,1,1,4,2,1,1,7,0,8,0.5,female,Kheda,3-6 year,general
0,1,5,0,1,1,0,0,1,1,0,1,1,3,2,1,4,11,0,9,0.5625,female,Junagadh,11-14 year,sc
0,2,6,0,0,0,1,0,1,2,2,1,1,2,1,0,2,12,0,5,0.3125,female,Kutch,6-8 year,st
0,3,1,0,1,0,1,0,5,4,0,0,1,4,3,0,3,33,1,6,0.375,male,Lunavada,8-11 year,general
0,1,4,0,1,0,1,1,2,5,1,0,1,2,4,1,3,31,0,8,0.5,female,Botad,8-11 year,sc
0,2,2,1,0,0,1,1,0,5,2,0,1,4,3,1,2,24,1,7,0.4375,male,Patan,6-8 year,st
1,3,2,0,1,0,1,1,5,2,1,1,1,2,1,1,1,7,1,9,0.5625,male,Kheda,3-6 year,general
0,1,6,1,0,0,1,0,4,3,2,0,0,3,4,1,1,13,0,6,0.375,female,Surendranagar,3-6 year,sc
0,2,2,0,0,0,1,0,2,2,0,0,1,1,1,0,5,18,0,4,0.25,female,Gandhinagar,14-18 year,st
1,1,2,1,1,0,1,0,5,3,2,1,1,3,1,1,1,9,0,9,0.5625,female,Sabarkantha,3-6 year,sc
0,1,3,0,0,0,1,0,2,5,2,0,1,4,1,0,5,26,1,3,0.1875,male,Vyara,14-18 year,sc
0,1,4,1,0,0,0,0,4,2,2,1,1,1,2,1,4,20,1,5,0.3125,male,Dahod,11-14 year,sc
0,3,2,0,0,0,1,0,1,4,1,1,1,2,1,1,3,14,0,6,0.375,female,Amreli,8-11 year,general
0,2,1,0,1,0,1,0,5,4,0,0,1,4,3,1,2,6,1,7,0.4375,male,Vadodara,6-8 year,st
0,4,3,0,0,0,1,0,4,3,2,0,1,2,2,1,4,4,0,4,0.25,female,Bhavnagar,11-14 year,ews
1,1,7,0,0,0,1,0,2,4,0,0,1,4,1,0,2,28,1,5,0.3125,male,Aahwa,6-8 year,sc
0,3,5,0,1,0,1,0,4,2,2,1,1,4,2,1,4,14,0,7,0.4375,female,Amreli,11-14 year,general
1,2,6,0,0,0,1,0,4,2,2,1,1,2,4,1,2,17,1,8,0.5,male,Panchmahal,6-8 year,st
1,2,7,1,0,0,1,1,3,3,2,1,0,2,4,1,4,20,1,9,0.5625,male,Dahod,11-14 year,st
0,4,5,0,0,0,1,0,4,1,1,0,1,4,2,1,4,22,0,4,0.25,female,Narmada,11-14 year,ews
0,4,3,0,0,0,0,1,0,2,0,0,0,1,1,1,3,22,0,4,0.25,female,Narmada,8-11 year,ews
0,3,2,1,0,0,1,0,5,3,0,1,1,3,2,1,4,4,1,8,0.5,male,Bhavnagar,11-14 year,general
0,3,2,0,0,0,1,1,1,5,2,0,1,1,3,0,5,31,0,4,0.25,female,Botad,14-18 year,general
1,3,5,1,0,0,0,1,1,1,1,1,1,4,3,1,5,19,0,8,0.5,female,Bardoli,14-18 year,general
0,3,5,0,0,0,1,0,4,3,1,1,1,1,3,1,3,9,1,6,0.375,male,Sabarkantha,8-11 year,general
0,2,5,0,0,0,1,1,2,0,1,0,1,3,2,1,4,20,0,8,0.5,female,Dahod,11-14 year,st
0,3,4,0,1,0,0,1,2,0,2,1,1,1,4,0,3,12,0,7,0.4375,female,Kutch,8-11 year,general
0,2,5,0,0,0,0,0,2,5,2,1,1,4,4,1,4,8,1,6,0.375,male,Banaskantha,11-14 year,st
1,3,2,1,0,0,0,0,0,4,0,0,1,2,4,1,1,28,1,9,0.5625,male,Aahwa,3-6 year,general
0,4,5,0,0,0,0,1,2,0,2,1,1,4,4,1,3,19,0,7,0.4375,female,Bardoli,8-11 year,ews
1,1,7,0,0,0,0,0,4,4,1,0,0,1,2,1,1,6,1,3,0.1875,male,Vadodara,3-6 year,sc
0,3,5,0,0,0,1,1,3,5,1,0,1,4,3,0,4,2,0,5,0.3125,female,Mehsana,11-14 year,general
0,4,6,0,0,0,0,1,5,1,1,1,1,2,2,1,1,24,1,5,0.3125,male,Patan,3-6 year,ews
0,3,7,0,0,1,1,0,3,5,2,0,1,2,3,1,1,19,1,6,0.375,male,Bardoli,3-6 year,general
1,3,7,0,1,0,1,0,0,4,0,0,1,2,2,1,3,10,1,9,0.5625,male,Jamnagar,8-11 year,general
0,2,1,0,0,0,0,1,0,3,1,1,0,1,3,1,2,10,0,6,0.375,female,Jamnagar,6-8 year,st
1,1,4,0,1,0,1,0,4,5,1,0,1,1,4,0,2,16,1,6,0.375,male,Bharuch,6-8 year,sc
0,3,4,1,0,0,1,0,1,4,1,0,1,3,1,1,3,24,0,6,0.375,female,Patan,8-11 year,general
0,2,1,1,0,1,1,0,1,4,0,1,1,4,4,1,5,17,1,10,0.625,male,Panchmahal,14-18 year,st
0,4,3,0,0,0,0,0,1,2,2,1,1,2,3,1,3,20,1,4,0.25,male,Dahod,8-11 year,ews
1,3,1,1,0,0,1,0,4,1,2,1,1,2,3,1,2,28,0,9,0.5625,female,Aahwa,6-8 year,general
0,4,2,0,0,0,1,0,4,2,0,0,1,3,3,1,1,21,0,5,0.3125,female,Navsari,3-6 year,ews
0,2,4,0,1,0,1,0,4,2,1,0,1,1,3,1,3,32,1,5,0.3125,male,Chhota_Udepur,8-11 year,st
0,2,2,1,0,0,1,1,5,5,1,0,1,1,3,1,4,5,1,6,0.375,male,Surat,11-14 year,st
0,3,4,0,0,0,1,0,3,3,1,0,1,2,1,1,5,20,0,5,0.3125,female,Dahod,14-18 year,general
0,4,3,0,0,0,1,1,4,0,0,1,1,1,1,1,1,30,0,7,0.4375,female,Veraval,3-6 year,ews
0,2,4,0,1,0,1,0,2,5,1,1,1,1,2,0,3,23,0,5,0.3125,female,Anand,8-11 year,st
0,2,6,1,0,0,0,1,5,2,1,0,1,3,3,1,1,32,1,6,0.375,male,Chhota_Udepur,3-6 year,st
0,4,7,0,0,0,0,0,1,2,0,1,1,3,2,0,2,21,0,4,0.25,female,Navsari,6-8 year,ews
0,2,1,1,0,1,1,1,4,5,1,0,1,4,2,1,5,28,1,8,0.5,male,Aahwa,14-18 year,st
0,3,1,1,0,1,1,0,3,3,2,1,1,3,2,1,4,24,0,9,0.5625,female,Patan,11-14 year,general
0,4,7,1,0,0,1,0,3,0,1,1,0,4,1,1,3,29,1,5,0.3125,male,Modasa,8-11 year,ews
1,3,2,1,0,0,1,0,5,4,0,0,1,2,4,1,5,3,1,9,0.5625,male,Rajkot,14-18 year,general
0,4,3,0,0,0,0,0,4,2,2,1,0,4,4,1,2,12,0,3,0.1875,female,Kutch,6-8 year,ews
0,2,7,1,0,0,1,0,4,0,1,0,0,3,4,1,4,31,0,7,0.4375,female,Botad,11-14 year,st
0,4,7,1,0,0,1,0,4,1,1,1,1,4,2,1,4,6,0,5,0.3125,female,Vadodara,11-14 year,ews
0,1,6,0,0,0,1,0,5,4,0,0,1,4,4,1,5,21,0,6,0.375,female,Navsari,14-18 year,sc
0,4,1,1,0,1,1,1,0,2,0,1,1,1,3,1,5,29,0,10,0.625,female,Modasa,14-18 year,ews
1,3,2,0,1,0,1,0,4,1,1,0,0,3,2,1,4,28,1,6,0.375,male,Aahwa,11-14 year,general
0,2,2,0,0,0,1,0,4,2,0,0,1,3,1,1,4,1,1,6,0.375,male,Ahmedabad,11-14 year,st
1,3,1,0,1,1,0,0,0,2,0,0,1,1,2,0,3,5,0,8,0.5,female,Surat,8-11 year,general
0,3,6,1,0,1,1,1,0,2,0,0,1,1,3,1,3,10,0,9,0.5625,female,Jamnagar,8-11 year,general
0,4,3,1,0,1,1,0,4,4,2,1,1,4,2,1,5,24,0,6,0.375,female,Patan,14-18 year,ews
0,2,5,0,0,0,1,0,3,3,0,1,1,2,2,1,1,23,1,8,0.5,male,Anand,3-6 year,st
0,1,2,0,1,0,0,0,0,0,2,1,1,2,3,1,4,23,0,8,0.5,female,Anand,11-14 year,sc
0,2,2,0,0,0,1,0,4,4,1,0,1,2,2,1,5,21,0,5,0.3125,female,Navsari,14-18 year,st
0,3,4,0,0,0,1,0,2,1,1,0,1,2,1,1,3,23,1,5,0.3125,male,Anand,8-11 year,general
0,4,6,0,0,1,1,0,0,1,1,0,1,4,2,1,1,9,0,5,0.3125,female,Sabarkantha,3-6 year,ews
0,1,4,0,1,0,0,0,2,0,2,0,1,2,3,1,4,4,1,6,0.375,male,Bhavnagar,11-14 year,sc
0,4,4,1,0,1,1,0,0,3,1,1,1,3,3,1,4,12,1,8,0.5,male,Kutch,11-14 year,ews
0,1,1,1,0,1,0,0,2,4,1,0,1,1,4,1,1,4,1,7,0.4375,male,Bhavnagar,3-6 year,sc
0,1,5,0,1,0,1,0,3,1,1,1,1,3,3,1,4,14,1,8,0.5,male,Amreli,11-14 year,sc
0,3,7,0,0,0,1,0,3,3,1,0,0,4,1,1,4,4,0,3,0.1875,female,Bhavnagar,11-14 year,general
0,2,1,0,0,0,1,0,1,0,1,0,1,1,4,1,1,30,1,7,0.4375,male,Veraval,3-6 year,st
0,3,4,0,0,1,0,0,1,3,1,1,0,4,4,1,4,14,1,5,0.3125,male,Amreli,11-14 year,general
0,3,7,0,0,0,1,0,0,0,2,0,1,4,4,1,5,26,0,7,0.4375,female,Vyara,14-18 year,general
0,3,6,0,0,0,1,0,5,2,1,1,0,1,2,1,5,13,0,4,0.25,female,Surendranagar,14-18 year,general
0,4,4,0,0,1,0,0,2,0,0,1,1,1,4,1,2,19,1,7,0.4375,male,Bardoli,6-8 year,ews
0,4,1,0,1,0,1,0,4,4,2,0,1,1,1,1,4,21,0,5,0.3125,female,Navsari,11-14 year,ews
0,3,6,0,1,1,0,0,3,2,2,1,0,1,3,1,5,18,0,5,0.3125,female,Gandhinagar,14-18 year,general
1,4,6,0,0,1,1,0,1,0,1,0,1,4,1,1,4,8,0,6,0.375,female,Banaskantha,11-14 year,ews
1,4,2,0,1,1,0,0,0,4,1,1,1,4,1,1,3,33,1,7,0.4375,male,Lunavada,8-11 year,ews
0,2,6,0,0,1,0,1,0,5,2,1,1,4,1,1,2,4,0,7,0.4375,female,Bhavnagar,6-8 year,st
1,4,2,0,1,0,0,0,1,2,2,0,1,3,1,1,5,24,0,5,0.3125,female,Patan,14-18 year,ews
0,3,2,0,0,0,1,0,3,0,0,0,1,3,4,0,4,15,1,7,0.4375,male,Valsad,11-14 year,general
0,3,6,0,0,1,1,0,4,0,2,0,1,3,3,1,2,4,1,7,0.4375,male,Bhavnagar,6-8 year,general
0,3,6,0,0,0,1,1,1,4,2,0,1,1,3,1,5,23,0,5,0.3125,female,Anand,14-18 year,general
0,3,1,0,1,0,1,0,5,0,0,0,1,4,1,0,2,6,0,7,0.4375,female,Vadodara,6-8 year,general
1,4,3,0,0,0,1,0,2,5,1,0,1,3,1,1,1,9,1,5,0.3125,male,Sabarkantha,3-6 year,ews
0,1,4,0,0,0,0,0,0,1,0,1,1,2,3,1,1,3,1,7,0.4375,male,Rajkot,3-6 year,sc
1,4,5,0,0,1,1,0,3,3,2,1,1,4,1,1,2,31,1,7,0.4375,male,Botad,6-8 year,ews
0,1,7,0,0,0,1,0,0,5,0,0,1,1,2,0,3,28,0,5,0.3125,female,Aahwa,8-11 year,sc
0,1,2,0,1,0,1,1,2,3,2,0,0,3,2,1,4,20,0,6,0.375,female,Dahod,11-14 year,sc
0,3,2,0,0,0,1,1,2,1,0,1,1,2,2,1,1,26,1,8,0.5,male,Vyara,3-6 year,general
0,1,6,1,0,0,1,0,4,5,1,0,1,3,4,1,5,15,0,7,0.4375,female,Valsad,14-18 year,sc
0,3,7,1,0,0,1,0,4,0,0,0,1,4,4,1,4,6,0,8,0.5,female,Vadodara,11-14 year,general
0,2,3,0,1,0,1,0,0,0,0,1,1,1,2,1,3,15,1,9,0.5625,male,Valsad,8-11 year,st
0,4,4,0,0,1,1,0,3,0,1,0,1,2,3,1,2,32,1,6,0.375,male,Chhota_Udepur,6-8 year,ews
1,4,7,0,0,0,1,0,2,2,1,1,1,1,4,1,3,13,1,6,0.375,male,Surendranagar,8-11 year,ews
0,1,2,0,1,0,1,0,1,0,1,1,1,4,2,0,3,6,0,6,0.375,female,Vadodara,8-11 year,sc
0,4,3,0,0,0,1,0,4,4,1,0,1,1,1,1,2,15,0,3,0.1875,female,Valsad,6-8 year,ews
1,2,1,0,0,0,1,0,3,2,2,1,1,3,2,1,4,29,0,8,0.5,female,Modasa,11-14 year,st
0,1,6,0,0,0,1,0,3,1,1,1,1,1,2,1,1,27,1,5,0.3125,male,Ahmedabad_East,3-6 year,sc
0,1,7,0,1,0,0,0,5,4,2,1,0,4,2,1,2,29,0,4,0.25,female,Modasa,6-8 year,sc
0,1,1,0,1,1,1,0,2,5,1,0,1,1,4,1,1,25,0,8,0.5,female,Porbander,3-6 year,sc
1,3,6,0,0,0,1,0,5,4,1,0,1,1,3,1,5,27,1,5,0.3125,male,Ahmedabad_East,14-18 year,general
0,1,6,0,0,1,0,0,1,5,1,1,1,2,2,1,5,19,0,6,0.375,female,Bardoli,14-18 year,sc
0,4,5,0,0,0,1,1,0,4,0,0,1,3,2,0,2,16,0,7,0.4375,female,Bharuch,6-8 year,ews
0,3,7,0,0,0,1,0,5,1,2,0,1,2,3,1,2,25,0,5,0.3125,female,Porbander,6-8 year,general
0,1,1,1,0,0,1,0,5,0,2,0,1,1,2,1,1,20,0,7,0.4375,female,Dahod,3-6 year,sc
0,1,5,0,0,0,1,0,1,3,2,1,1,4,4,1,5,32,0,7,0.4375,female,Chhota_Udepur,14-18 year,sc
0,1,5,0,0,1,1,0,4,0,2,1,1,3,2,1,2,9,1,9,0.5625,male,Sabarkantha,6-8 year,sc
0,2,7,0,0,0,1,0,5,2,2,1,0,1,1,1,3,31,0,4,0.25,female,Botad,8-11 year,st
0,4,1,0,0,0,1,0,4,5,2,1,1,1,3,0,2,1,0,4,0.25,female,Ahmedabad,6-8 year,ews
0,2,7,1,0,0,1,1,1,4,1,0,1,2,2,1,4,32,1,7,0.4375,male,Chhota_Udepur,11-14 year,st
0,4,1,0,1,1,1,0,4,1,1,0,1,1,3,1,4,21,0,6,0.375,female,Navsari,11-14 year,ews
0,4,5,1,0,0,0,0,0,3,2,0,1,1,1,1,5,12,1,5,0.3125,male,Kutch,14-18 year,ews
0,3,2,0,1,0,1,0,5,5,2,1,1,3,1,1,5,18,0,7,0.4375,female,Gandhinagar,14-18 year,general
0,1,7,0,0,1,1,0,4,0,1,0,0,3,1,1,5,2,0,6,0.375,female,Mehsana,14-18 year,sc
0,2,3,0,1,0,0,0,0,0,0,1,1,2,2,1,5,9,1,9,0.5625,male,Sabarkantha,14-18 year,st
0,1,7,0,1,1,1,0,5,5,2,0,1,1,3,1,3,23,0,6,0.375,female,Anand,8-11 year,sc
0,4,5,0,0,0,1,0,1,3,0,0,0,1,4,1,5,16,1,5,0.3125,male,Bharuch,14-18 year,ews
0,1,1,0,0,0,1,0,5,5,0,1,1,3,2,1,5,22,1,8,0.5,male,Narmada,14-18 year,sc
0,1,2,0,0,0,0,0,0,3,2,0,1,4,3,1,3,20,1,4,0.25,male,Dahod,8-11 year,sc
1,3,6,1,0,0,1,0,5,0,2,1,0,4,3,1,4,29,1,7,0.4375,male,Modasa,11-14 year,general
0,3,1,0,0,1,1,0,0,1,1,1,1,2,3,0,5,15,1,8,0.5,male,Valsad,14-18 year,general
0,3,3,1,0,0,0,0,0,0,2,1,0,1,3,1,4,21,0,6,0.375,female,Navsari,11-14 year,general
0,4,5,0,0,1,1,0,4,4,0,0,1,1,2,1,2,17,0,6,0.375,female,Panchmahal,6-8 year,ews
0,4,2,1,0,0,1,0,0,3,2,1,0,1,1,1,5,6,1,5,0.3125,male,Vadodara,14-18 year,ews
0,2,1,0,0,0,0,0,3,0,2,0,1,2,4,0,3,16,1,6,0.375,male,Bharuch,8-11 year,st
0,1,1,0,0,0,1,0,1,3,0,0,1,4,3,1,3,18,0,6,0.375,female,Gandhinagar,8-11 year,sc
0,3,1,0,0,1,0,0,3,4,2,0,1,3,3,1,2,1,1,6,0.375,male,Ahmedabad,6-8 year,general
0,1,7,1,0,0,1,0,2,3,2,1,1,1,2,1,5,11,0,6,0.375,female,Junagadh,14-18 year,sc
0,3,3,0,0,0,1,0,1,1,1,1,1,2,1,1,1,32,0,6,0.375,female,Chhota_Udepur,3-6 year,general
0,1,7,0,0,0,0,0,5,0,2,1,1,1,2,1,5,23,0,5,0.3125,female,Anand,14-18 year,sc
1,4,7,0,0,0,0,1,3,4,0,0,0,2,3,1,1,19,0,5,0.3125,female,Bardoli,3-6 year,ews
0,4,4,0,0,0,1,0,4,4,1,1,0,1,4,1,1,12,0,4,0.25,female,Kutch,3-6 year,ews
0,4,6,0,0,1,1,0,0,5,0,1,0,2,2,1,3,15,1,7,0.4375,male,Valsad,8-11 year,ews
0,3,2,0,1,0,1,0,5,4,2,1,1,1,3,1,5,9,1,6,0.375,male,Sabarkantha,14-18 year,general
0,1,6,0,0,0,1,0,2,1,0,0,1,1,3,1,5,28,1,5,0.3125,male,Aahwa,14-18 year,sc
0,1,7,1,0,0,1,1,4,1,1,0,0,3,1,1,2,12,0,6,0.375,female,Kutch,6-8 year,sc
1,4,4,0,0,0,0,0,3,1,1,0,1,2,1,1,5,20,0,4,0.25,female,Dahod,14-18 year,ews
0,3,4,1,0,1,1,0,4,2,1,1,1,3,1,1,2,2,0,8,0.5,female,Mehsana,6-8 year,general
0,2,5,0,1,0,1,0,2,3,2,0,0,2,3,1,3,5,0,6,0.375,female,Surat,8-11 year,st
0,2,2,0,0,1,0,0,5,3,0,1,1,2,4,1,3,26,1,8,0.5,male,Vyara,8-11 year,st
0,1,4,0,0,1,1,0,0,1,1,1,1,4,2,1,1,4,1,7,0.4375,male,Bhavnagar,3-6 year,sc
0,4,1,0,0,1,1,0,1,3,2,0,1,4,4,1,2,7,0,6,0.375,female,Kheda,6-8 year,ews
0,1,2,0,0,0,1,0,4,5,1,0,1,4,2,1,2,16,1,4,0.25,male,Bharuch,6-8 year,sc
0,1,6,0,1,1,1,1,4,5,0,0,1,1,4,0,2,29,1,8,0.5,male,Modasa,6-8 year,sc
0,1,2,0,0,0,0,0,0,0,0,0,1,3,3,1,3,33,1,7,0.4375,male,Lunavada,8-11 year,sc
