,Gender,Age,Orphan,state,PinCode,mother_tongue,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,pwd,out_of_school_child,dropped_continued,mother's_qualification,father's_qualification,mother's_occupation,father's_occupation,debt,family_annual_income,no_of_children,academic_stream,status_in_previous_year,appreared_previous_exam,results_in_previous_year_type,mental_issues,drug_addiction ,label
699,0,17,0,2,294110,0,2,3,0,1,0,1,1,0,4,5,1,0,0,2,2,5,1,1,3,1,1,5
700,1,21,0,31,494478,1,2,3,1,0,0,1,1,0,2,4,0,0,0,1,2,2,2,0,1,1,1,3
701,1,17,0,20,810731,1,3,5,0,0,1,1,0,0,2,0,0,1,0,2,2,4,1,1,4,1,0,6
702,1,15,0,6,289677,0,1,2,1,1,0,1,0,1,4,3,0,1,1,1,3,5,4,1,3,1,1,8
703,0,17,0,4,810706,1,4,4,0,0,0,1,1,0,0,1,0,0,1,0,2,3,1,0,1,1,0,4
704,0,21,0,14,156391,0,2,1,0,0,0,0,0,0,3,5,1,1,1,2,3,5,1,1,2,0,1,6
705,1,15,1,27,775329,0,3,4,1,1,1,1,0,1,1,4,1,0,1,1,2,2,2,0,3,0,0,7
706,0,18,0,28,355269,1,4,1,1,0,0,0,0,0,5,0,1,0,1,2,2,3,3,0,1,0,0,5
707,1,21,0,13,964637,1,3,2,1,0,0,1,1,1,5,0,1,1,1,2,2,5,5,1,2,0,1,7
708,0,18,0,26,498693,1,1,5,1,0,0,0,1,0,4,0,0,1,0,2,2,5,2,0,2,0,0,6
709,0,19,1,20,450796,0,2,3,1,1,0,0,0,1,3,0,1,0,1,1,3,2,4,1,3,0,0,8
710,0,16,0,17,584940,1,3,2,0,1,0,1,0,0,5,2,0,1,0,1,2,2,3,0,3,1,0,5
711,1,16,1,15,271937,0,2,6,0,0,0,1,1,0,3,4,1,1,1,1,3,2,5,0,2,0,1,5
712,0,17,1,15,841664,0,1,3,1,0,0,0,0,1,0,5,1,0,1,0,2,2,5,1,2,0,1,7
713,0,21,0,1,438749,0,2,2,0,0,1,1,1,0,5,2,1,1,0,1,2,1,1,0,4,0,1,4
714,0,14,0,23,168790,1,4,6,1,1,0,1,1,0,4,4,0,1,1,1,3,4,1,1,4,1,1,5
715,0,14,1,32,631541,1,3,3,1,1,1,0,0,0,3,2,0,0,1,2,2,3,5,1,1,0,0,5
716,0,20,0,31,431597,0,2,7,0,0,0,1,0,0,0,1,0,1,0,0,3,1,5,1,2,0,1,5
717,0,19,0,13,438012,0,4,1,0,0,1,1,1,0,4,0,0,0,0,0,2,1,4,1,4,1,1,6
718,0,15,1,25,596439,1,4,1,1,1,0,0,0,0,5,5,0,0,0,1,2,3,1,0,4,0,0,3
719,1,14,0,33,735881,0,3,7,0,0,0,0,1,0,2,4,1,0,1,2,2,4,2,0,4,0,1,3
720,1,20,0,9,204059,0,1,3,1,1,0,1,1,1,3,0,1,1,1,0,3,5,5,1,4,1,0,9
721,1,16,0,24,723428,0,4,4,0,0,1,1,0,0,0,2,1,0,1,1,3,1,3,0,3,0,0,5
722,0,14,0,29,655020,0,2,1,1,0,1,1,1,0,4,4,0,0,1,2,2,1,3,1,3,0,0,6
723,1,21,0,6,118098,1,2,2,0,0,1,0,1,0,1,3,0,1,1,0,3,5,2,0,2,0,0,6
724,0,14,0,17,746233,1,3,6,1,1,1,1,0,1,2,5,0,0,1,0,3,4,1,0,4,1,1,7
725,0,21,0,29,387595,1,3,6,0,0,0,1,0,0,2,1,0,0,0,0,2,2,2,0,3,1,0,4
726,0,15,0,14,146341,0,2,3,0,1,1,1,1,0,3,2,0,0,1,2,2,4,5,0,1,1,1,5
727,1,14,0,15,661603,1,2,7,0,0,0,0,0,0,5,3,1,0,1,1,2,4,1,1,4,1,0,4
728,1,14,0,19,121982,0,3,1,1,1,1,1,0,1,1,1,1,1,0,1,2,5,5,0,2,1,1,9
729,0,21,1,32,432127,0,3,2,1,0,0,0,1,0,3,0,0,0,0,0,2,2,4,1,3,0,0,6
730,1,19,0,33,487302,0,2,6,1,0,0,1,0,1,4,0,1,1,1,2,2,2,3,0,4,1,1,7
731,1,14,0,30,648639,0,1,2,0,1,1,1,0,0,3,3,0,0,0,1,2,5,1,1,4,1,1,4
732,1,16,0,21,564462,1,1,4,1,1,1,0,1,1,5,1,1,1,1,1,3,5,5,0,2,0,0,8
733,1,14,0,24,615370,0,1,3,1,0,0,1,1,0,2,1,0,0,1,2,2,2,4,1,3,1,0,6
734,1,19,1,31,934905,0,2,3,0,1,0,0,0,0,3,0,1,0,1,1,3,2,1,1,2,0,0,6
735,1,18,0,23,369781,1,3,3,0,0,1,1,1,0,5,4,0,1,0,1,2,1,2,1,1,1,1,4
736,0,19,0,2,187755,1,3,6,1,0,0,1,1,0,5,4,0,0,1,1,3,3,1,0,3,1,0,5
737,0,20,0,30,922712,0,2,7,0,1,1,1,1,1,4,1,0,1,1,2,2,3,1,0,3,1,1,7
738,0,17,0,1,226698,0,1,6,0,1,1,1,1,1,3,0,1,1,0,1,2,4,5,1,2,0,1,7
739,0,17,0,18,733863,0,4,3,1,0,0,0,1,0,4,3,0,0,0,0,3,1,1,1,3,1,0,4
740,0,18,0,3,154650,1,4,3,0,1,1,0,0,1,5,2,1,1,1,0,3,3,3,0,3,1,0,8
741,1,17,0,29,734800,0,4,5,0,0,0,0,0,0,4,5,0,0,0,1,3,4,2,0,1,1,0,2
742,0,15,0,27,949171,1,3,2,0,0,0,1,1,0,5,1,0,1,1,0,2,5,2,0,4,1,0,5
743,0,14,1,31,763111,0,2,3,0,0,1,1,0,0,4,2,1,0,1,1,3,4,1,1,2,1,1,6
744,0,14,0,23,939888,1,4,3,1,1,0,0,0,0,4,4,0,0,1,1,2,4,5,0,1,1,0,4
745,1,20,0,28,561548,0,3,1,0,0,0,1,0,0,3,1,0,1,1,1,3,2,4,0,1,1,0,6
746,0,21,1,25,162775,1,4,4,1,1,1,0,1,0,2,2,0,1,1,0,3,3,2,0,4,0,0,6
747,1,16,0,5,998048,0,2,6,1,1,0,1,0,1,4,2,0,1,1,0,2,2,4,1,2,0,0,8
748,0,15,1,28,558284,1,1,3,1,1,1,1,0,1,0,4,1,1,0,1,3,5,2,0,1,1,1,8
749,1,20,0,7,141217,0,2,3,0,1,0,1,1,0,5,0,1,1,0,0,2,3,5,0,1,0,0,6
750,0,16,0,27,500615,0,3,6,0,0,0,0,1,0,1,3,0,0,0,1,2,5,4,0,2,1,1,4
751,1,20,0,14,337575,1,4,5,1,1,0,0,0,0,1,3,0,0,0,1,3,5,1,1,1,0,1,3
752,0,15,0,19,662681,1,4,6,0,1,0,0,0,0,1,1,0,1,0,0,3,5,4,1,3,0,1,5
753,1,18,0,18,774164,1,1,1,1,0,1,0,0,0,2,5,0,0,1,0,2,3,1,1,4,0,0,6
754,0,20,1,18,896212,1,1,6,1,1,1,0,1,0,3,5,1,0,0,1,3,4,1,1,1,1,1,6
755,1,18,0,17,368298,0,3,2,1,0,1,0,1,0,5,3,0,0,1,1,3,4,2,0,3,0,0,5
756,1,18,0,21,813427,0,2,2,1,0,1,0,0,0,3,3,0,0,1,0,3,3,5,0,4,0,0,5
757,0,20,0,16,303406,1,3,2,0,0,0,1,0,0,5,5,0,1,0,0,3,5,1,1,1,1,0,4
758,0,15,0,18,839681,0,1,5,1,0,1,0,1,0,3,5,1,0,0,1,2,3,5,1,1,0,1,5
759,0,19,0,1,682477,1,3,5,1,0,0,1,1,0,4,2,1,0,0,0,2,2,3,0,3,0,0,6
760,1,15,0,24,534406,0,2,4,1,1,1,1,1,1,5,2,1,0,1,1,2,4,4,1,4,1,0,8
761,1,16,0,20,613334,1,1,2,1,1,1,1,0,0,4,0,0,0,0,2,3,1,5,1,1,1,1,6
762,1,17,0,4,166679,1,3,7,1,0,0,1,1,0,4,0,0,1,0,0,2,3,2,1,3,0,0,6
763,1,17,0,6,157064,0,1,2,0,0,0,0,1,0,3,3,1,0,0,0,3,2,3,1,3,1,1,5
764,1,17,0,2,556271,1,1,3,1,0,0,0,0,0,0,3,0,0,0,1,2,4,5,1,4,0,1,3
765,0,21,1,32,115997,1,4,1,1,1,0,0,1,1,4,2,1,1,1,1,2,2,3,1,3,0,1,7
766,0,19,0,31,517320,0,3,4,1,1,1,0,0,1,5,2,0,1,0,0,2,3,3,1,3,0,0,7
767,0,16,0,7,667161,1,4,7,1,1,1,1,1,1,3,0,1,1,1,1,3,5,1,0,1,1,0,8
768,0,18,1,30,238647,0,1,3,0,0,1,1,0,0,0,5,0,0,1,2,2,1,5,0,3,0,0,5
769,0,14,1,31,542493,1,1,3,1,0,0,0,1,0,5,5,1,0,1,2,2,2,1,1,4,0,0,4
770,0,21,0,31,985027,1,3,1,0,0,1,0,1,0,3,5,0,1,0,1,2,5,1,1,3,0,1,5
771,1,21,0,6,791433,1,2,6,1,1,1,1,0,1,4,5,0,1,0,0,3,4,5,1,2,0,1,7
772,0,18,1,15,893136,0,1,7,0,0,1,1,0,0,3,2,0,0,0,1,2,5,4,1,1,0,0,3
773,0,18,1,4,677270,0,2,4,1,0,1,1,1,1,3,0,0,0,1,0,2,1,3,0,4,1,1,7
774,1,21,0,2,219256,1,4,1,1,0,0,1,1,0,3,5,1,1,1,2,3,2,1,1,2,0,0,6
775,1,14,1,3,623448,1,1,3,1,1,1,0,1,1,0,5,1,1,0,1,2,3,1,1,3,1,0,9
776,0,14,0,8,153391,1,3,7,1,1,0,0,1,1,0,5,1,1,1,0,2,2,1,1,1,0,0,8
777,0,17,0,4,799067,1,1,7,1,0,1,1,0,0,1,5,1,1,0,2,3,1,2,1,4,1,1,6
778,1,20,0,18,128814,1,3,1,0,1,1,0,1,0,4,1,1,0,0,2,2,5,5,0,1,1,1,6
779,0,20,0,25,164859,1,3,2,0,1,1,0,1,1,5,4,1,1,1,2,3,3,3,1,4,1,1,7
780,0,21,0,11,213070,1,3,6,1,1,1,1,0,1,4,1,1,1,1,0,2,1,3,1,2,1,1,10
781,1,19,0,19,523597,0,2,6,1,1,0,0,0,1,1,0,0,1,0,0,3,4,4,1,2,0,1,8
782,0,18,1,23,354196,1,3,6,1,0,1,1,1,0,3,4,0,0,0,1,3,5,2,1,4,1,0,4
783,1,21,0,4,721703,1,1,3,0,1,0,0,0,1,0,0,1,0,1,1,2,3,1,1,2,1,1,8
784,1,17,1,24,676886,0,4,2,1,1,0,1,0,0,1,4,1,0,1,0,2,5,1,0,4,0,1,5
785,0,19,0,22,368965,1,1,1,0,0,1,0,0,1,2,3,1,0,1,0,2,4,4,1,3,0,0,8
786,1,18,0,33,949080,1,2,3,0,1,1,0,0,0,5,5,1,0,0,2,3,2,1,0,4,0,1,4
787,1,16,0,28,142591,1,1,5,1,1,0,0,1,0,4,1,0,0,0,2,2,3,5,0,3,1,0,6
788,0,14,1,21,500065,0,2,5,0,1,1,0,1,1,2,4,1,1,1,2,3,3,3,1,2,0,0,8
789,1,21,0,5,796247,0,4,6,1,1,1,0,0,1,2,1,1,1,1,0,2,4,1,0,1,0,1,7
790,0,16,0,30,788369,1,4,6,1,0,1,1,0,1,0,0,0,1,1,1,2,5,1,1,3,0,1,7
791,0,19,0,11,182887,0,1,4,0,1,0,0,1,0,1,0,1,0,0,1,2,1,3,1,3,0,1,5
792,0,18,0,18,138193,0,1,2,0,1,0,1,0,0,1,2,0,1,0,1,2,4,4,0,3,1,1,6
793,1,17,0,30,159049,1,3,4,1,0,1,1,1,0,3,0,0,0,1,0,2,1,5,1,1,0,1,6
794,0,19,0,31,436296,1,4,1,0,1,1,1,1,0,4,4,0,1,1,1,3,3,4,1,4,0,0,6
795,0,17,0,8,418732,1,1,2,0,0,0,1,0,0,4,3,0,0,1,0,3,1,1,0,1,1,0,4
796,0,14,1,14,815028,1,3,1,0,0,1,1,1,1,5,4,1,1,0,1,2,2,2,1,2,1,0,7
797,1,15,0,23,927330,0,4,4,0,0,1,1,0,0,0,0,1,0,1,1,3,3,1,1,2,0,0,6
798,1,16,0,25,785417,0,3,4,0,0,0,1,1,0,0,2,1,1,0,2,2,2,5,0,4,1,0,5
799,0,18,0,28,635641,0,2,3,0,0,0,1,0,0,2,2,1,0,1,0,2,1,1,0,4,1,0,5
800,1,16,0,24,962564,0,4,2,0,0,1,1,1,0,1,5,1,0,0,1,3,1,1,0,3,1,1,4
801,1,15,0,33,843262,0,1,4,0,1,1,1,1,1,0,5,1,1,1,2,3,1,4,0,3,1,0,10
802,0,15,0,7,271170,1,3,2,0,1,1,1,1,0,4,4,1,1,0,1,2,1,5,0,3,0,1,6
803,1,15,0,25,922814,1,1,3,0,1,0,0,1,1,1,4,1,1,1,1,2,2,5,1,3,1,1,7
804,1,17,0,1,173212,0,3,4,0,0,1,1,0,0,3,2,0,0,1,0,3,3,1,1,2,1,0,6
805,0,14,0,23,320590,1,2,6,1,1,1,0,1,0,5,5,0,1,0,1,3,3,2,1,4,1,0,6
806,1,20,1,8,988439,1,2,1,1,0,1,1,1,1,3,5,1,1,1,2,2,2,2,0,2,0,1,8
807,1,18,1,21,260736,0,2,2,1,0,1,1,1,1,5,3,1,1,0,1,3,3,4,0,2,0,0,7
808,1,16,1,33,206234,0,4,6,1,0,0,0,0,0,3,1,1,0,0,1,3,5,4,0,1,0,1,3
809,0,16,0,26,302563,1,4,6,1,1,1,0,0,0,5,2,1,0,0,0,2,1,4,0,4,0,1,6
810,1,21,1,2,252682,0,4,5,0,0,1,0,0,0,5,3,0,1,0,2,3,2,1,0,3,0,1,4
811,1,20,0,26,418279,0,2,3,0,1,1,1,0,1,0,1,1,0,1,0,2,5,3,1,2,1,1,9
812,1,16,0,2,265019,1,1,4,0,0,0,0,1,0,2,3,1,0,1,2,3,1,4,1,1,1,1,5
813,0,19,0,24,391629,0,2,6,0,1,0,0,0,1,1,0,1,1,1,0,2,1,1,1,1,1,1,8
814,1,20,0,29,614322,1,4,2,0,1,1,0,0,0,4,5,0,0,1,0,2,4,5,1,4,0,0,4
815,0,18,0,14,254168,1,1,7,1,1,1,1,0,1,5,1,1,0,1,1,3,3,1,0,3,0,0,7
816,0,20,0,15,352984,0,4,1,0,1,1,0,0,1,3,0,0,0,1,2,2,2,4,1,3,1,1,8
817,1,18,0,1,245477,1,1,7,0,0,0,1,1,0,0,1,1,0,0,2,3,3,3,1,1,1,0,4
818,1,16,0,9,273482,1,3,5,1,0,1,0,0,1,5,5,0,1,1,0,2,3,4,0,3,0,0,9
819,0,18,0,2,490769,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,3,2,1,0,4,0,0,7
820,1,16,0,16,468078,0,3,2,0,1,1,1,1,0,4,2,0,1,0,2,3,3,1,1,1,0,0,4
821,0,18,0,3,665476,1,4,1,0,0,0,0,1,0,1,0,1,0,0,0,3,5,3,1,3,1,0,6
822,0,18,0,32,141625,0,1,7,0,1,0,0,0,0,1,2,0,1,0,1,3,1,2,1,4,1,1,4
823,0,14,0,11,917900,0,2,6,0,0,1,0,1,0,5,1,0,1,1,1,3,3,3,1,2,1,0,6
824,0,19,0,1,931507,1,4,7,0,0,1,1,0,0,3,2,1,1,0,0,2,3,3,0,4,1,0,5
825,0,17,0,1,707160,1,2,3,1,0,0,1,0,0,3,2,0,0,1,2,3,4,4,0,4,0,0,4
826,0,18,0,21,790565,0,1,1,0,1,0,0,0,1,5,3,0,1,1,0,3,5,5,1,2,1,1,8
827,1,17,0,9,346363,0,4,7,1,0,1,0,0,0,3,2,0,0,0,2,2,3,1,1,1,0,1,2
828,1,16,0,8,931872,1,4,6,0,0,0,0,1,0,5,1,1,1,1,2,3,2,4,0,4,0,1,4
829,1,21,1,30,629420,0,4,7,1,0,1,1,0,0,5,4,0,1,1,0,3,5,3,0,4,1,1,6
830,1,18,0,18,439924,0,1,4,0,1,0,1,0,0,2,2,0,0,0,2,3,5,2,1,2,0,0,3
831,1,19,0,19,465075,1,4,3,0,0,0,1,0,0,5,5,1,1,1,2,3,5,4,0,4,0,0,4
832,1,18,0,9,179265,1,3,7,0,0,0,0,1,0,2,3,0,0,1,0,2,3,5,0,3,1,0,5
833,0,20,0,28,458254,1,1,3,1,1,1,1,0,1,1,0,1,1,1,1,3,5,1,1,4,1,0,9
834,0,19,0,30,850257,1,4,4,1,1,1,1,1,1,0,4,0,1,0,0,2,1,4,1,2,1,1,9
835,0,19,0,14,951016,1,2,3,0,1,1,1,0,0,1,1,0,0,0,0,2,3,3,1,2,1,0,6
836,0,20,1,23,405038,0,1,3,1,0,1,1,0,1,3,1,1,0,1,2,2,3,4,0,3,1,0,8
837,1,18,1,28,594572,1,2,6,1,1,1,1,1,1,1,0,0,0,0,1,2,3,4,0,4,1,1,7
838,0,14,0,33,177411,1,2,3,0,1,0,0,0,0,1,5,0,0,0,2,2,2,1,0,4,0,0,2
839,1,14,0,5,959827,1,4,7,1,0,1,0,0,0,1,4,1,0,1,2,3,2,3,1,3,0,0,5
840,0,15,0,17,645208,0,2,3,0,1,0,1,0,0,3,1,1,1,1,0,3,1,5,0,1,0,1,6
841,1,14,0,7,243644,0,3,5,1,0,1,1,1,1,3,0,0,1,1,1,2,3,1,0,1,0,1,7
842,0,17,0,29,948755,0,2,3,0,0,1,1,0,0,4,2,0,0,0,1,3,5,5,0,2,0,0,3
843,0,20,0,23,820227,1,2,4,0,0,1,1,1,0,1,2,0,0,1,2,3,3,2,0,1,0,0,3
844,0,17,1,17,586590,0,2,3,1,0,0,1,1,0,1,1,0,1,0,2,2,2,5,0,2,0,1,4
845,0,15,0,9,375199,1,1,1,1,0,0,0,0,0,4,1,0,0,1,1,3,2,5,0,2,1,0,6
846,0,15,0,4,676913,1,4,2,0,1,1,0,1,0,3,0,0,1,0,0,2,5,2,1,4,1,1,6
847,0,20,0,33,256282,1,1,4,1,0,1,1,1,0,3,0,0,1,1,1,2,1,1,0,1,0,0,6
848,1,19,0,17,401485,0,3,5,1,0,1,1,0,1,5,0,1,0,0,1,2,3,1,0,3,0,0,7
849,0,17,0,7,660172,1,4,7,0,0,0,1,0,0,2,2,0,1,1,1,3,4,3,0,2,0,1,3
850,0,20,0,7,453926,0,2,2,1,0,0,0,0,1,1,5,1,1,1,0,3,5,1,0,3,0,1,7
851,0,16,1,31,656851,1,2,3,1,1,1,1,1,1,1,5,1,0,1,0,3,1,1,1,4,0,1,7
852,0,21,0,33,560092,1,1,5,0,0,0,1,1,0,2,3,1,0,1,2,2,4,5,0,1,0,1,4
853,0,18,0,33,150396,0,4,1,1,0,0,1,1,1,0,0,0,1,0,0,2,5,4,0,2,0,1,8
854,0,16,0,16,946000,1,4,4,1,1,0,0,1,0,2,2,0,1,0,1,2,5,4,0,1,0,0,4
855,0,14,0,5,579107,1,3,5,0,1,1,1,0,1,0,1,1,1,1,0,3,2,5,0,3,1,0,11
856,1,14,0,19,645400,1,3,7,1,0,1,0,1,0,0,4,0,0,1,1,2,2,2,0,1,1,0,6
857,1,18,0,16,926751,0,3,2,1,0,0,1,0,0,2,0,1,1,0,1,3,2,2,0,4,0,0,5
858,1,19,0,20,869598,1,2,6,0,0,1,1,1,1,1,0,0,1,1,0,3,2,5,1,3,0,1,7
859,0,18,0,19,479415,0,3,7,0,0,1,0,1,1,1,3,1,1,1,0,3,4,3,1,2,1,1,8
860,0,16,0,22,647604,1,1,7,0,0,1,0,1,0,4,0,0,0,0,1,3,3,1,1,2,0,0,4
861,0,15,0,15,983801,1,2,2,0,0,1,1,0,0,4,2,0,0,0,0,3,1,4,0,3,1,1,6
862,0,19,0,26,495781,0,2,2,0,1,1,1,1,0,3,2,1,0,0,2,2,2,5,0,2,0,0,5
863,0,15,1,13,610185,0,4,1,1,0,1,0,1,0,5,2,0,0,0,1,3,4,3,0,3,0,1,4
864,1,16,0,33,250642,0,4,5,1,0,1,0,1,0,1,3,0,0,0,0,3,5,4,1,3,0,0,6
865,1,21,0,25,578161,0,4,7,1,0,1,0,0,0,2,5,0,0,0,0,2,4,1,0,2,1,0,5
866,0,14,0,28,668058,0,3,6,0,0,0,0,1,1,1,4,1,1,1,0,2,3,4,0,4,1,0,7
867,1,18,0,16,661077,0,4,7,1,0,1,0,1,0,1,0,0,1,0,0,3,3,1,0,4,0,0,5
868,0,19,0,32,575732,0,2,7,1,0,0,1,0,0,5,1,1,0,0,0,3,4,3,0,3,0,0,5
869,0,15,0,2,921491,0,2,1,1,1,1,0,0,1,3,1,0,0,1,1,3,4,5,0,1,1,1,7
870,1,17,0,25,229628,1,4,2,1,1,0,0,1,1,2,1,1,1,1,0,3,4,4,0,4,0,1,7
871,0,15,0,22,390449,0,4,1,1,1,0,1,0,0,3,3,0,0,0,1,3,1,3,1,3,1,1,5
872,1,18,0,2,493481,1,1,4,0,1,0,0,1,0,3,4,0,1,1,2,2,2,3,1,2,1,0,6
873,0,15,0,29,113743,0,3,6,0,0,0,0,0,0,4,2,0,0,1,0,3,4,5,0,4,0,0,3
874,1,14,0,33,527545,1,2,7,1,1,0,1,0,0,2,3,0,1,0,2,3,4,5,0,1,0,0,4
875,1,17,1,26,743822,1,2,1,1,1,1,0,1,1,3,2,1,1,0,2,2,3,4,1,2,1,1,10
876,0,17,0,6,179502,0,3,1,1,0,0,0,0,0,1,2,1,0,1,2,2,4,5,1,2,0,1,6
877,0,18,0,8,588193,1,1,6,0,0,1,1,1,0,5,0,0,0,0,0,3,3,3,0,4,1,0,5
878,0,18,0,5,794203,1,4,4,1,0,0,0,0,0,3,4,0,1,0,0,3,3,3,0,3,1,0,5
879,0,20,1,13,568131,0,4,3,0,1,1,1,1,0,5,0,0,0,0,2,3,4,1,0,3,1,1,5
880,1,21,1,16,735186,1,4,2,0,0,0,1,0,0,0,2,1,0,0,2,2,1,2,1,4,1,0,3
881,0,21,0,8,410054,0,3,4,1,1,0,0,1,0,3,1,0,1,0,1,3,2,3,0,4,0,1,4
882,1,16,1,3,700440,0,3,1,1,1,1,1,0,1,2,1,1,1,0,1,2,5,4,1,3,0,0,9
883,1,14,1,22,781347,0,4,2,1,1,0,1,0,0,5,0,1,0,1,1,2,3,1,1,2,0,0,6
884,0,20,1,30,425298,0,1,1,1,0,0,0,0,0,0,4,1,0,1,1,3,1,3,1,1,0,1,6
885,0,14,0,16,424177,1,1,3,0,0,0,0,0,0,0,1,1,1,1,2,3,3,2,1,4,0,0,5
886,0,19,0,8,674016,0,3,4,1,1,0,1,0,0,1,3,0,0,0,2,3,5,4,0,3,1,1,6
887,1,17,1,17,857995,1,4,2,0,0,1,1,1,0,2,5,0,1,0,0,3,2,4,1,1,1,1,5
888,0,18,0,5,730790,1,1,3,1,1,0,1,0,0,1,4,1,1,0,2,3,4,2,1,4,1,1,6
889,0,14,0,29,928698,1,1,1,1,1,0,1,1,1,0,5,0,1,1,0,3,4,5,1,3,1,1,10
890,1,20,1,24,904523,1,4,4,0,0,1,0,0,0,0,5,1,1,1,2,2,5,3,1,4,1,1,6
891,0,14,0,5,408565,1,4,5,0,0,1,1,0,0,4,1,1,1,0,1,2,1,5,0,4,1,1,5
892,0,21,0,32,978555,0,4,3,1,0,0,1,0,0,2,1,0,1,1,2,3,5,1,0,2,0,1,4
893,1,19,0,21,371856,1,1,7,1,1,0,0,1,1,0,1,1,0,0,1,2,2,2,0,3,1,0,7
894,0,18,0,11,977452,0,4,2,1,1,1,1,0,1,5,0,0,1,1,1,2,1,1,0,2,0,1,7
895,1,14,1,3,131707,0,3,1,1,0,0,1,1,0,0,1,1,1,0,1,3,3,2,0,4,0,0,6
896,1,14,0,24,567697,0,1,7,1,0,0,0,1,0,5,3,1,0,0,2,3,4,4,1,4,1,1,5
897,0,21,0,17,528391,0,4,3,0,1,0,0,1,0,5,4,1,0,1,1,2,3,5,0,2,1,1,5
898,0,18,1,17,907410,1,3,6,0,0,1,1,1,0,1,1,0,1,0,0,3,3,5,0,3,1,0,6
899,0,15,1,33,835652,1,4,3,1,0,1,1,1,0,2,1,0,1,1,0,3,5,5,1,1,0,1,5
900,1,14,1,3,541910,1,3,3,1,0,1,1,1,1,2,0,1,0,0,0,3,1,4,0,4,1,0,8
901,1,17,0,19,598894,1,1,3,0,1,1,1,0,0,4,5,0,0,0,2,3,2,2,1,3,1,1,5
902,0,17,0,14,973288,0,1,6,0,0,0,1,0,0,3,2,0,1,0,0,2,5,1,0,4,1,0,4
903,0,16,0,2,781689,0,4,6,0,0,0,0,0,0,1,4,0,0,0,0,3,1,2,0,2,1,1,3
904,1,17,0,31,126465,0,4,4,0,0,1,1,0,0,4,4,0,1,1,1,3,1,4,0,3,0,1,5
905,1,20,0,22,468046,0,1,7,1,1,1,1,1,1,5,3,0,0,1,1,3,1,4,0,2,0,1,7
906,1,14,0,17,196565,0,2,3,1,1,1,1,0,1,2,2,1,1,1,0,2,4,4,1,3,1,1,11
907,0,19,0,30,964531,0,4,3,0,1,1,1,1,0,3,1,0,1,0,2,3,2,4,1,3,1,1,6
908,1,14,0,6,189498,0,4,7,1,1,1,1,1,1,3,3,1,0,0,0,3,2,4,1,1,1,0,7
909,0,16,0,33,289082,1,2,4,0,1,1,0,0,0,4,1,1,1,1,1,3,2,2,1,1,0,1,6
910,1,16,1,31,658940,1,4,5,1,0,0,1,1,0,5,3,0,1,1,1,2,5,3,0,2,1,1,6
911,1,18,0,23,667499,0,3,4,1,0,1,1,1,0,1,2,0,1,1,2,2,1,4,0,1,0,1,6
912,0,14,1,14,178371,1,3,7,1,1,1,1,0,1,1,4,0,1,1,0,2,1,5,0,3,0,0,8
913,1,14,0,21,521026,0,3,3,1,0,1,0,0,0,1,3,0,1,1,0,3,3,3,1,4,0,0,6
914,1,18,0,19,682773,0,2,1,0,1,0,0,1,0,3,2,1,0,0,1,3,4,3,0,2,1,1,6
915,1,15,0,20,381286,1,4,1,0,1,0,1,1,0,3,3,0,0,0,2,3,5,2,1,4,0,0,2
916,0,21,1,33,367538,1,1,1,1,0,0,0,1,1,5,0,1,0,1,1,2,1,3,1,3,1,0,8
917,1,16,1,28,643338,1,3,1,0,0,0,1,0,0,1,3,1,1,0,1,2,1,1,1,1,1,0,5
918,1,15,0,16,197261,0,2,1,1,1,0,0,1,1,5,4,0,1,0,1,2,2,5,0,2,1,0,7
919,0,19,0,18,620425,0,4,5,0,0,0,1,1,0,4,5,0,0,0,2,3,3,5,1,4,0,0,1
920,1,15,0,28,345439,0,3,1,0,1,0,0,1,0,2,2,0,1,0,0,2,4,1,0,3,0,0,6
921,1,20,0,8,676254,1,1,4,0,1,1,0,0,0,4,2,0,1,0,0,2,4,5,1,1,1,0,6
922,0,17,0,25,607235,1,1,1,0,1,1,0,0,1,3,2,1,1,0,2,3,4,1,1,4,1,0,7
923,0,20,0,17,866856,0,1,4,1,0,1,0,1,0,5,4,0,0,1,1,2,3,5,1,2,1,0,6
924,0,17,1,4,231341,0,4,2,1,1,1,1,0,0,2,5,0,0,1,2,2,5,2,0,1,0,0,4
925,1,20,0,23,677630,1,3,5,0,1,0,0,1,0,3,4,1,0,0,2,2,4,4,1,4,1,0,6
926,1,16,0,20,503130,0,4,5,0,0,0,0,1,0,2,3,1,1,1,0,3,1,2,1,1,0,1,5
927,0,14,0,28,593095,1,1,3,0,1,0,1,1,0,3,5,0,0,1,1,3,3,4,0,3,1,1,6
928,0,14,0,22,926411,0,2,7,1,1,1,1,0,1,0,2,1,0,1,2,2,5,5,1,2,1,0,9
929,0,16,1,19,679656,0,3,2,0,1,1,1,1,1,1,0,1,1,0,1,3,2,5,1,2,0,0,7
930,0,20,0,1,933523,1,2,2,0,1,0,0,0,0,1,0,0,0,0,2,3,4,5,0,4,1,1,4
931,0,20,0,19,957268,0,1,7,1,0,1,0,1,1,0,2,0,1,1,2,2,1,2,0,1,1,0,7
932,0,19,1,7,211107,1,4,2,1,0,1,0,1,0,3,3,0,0,0,1,3,1,1,0,4,0,0,2
